Date,Death
06-05-2020,176
07-05-2020,185
08-05-2020,193
09-05-2020,200
10-05-2020,215
11-05-2020,215
12-05-2020,221
13-05-2020,225
14-05-2020,232
15-05-2020,237
16-05-2020,239
17-05-2020,243
18-05-2020,248
19-05-2020,252
20-05-2020,258
21-05-2020,267
22-05-2020,270
23-05-2020,272
24-05-2020,281
25-05-2020,290
26-05-2020,300
27-05-2020,305
28-05-2020,313
29-05-2020,321
30-05-2020,334
31-05-2020,343
01-06-2020,350
02-06-2020,358
03-06-2020,364
04-06-2020,371
05-06-2020,377
06-06-2020,384
07-06-2020,399
08-06-2020,412
09-06-2020,414
10-06-2020,420
11-06-2020,427
12-06-2020,431
13-06-2020,440
14-06-2020,447
15-06-2020,459
16-06-2020,465
17-06-2020,476
18-06-2020,482
19-06-2020,486
20-06-2020,495
21-06-2020,501
22-06-2020,515
23-06-2020,521
24-06-2020,525
25-06-2020,534
26-06-2020,542
27-06-2020,546
28-06-2020,550
29-06-2020,557
30-06-2020,564
01-07-2020,572
02-07-2020,581
03-07-2020,589
04-07-2020,593
05-07-2020,598
06-07-2020,608
07-07-2020,617
08-07-2020,622
09-07-2020,629
10-07-2020,634
11-07-2020,638
12-07-2020,644
13-07-2020,653
14-07-2020,663
15-07-2020,673
16-07-2020,682
17-07-2020,689
18-07-2020,697
19-07-2020,706
20-07-2020,721
21-07-2020,738
22-07-2020,756
23-07-2020,770
24-07-2020,780
25-07-2020,791
26-07-2020,799
27-07-2020,811
28-07-2020,820
29-07-2020,830
30-07-2020,843
31-07-2020,857
01-08-2020,867
02-08-2020,876
03-08-2020,886
04-08-2020,900
05-08-2020,912
06-08-2020,929
07-08-2020,946
08-08-2020,962
09-08-2020,977
10-08-2020,996
11-08-2020,1015
12-08-2020,1033
13-08-2020,1048
14-08-2020,1065
15-08-2020,1081
16-08-2020,1094
17-08-2020,1105
18-08-2020,1128
19-08-2020,1141
20-08-2020,1159
21-08-2020,1171
22-08-2020,1185
23-08-2020,1206
24-08-2020,1229
25-08-2020,1246
26-08-2020,1265
27-08-2020,1282
28-08-2020,1306
29-08-2020,1323
30-08-2020,1345
31-08-2020,1374
01-09-2020,1394
02-09-2020,1426
03-09-2020,1453
04-09-2020,1483
05-09-2020,1513
06-09-2020,1543
07-09-2020,1572
08-09-2020,1589
09-09-2020,1609
10-09-2020,1640
11-09-2020,1661
12-09-2020,1691
13-09-2020,1728
14-09-2020,1762
15-09-2020,1791
16-09-2020,1820
17-09-2020,1844
18-09-2020,1877
19-09-2020,1901
20-09-2020,1943
21-09-2020,1970
22-09-2020,2007
23-09-2020,2035
24-09-2020,2077
25-09-2020,2122
26-09-2020,2152
27-09-2020,2181
28-09-2020,2207
29-09-2020,2242
30-09-2020,2281
01-10-2020,2316
02-10-2020,2336
03-10-2020,2372
04-10-2020,2399
05-10-2020,2434
06-10-2020,2463
07-10-2020,2488
08-10-2020,2518
09-10-2020,2547
10-10-2020,2574
11-10-2020,2599
12-10-2020,2624
13-10-2020,2645
14-10-2020,2671
15-10-2020,2686
16-10-2020,2710
17-10-2020,2735
18-10-2020,2753
19-10-2020,2773
20-10-2020,2786
21-10-2020,2811
22-10-2020,2828
23-10-2020,2842
24-10-2020,2855
25-10-2020,2875
26-10-2020,2885
27-10-2020,2890
28-10-2020,2898
29-10-2020,2913
30-10-2020,2929
31-10-2020,2941
01-11-2020,2951
02-11-2020,2958
03-11-2020,2965
04-11-2020,2974
05-11-2020,2987
06-11-2020,2992
07-11-2020,3004
08-11-2020,3017
09-11-2020,3028
10-11-2020,3034
11-11-2020,3042
12-11-2020,3055
13-11-2020,3065
14-11-2020,3076
15-11-2020,3083
16-11-2020,3090
17-11-2020,3092
18-11-2020,3102
19-11-2020,3115
20-11-2020,3129
21-11-2020,3138
22-11-2020,3149
23-11-2020,3162
24-11-2020,3172
25-11-2020,3183
26-11-2020,3197
27-11-2020,3209
28-11-2020,3224
29-11-2020,3237
30-11-2020,3250
01-12-2020,3260
02-12-2020,3270
03-12-2020,3287
04-12-2020,3300
05-12-2020,3314
06-12-2020,3326
07-12-2020,3337
08-12-2020,3347
09-12-2020,3358
10-12-2020,3366
11-12-2020,3373
12-12-2020,3382
13-12-2020,3391
14-12-2020,3404
15-12-2020,3412
17-12-2020,3433
18-12-2020,3442
19-12-2020,3453
20-12-2020,3468
21-12-2020,3481
22-12-2020,3490
23-12-2020,3502
24-12-2020,3514
25-12-2020,3524
26-12-2020,3536
27-12-2020,3545
28-12-2020,3563
29-12-2020,3572
30-12-2020,3582
31-12-2020,3595
03-01-2021,3627
04-01-2021,3641
05-01-2021,3648
06-01-2021,3662
07-01-2021,3670
08-01-2021,3682
09-01-2021,3691
10-01-2021,3701
11-01-2021,3711
12-01-2021,3718
13-01-2021,3726
14-01-2021,3732
15-01-2021,3740
16-01-2021,3746
17-01-2021,3751
18-01-2021,3753
19-01-2021,3756
20-01-2021,3763
21-01-2021,3770
22-01-2021,3776
23-01-2021,3780
24-01-2021,3786
25-01-2021,3789
27-01-2021,3793
28-01-2021,3799
29-01-2021,3802
30-01-2021,3805
31-01-2021,3807
01-02-2021,3810
02-02-2021,3812
03-02-2021,3815
04-02-2021,3816
05-02-2021,3818
06-02-2021,3819
07-02-2021,3820
08-02-2021,3820
09-02-2021,3823
10-02-2021,3825
11-02-2021,3827
12-02-2021,3828
13-02-2021,3829
14-02-2021,3829
15-02-2021,3834
16-02-2021,3838
17-02-2021,3841
18-02-2021,3842
19-02-2021,3844
20-02-2021,3846
21-02-2021,3850
22-02-2021,3854
23-02-2021,3854
24-02-2021,3855
25-02-2021,3857
26-02-2021,3859
27-02-2021,3862
01-03-2021,3864
02-03-2021,3865
03-03-2021,3865
04-03-2021,3865
06-03-2021,3866
07-03-2021,3868
08-03-2021,3871
09-03-2021,3872
10-03-2021,3874
11-03-2021,3877
13-03-2021,3883
14-03-2021,3885
15-03-2021,3887
16-03-2021,3890
17-03-2021,3891
18-03-2021,3893
19-03-2021,3894
20-03-2021,3901
21-03-2021,3903
22-03-2021,3906
23-03-2021,3908
24-03-2021,3912
25-03-2021,3919
27-03-2021,3937
28-03-2021,3947
29-03-2021,3958
30-03-2021,3967
31-03-2021,3977
01-04-2021,3986
02-04-2021,3998
03-04-2021,4014
04-04-2021,4029
05-04-2021,4040
06-04-2021,4055
07-04-2021,4073
08-04-2021,4086
09-04-2021,4113
10-04-2021,4136
11-04-2021,4160
12-04-2021,4184
13-04-2021,4221
14-04-2021,4261
15-04-2021,4312
16-04-2021,4365
17-04-2021,4425
18-04-2021,4491
19-04-2021,4557
20-04-2021,4636
21-04-2021,4713
22-04-2021,4788
23-04-2021,4863
24-04-2021,4937
25-04-2021,5041
26-04-2021,5133
27-04-2021,5221
28-04-2021,5319
29-04-2021,5424
30-04-2021,5519
01-05-2021,5616
02-05-2021,5718
03-05-2021,5812
04-05-2021,5905
05-05-2021,6003
06-05-2021,6074
07-05-2021,6160
08-05-2021,6244
09-05-2021,6334
10-05-2021,6420
11-05-2021,6501
12-05-2021,6595
13-05-2021,6679
14-05-2021,6679
15-05-2021,6753
16-05-2021,6913
17-05-2021,6992
18-05-2021,7069
19-05-2021,7139
20-05-2021,7227
21-05-2021,7315
22-05-2021,7394
23-05-2021,7483
24-05-2021,7558
25-05-2021,7618
26-05-2021,7686
27-05-2021,7758
28-05-2021,7828
30-05-2021,7959
31-05-2021,8019
01-06-2021,8067
02-06-2021,8112
03-06-2021,8157
04-06-2021,8207
05-06-2021,8257
06-06-2021,8295
07-06-2021,8337
08-06-2021,8369
09-06-2021,8405
10-06-2021,8441
11-06-2021,8475
12-03-2020,0
13-03-2020,0
14-03-2020,0
15-03-2020,0
16-03-2020,0
17-03-2020,1
18-03-2020,1
19-03-2020,1
20-03-2020,1
21-03-2020,1
22-03-2020,2
23-03-2020,2
24-03-2020,2
25-03-2020,2
26-03-2020,3
27-03-2020,4
28-03-2020,5
29-03-2020,6
30-03-2020,8
31-03-2020,9
01-04-2020,9
02-04-2020,13
03-04-2020,16
04-04-2020,19
05-04-2020,24
06-04-2020,45
07-04-2020,45
08-04-2020,64
09-04-2020,72
10-04-2020,97
11-04-2020,110
12-04-2020,127
13-04-2020,149
14-04-2020,160
15-04-2020,178
16-04-2020,187
17-04-2020,194
18-04-2020,201
19-04-2020,211
20-04-2020,223
21-04-2020,232
22-04-2020,251
23-04-2020,269
24-04-2020,283
25-04-2020,301
26-04-2020,323
27-04-2020,342
28-04-2020,369
29-04-2020,400
30-04-2020,432
01-05-2020,459
02-05-2020,485
03-05-2020,521
04-05-2020,548
05-05-2020,583
06-05-2020,617
07-05-2020,651
08-05-2020,694
09-05-2020,731
10-05-2020,779
11-05-2020,832
12-05-2020,868
13-05-2020,921
14-05-2020,975
15-05-2020,1019
16-05-2020,1068
17-05-2020,1135
18-05-2020,1198
19-05-2020,1249
20-05-2020,1325
21-05-2020,1390
22-05-2020,1454
23-05-2020,1517
24-05-2020,1577
25-05-2020,1635
26-05-2020,1695
27-05-2020,1792
28-05-2020,1897
29-05-2020,1982
30-05-2020,2098
31-05-2020,2197
01-06-2020,2286
02-06-2020,2362
03-06-2020,2465
04-06-2020,2587
05-06-2020,2710
06-06-2020,2849
07-06-2020,2969
08-06-2020,3060
09-06-2020,3169
10-06-2020,3289
11-06-2020,3438
12-06-2020,3590
13-06-2020,3717
14-06-2020,3830
15-06-2020,3950
16-06-2020,4128
17-06-2020,5537
18-06-2020,5651
19-06-2020,5751
20-06-2020,5893
21-06-2020,5984
22-06-2020,6170
23-06-2020,6283
24-06-2020,6531
25-06-2020,6739
26-06-2020,6931
27-06-2020,7106
28-06-2020,7273
29-06-2020,7429
30-06-2020,7610
01-07-2020,7855
02-07-2020,8053
03-07-2020,8178
04-07-2020,8376
05-07-2020,8671
06-07-2020,8822
07-07-2020,9026
08-07-2020,9250
09-07-2020,9448
10-07-2020,9667
11-07-2020,9893
12-07-2020,10116
13-07-2020,10289
14-07-2020,10482
15-07-2020,10695
16-07-2020,10928
17-07-2020,11194
18-07-2020,11452
19-07-2020,11596
20-07-2020,11854
21-07-2020,12030
22-07-2020,12276
23-07-2020,12556
24-07-2020,12854
25-07-2020,13132
26-07-2020,13389
27-07-2020,13656
28-07-2020,13883
29-07-2020,14165
30-07-2020,14463
31-07-2020,14729
01-08-2020,14994
02-08-2020,15316
03-08-2020,15576
04-08-2020,15842
05-08-2020,16142
06-08-2020,16476
07-08-2020,16792
08-08-2020,17092
09-08-2020,17367
10-08-2020,17757
11-08-2020,18050
12-08-2020,18306
13-08-2020,18650
14-08-2020,19063
15-08-2020,19427
16-08-2020,19749
17-08-2020,20037
18-08-2020,20265
19-08-2020,20687
20-08-2020,21033
21-08-2020,21359
22-08-2020,21698
23-08-2020,21995
24-08-2020,22253
25-08-2020,22465
26-08-2020,22794
27-08-2020,23089
28-08-2020,23444
29-08-2020,23775
30-08-2020,24103
31-08-2020,24399
01-09-2020,24583
02-09-2020,24903
03-09-2020,25195
04-09-2020,25586
05-09-2020,25964
06-09-2020,26276
07-09-2020,26604
08-09-2020,27027
09-09-2020,27407
10-09-2020,27787
11-09-2020,28282
12-09-2020,28724
13-09-2020,29115
14-09-2020,29531
15-09-2020,29894
16-09-2020,30409
17-09-2020,30883
18-09-2020,31351
19-09-2020,31791
20-09-2020,32216
21-09-2020,32671
22-09-2020,33015
23-09-2020,33407
24-09-2020,33886
25-09-2020,34345
26-09-2020,34761
27-09-2020,35191
28-09-2020,35571
29-09-2020,35751
30-09-2020,36181
01-10-2020,36662
02-10-2020,37056
03-10-2020,37480
04-10-2020,37758
05-10-2020,38084
06-10-2020,38347
07-10-2020,38717
08-10-2020,39072
09-10-2020,39430
10-10-2020,39732
11-10-2020,40040
12-10-2020,40349
13-10-2020,40514
14-10-2020,40701
15-10-2020,40859
16-10-2020,41196
17-10-2020,41502
18-10-2020,41965
19-10-2020,42115
20-10-2020,42240
21-10-2020,42453
22-10-2020,42633
23-10-2020,42831
24-10-2020,43015
25-10-2020,43152
26-10-2020,43264
27-10-2020,43348
28-10-2020,43463
29-10-2020,43554
30-10-2020,43710
31-10-2020,43837
01-11-2020,43911
02-11-2020,44024
03-11-2020,44128
04-11-2020,44248
05-11-2020,44548
06-11-2020,44804
07-11-2020,44965
08-11-2020,45115
09-11-2020,45240
10-11-2020,45325
11-11-2020,45435
12-11-2020,45560
13-11-2020,45682
14-11-2020,45809
15-11-2020,45914
16-11-2020,45974
17-11-2020,46034
18-11-2020,46102
19-11-2020,46202
20-11-2020,46356
21-11-2020,46511
22-11-2020,46573
23-11-2020,46623
24-11-2020,46653
25-11-2020,46683
26-11-2020,46748
27-11-2020,46813
28-11-2020,46898
29-11-2020,46986
30-11-2020,47071
01-12-2020,47151
02-12-2020,47246
03-12-2020,47357
04-12-2020,47472
05-12-2020,47599
06-12-2020,47694
07-12-2020,47734
08-12-2020,47774
09-12-2020,47827
10-12-2020,47902
11-12-2020,47972
12-12-2020,48059
13-12-2020,48139
14-12-2020,48209
15-12-2020,48269
17-12-2020,48434
18-12-2020,48499
19-12-2020,48574
20-12-2020,48648
21-12-2020,48746
22-12-2020,48801
23-12-2020,48876
24-12-2020,48969
25-12-2020,49058
26-12-2020,49129
27-12-2020,49189
28-12-2020,49255
29-12-2020,49305
30-12-2020,49373
31-12-2020,49463
03-01-2021,49631
04-01-2021,49666
05-01-2021,49695
06-01-2021,49759
07-01-2021,49825
08-01-2021,49897
09-01-2021,49970
10-01-2021,50027
11-01-2021,50061
12-01-2021,50101
13-01-2021,50151
14-01-2021,50221
15-01-2021,50291
16-01-2021,50336
17-01-2021,50388
18-01-2021,50438
19-01-2021,50473
20-01-2021,50523
21-01-2021,50582
22-01-2021,50634
23-01-2021,50684
24-01-2021,50740
25-01-2021,50785
27-01-2021,50862
28-01-2021,50894
29-01-2021,50944
30-01-2021,51000
31-01-2021,51042
01-02-2021,51082
02-02-2021,51109
03-02-2021,51139
04-02-2021,51169
05-02-2021,51215
06-02-2021,51255
07-02-2021,51280
08-02-2021,51310
09-02-2021,51325
10-02-2021,51360
11-02-2021,51390
12-02-2021,51415
13-02-2021,51451
14-02-2021,51489
15-02-2021,51529
16-02-2021,51552
17-02-2021,51591
18-02-2021,51631
19-02-2021,51669
20-02-2021,51713
21-02-2021,51753
22-02-2021,51788
23-02-2021,51806
24-02-2021,51857
25-02-2021,51937
26-02-2021,51993
27-02-2021,52041
01-03-2021,52154
02-03-2021,52184
03-03-2021,52238
04-03-2021,52280
06-03-2021,52393
07-03-2021,52440
08-03-2021,52478
09-03-2021,52500
10-03-2021,52556
11-03-2021,52610
13-03-2021,52723
14-03-2021,52811
15-03-2021,52861
16-03-2021,52909
17-03-2021,52996
18-03-2021,53080
19-03-2021,53138
20-03-2021,53208
21-03-2021,53300
22-03-2021,53399
23-03-2021,53457
24-03-2021,53589
25-03-2021,53684
27-03-2021,53907
28-03-2021,54073
29-03-2021,54181
30-03-2021,54283
31-03-2021,54422
01-04-2021,54649
02-04-2021,54898
03-04-2021,55379
04-04-2021,55656
05-04-2021,55878
06-04-2021,56033
07-04-2021,56330
08-04-2021,56652
09-04-2021,57028
10-04-2021,57329
11-04-2021,57638
12-04-2021,57987
13-04-2021,58245
14-04-2021,58526
15-04-2021,58804
16-04-2021,59153
17-04-2021,59551
18-04-2021,59970
19-04-2021,60473
20-04-2021,60824
21-04-2021,61343
22-04-2021,61911
23-04-2021,62479
24-04-2021,63252
25-04-2021,63928
26-04-2021,64760
27-04-2021,65284
28-04-2021,66179
29-04-2021,67214
30-04-2021,67985
01-05-2021,68813
02-05-2021,69615
03-05-2021,70284
04-05-2021,70851
05-05-2021,71742
06-05-2021,72662
07-05-2021,73515
08-05-2021,74413
09-05-2021,75277
10-05-2021,75849
11-05-2021,76398
12-05-2021,77191
13-05-2021,78007
14-05-2021,78007
15-05-2021,78857
16-05-2021,80512
17-05-2021,81486
18-05-2021,82486
19-05-2021,83777
20-05-2021,84371
21-05-2021,85355
22-05-2021,86618
23-05-2021,87300
24-05-2021,88620
25-05-2021,89212
26-05-2021,90349
27-05-2021,91341
28-05-2021,92225
30-05-2021,94030
31-05-2021,94844
01-06-2021,95344
02-06-2021,96198
03-06-2021,96751
04-06-2021,97394
05-06-2021,98771
06-06-2021,99512
07-06-2021,100130
08-06-2021,100470
09-06-2021,101172
10-06-2021,101833
11-06-2021,103748
25-03-2020,0
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,0
05-04-2020,0
06-04-2020,0
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,0
12-04-2020,0
13-04-2020,0
14-04-2020,0
15-04-2020,0
16-04-2020,0
17-04-2020,0
18-04-2020,0
19-04-2020,0
20-04-2020,0
21-04-2020,0
22-04-2020,0
23-04-2020,0
24-04-2020,0
25-04-2020,0
26-04-2020,0
27-04-2020,0
28-04-2020,0
29-04-2020,0
30-04-2020,0
01-05-2020,0
02-05-2020,0
03-05-2020,0
04-05-2020,0
05-05-2020,0
06-05-2020,0
07-05-2020,0
08-05-2020,0
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,0
27-05-2020,0
28-05-2020,0
29-05-2020,0
30-05-2020,0
31-05-2020,0
01-06-2020,0
02-06-2020,0
03-06-2020,0
04-06-2020,0
05-06-2020,0
06-06-2020,0
07-06-2020,0
08-06-2020,0
09-06-2020,0
10-06-2020,0
11-06-2020,0
12-06-2020,0
13-06-2020,0
14-06-2020,0
15-06-2020,0
16-06-2020,0
17-06-2020,0
18-06-2020,0
19-06-2020,0
20-06-2020,0
21-06-2020,0
22-06-2020,0
23-06-2020,0
24-06-2020,0
25-06-2020,0
26-06-2020,0
27-06-2020,0
28-06-2020,0
29-06-2020,0
30-06-2020,0
01-07-2020,0
02-07-2020,0
03-07-2020,0
04-07-2020,0
05-07-2020,0
06-07-2020,0
07-07-2020,0
08-07-2020,0
09-07-2020,0
10-07-2020,0
11-07-2020,0
12-07-2020,0
13-07-2020,0
14-07-2020,0
15-07-2020,0
16-07-2020,0
17-07-2020,0
18-07-2020,0
19-07-2020,0
20-07-2020,0
21-07-2020,0
22-07-2020,0
23-07-2020,0
24-07-2020,0
25-07-2020,0
26-07-2020,0
27-07-2020,0
28-07-2020,0
29-07-2020,0
30-07-2020,0
31-07-2020,4
01-08-2020,5
02-08-2020,6
03-08-2020,7
04-08-2020,7
05-08-2020,7
06-08-2020,7
07-08-2020,8
08-08-2020,10
09-08-2020,11
10-08-2020,11
11-08-2020,11
12-08-2020,12
13-08-2020,12
14-08-2020,13
15-08-2020,13
16-08-2020,13
17-08-2020,16
18-08-2020,17
19-08-2020,18
20-08-2020,18
21-08-2020,18
22-08-2020,20
23-08-2020,22
24-08-2020,22
25-08-2020,22
26-08-2020,24
27-08-2020,25
28-08-2020,25
29-08-2020,27
30-08-2020,28
31-08-2020,28
01-09-2020,28
02-09-2020,29
03-09-2020,29
04-09-2020,32
05-09-2020,35
06-09-2020,36
07-09-2020,38
08-09-2020,38
09-09-2020,39
10-09-2020,40
11-09-2020,44
12-09-2020,44
13-09-2020,45
14-09-2020,46
15-09-2020,46
16-09-2020,47
17-09-2020,48
18-09-2020,51
19-09-2020,52
20-09-2020,55
21-09-2020,57
22-09-2020,59
23-09-2020,60
24-09-2020,62
25-09-2020,62
26-09-2020,63
27-09-2020,64
28-09-2020,64
29-09-2020,64
30-09-2020,65
01-10-2020,67
02-10-2020,68
03-10-2020,69
04-10-2020,71
05-10-2020,74
06-10-2020,75
07-10-2020,78
08-10-2020,80
09-10-2020,83
10-10-2020,86
11-10-2020,88
12-10-2020,91
13-10-2020,93
14-10-2020,97
15-10-2020,103
16-10-2020,104
17-10-2020,109
18-10-2020,111
19-10-2020,116
20-10-2020,117
21-10-2020,121
22-10-2020,124
23-10-2020,127
24-10-2020,132
25-10-2020,138
26-10-2020,139
27-10-2020,144
28-10-2020,150
29-10-2020,156
30-10-2020,160
31-10-2020,164
01-11-2020,168
02-11-2020,171
03-11-2020,180
04-11-2020,184
05-11-2020,187
06-11-2020,189
07-11-2020,191
08-11-2020,194
09-11-2020,197
10-11-2020,198
11-11-2020,200
12-11-2020,202
13-11-2020,207
14-11-2020,213
15-11-2020,218
16-11-2020,221
17-11-2020,224
18-11-2020,225
19-11-2020,231
20-11-2020,231
21-11-2020,232
22-11-2020,233
23-11-2020,236
24-11-2020,238
25-11-2020,240
26-11-2020,245
27-11-2020,249
28-11-2020,256
29-11-2020,263
30-11-2020,273
01-12-2020,281
02-12-2020,289
03-12-2020,291
04-12-2020,294
05-12-2020,295
06-12-2020,299
07-12-2020,306
08-12-2020,309
09-12-2020,311
10-12-2020,318
11-12-2020,318
12-12-2020,320
13-12-2020,322
14-12-2020,322
15-12-2020,324
17-12-2020,329
18-12-2020,332
19-12-2020,334
20-12-2020,336
21-12-2020,337
22-12-2020,337
23-12-2020,337
24-12-2020,338
25-12-2020,341
26-12-2020,344
27-12-2020,344
28-12-2020,348
29-12-2020,348
30-12-2020,353
31-12-2020,354
03-01-2021,357
04-01-2021,358
05-01-2021,361
06-01-2021,363
07-01-2021,363
08-01-2021,364
09-01-2021,364
10-01-2021,365
11-01-2021,365
12-01-2021,365
13-01-2021,365
14-01-2021,365
15-01-2021,365
16-01-2021,365
17-01-2021,366
18-01-2021,366
19-01-2021,366
20-01-2021,367
21-01-2021,367
22-01-2021,367
23-01-2021,369
24-01-2021,369
25-01-2021,369
27-01-2021,369
28-01-2021,370
29-01-2021,370
30-01-2021,371
31-01-2021,371
01-02-2021,371
02-02-2021,371
03-02-2021,371
04-02-2021,372
05-02-2021,372
06-02-2021,372
07-02-2021,372
08-02-2021,373
09-02-2021,373
10-02-2021,373
11-02-2021,373
12-02-2021,373
13-02-2021,373
14-02-2021,373
15-02-2021,373
16-02-2021,373
17-02-2021,373
18-02-2021,373
19-02-2021,373
20-02-2021,373
21-02-2021,373
22-02-2021,373
23-02-2021,373
24-02-2021,373
25-02-2021,373
26-02-2021,373
27-02-2021,373
01-03-2021,373
02-03-2021,373
03-03-2021,373
04-03-2021,373
06-03-2021,373
07-03-2021,373
08-03-2021,373
09-03-2021,373
10-03-2021,373
11-03-2021,373
13-03-2021,373
14-03-2021,373
15-03-2021,373
16-03-2021,373
17-03-2021,373
18-03-2021,373
19-03-2021,373
20-03-2021,373
21-03-2021,373
22-03-2021,373
23-03-2021,373
24-03-2021,373
25-03-2021,374
27-03-2021,374
28-03-2021,374
29-03-2021,374
30-03-2021,374
31-03-2021,374
01-04-2021,374
02-04-2021,374
03-04-2021,374
04-04-2021,374
05-04-2021,374
06-04-2021,374
07-04-2021,374
08-04-2021,374
09-04-2021,375
10-04-2021,375
11-04-2021,375
12-04-2021,376
13-04-2021,376
14-04-2021,376
15-04-2021,376
16-04-2021,376
17-04-2021,376
18-04-2021,376
19-04-2021,376
20-04-2021,377
21-04-2021,378
22-04-2021,380
23-04-2021,381
24-04-2021,381
25-04-2021,383
26-04-2021,385
27-04-2021,390
28-04-2021,393
29-04-2021,395
30-04-2021,400
01-05-2021,405
02-05-2021,410
03-05-2021,415
04-05-2021,422
05-05-2021,424
06-05-2021,434
07-05-2021,447
08-05-2021,449
09-05-2021,461
10-05-2021,476
11-05-2021,489
12-05-2021,509
13-05-2021,526
14-05-2021,526
15-05-2021,536
16-05-2021,562
17-05-2021,578
18-05-2021,592
19-05-2021,612
20-05-2021,635
21-05-2021,646
22-05-2021,661
23-05-2021,674
24-05-2021,688
25-05-2021,705
26-05-2021,720
27-05-2021,730
28-05-2021,748
30-05-2021,776
31-05-2021,793
01-06-2021,807
02-06-2021,825
03-06-2021,839
04-06-2021,849
05-06-2021,863
06-06-2021,872
07-06-2021,881
08-06-2021,896
09-06-2021,908
10-06-2021,915
11-06-2021,925
15-04-2020,0
16-04-2020,1
17-04-2020,1
18-04-2020,1
19-04-2020,1
20-04-2020,1
21-04-2020,1
22-04-2020,1
23-04-2020,1
24-04-2020,1
25-04-2020,1
26-04-2020,1
27-04-2020,1
28-04-2020,1
29-04-2020,1
30-04-2020,1
01-05-2020,1
02-05-2020,1
03-05-2020,1
04-05-2020,1
05-05-2020,1
06-05-2020,1
07-05-2020,1
08-05-2020,1
09-05-2020,1
10-05-2020,1
11-05-2020,1
12-05-2020,1
13-05-2020,1
14-05-2020,1
15-05-2020,1
16-05-2020,1
17-05-2020,1
18-05-2020,1
19-05-2020,1
20-05-2020,1
21-05-2020,1
22-05-2020,1
23-05-2020,1
24-05-2020,1
25-05-2020,1
26-05-2020,1
27-05-2020,1
28-05-2020,1
29-05-2020,1
30-05-2020,1
31-05-2020,1
01-06-2020,1
02-06-2020,1
03-06-2020,1
04-06-2020,1
05-06-2020,1
06-06-2020,1
07-06-2020,1
08-06-2020,1
09-06-2020,1
10-06-2020,1
11-06-2020,1
12-06-2020,1
13-06-2020,1
14-06-2020,1
15-06-2020,1
16-06-2020,1
17-06-2020,1
18-06-2020,1
19-06-2020,1
20-06-2020,1
21-06-2020,1
22-06-2020,1
23-06-2020,1
24-06-2020,1
25-06-2020,1
26-06-2020,1
27-06-2020,1
28-06-2020,1
29-06-2020,1
30-06-2020,1
01-07-2020,1
02-07-2020,1
03-07-2020,1
04-07-2020,1
05-07-2020,1
06-07-2020,1
07-07-2020,1
08-07-2020,1
09-07-2020,1
10-07-2020,2
11-07-2020,2
12-07-2020,2
13-07-2020,2
14-07-2020,2
15-07-2020,2
16-07-2020,2
17-07-2020,2
18-07-2020,2
19-07-2020,2
20-07-2020,2
21-07-2020,4
22-07-2020,4
23-07-2020,4
24-07-2020,4
25-07-2020,5
26-07-2020,5
27-07-2020,5
28-07-2020,5
29-07-2020,5
30-07-2020,5
31-07-2020,5
01-08-2020,5
02-08-2020,5
03-08-2020,5
04-08-2020,5
05-08-2020,5
06-08-2020,5
07-08-2020,5
08-08-2020,5
09-08-2020,6
10-08-2020,6
11-08-2020,6
12-08-2020,6
13-08-2020,6
14-08-2020,6
15-08-2020,6
16-08-2020,6
17-08-2020,6
18-08-2020,6
19-08-2020,6
20-08-2020,6
21-08-2020,6
22-08-2020,6
23-08-2020,7
24-08-2020,8
25-08-2020,8
26-08-2020,8
27-08-2020,8
28-08-2020,8
29-08-2020,10
30-08-2020,10
31-08-2020,10
01-09-2020,10
02-09-2020,12
03-09-2020,13
04-09-2020,13
05-09-2020,14
06-09-2020,15
07-09-2020,16
08-09-2020,17
09-09-2020,17
10-09-2020,19
11-09-2020,20
12-09-2020,24
13-09-2020,25
14-09-2020,26
15-09-2020,27
16-09-2020,28
17-09-2020,29
18-09-2020,31
19-09-2020,32
20-09-2020,36
21-09-2020,36
22-09-2020,37
23-09-2020,38
24-09-2020,42
25-09-2020,43
26-09-2020,43
27-09-2020,43
28-09-2020,43
29-09-2020,46
30-09-2020,47
01-10-2020,49
02-10-2020,51
03-10-2020,52
04-10-2020,54
05-10-2020,54
06-10-2020,59
07-10-2020,60
08-10-2020,60
09-10-2020,60
10-10-2020,61
11-10-2020,62
12-10-2020,63
13-10-2020,64
14-10-2020,65
15-10-2020,70
16-10-2020,73
17-10-2020,75
18-10-2020,75
19-10-2020,75
20-10-2020,75
21-10-2020,76
22-10-2020,77
23-10-2020,78
24-10-2020,79
25-10-2020,80
26-10-2020,81
27-10-2020,81
28-10-2020,82
29-10-2020,85
30-10-2020,87
31-10-2020,87
01-11-2020,88
02-11-2020,90
03-11-2020,90
