Date,Death
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,0
05-04-2020,0
06-04-2020,0
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,0
12-04-2020,0
13-04-2020,0
14-04-2020,0
15-04-2020,0
16-04-2020,0
17-04-2020,0
18-04-2020,0
19-04-2020,0
20-04-2020,0
21-04-2020,0
22-04-2020,0
23-04-2020,0
24-04-2020,0
25-04-2020,0
26-04-2020,0
27-04-2020,0
28-04-2020,0
29-04-2020,0
30-04-2020,0
01-05-2020,0
02-05-2020,0
03-05-2020,0
04-05-2020,0
05-05-2020,0
06-05-2020,0
07-05-2020,0
08-05-2020,0
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,0
27-05-2020,0
28-05-2020,0
29-05-2020,0
30-05-2020,1
31-05-2020,1
01-06-2020,1
02-06-2020,1
03-06-2020,1
04-06-2020,2
05-06-2020,2
06-06-2020,2
07-06-2020,4
08-06-2020,4
09-06-2020,4
10-06-2020,6
11-06-2020,6
12-06-2020,6
13-06-2020,6
14-06-2020,6
15-06-2020,8
16-06-2020,8
17-06-2020,9
18-06-2020,10
19-06-2020,10
20-06-2020,10
21-06-2020,11
22-06-2020,11
23-06-2020,12
24-06-2020,12
25-06-2020,12
26-06-2020,12
27-06-2020,13
28-06-2020,13
29-06-2020,13
30-06-2020,13
01-07-2020,13
02-07-2020,14
03-07-2020,14
04-07-2020,14
05-07-2020,14
06-07-2020,14
07-07-2020,14
08-07-2020,14
09-07-2020,14
10-07-2020,15
11-07-2020,17
12-07-2020,17
13-07-2020,19
14-07-2020,19
15-07-2020,20
16-07-2020,20
17-07-2020,21
18-07-2020,23
19-07-2020,24
20-07-2020,24
21-07-2020,25
22-07-2020,29
23-07-2020,29
24-07-2020,30
25-07-2020,36
26-07-2020,39
27-07-2020,43
28-07-2020,44
29-07-2020,46
30-07-2020,48
31-07-2020,51
01-08-2020,53
02-08-2020,55
03-08-2020,58
04-08-2020,61
05-08-2020,69
06-08-2020,71
07-08-2020,77
08-08-2020,87
09-08-2020,89
10-08-2020,96
11-08-2020,99
12-08-2020,104
13-08-2020,109
14-08-2020,114
15-08-2020,130
16-08-2020,134
17-08-2020,141
18-08-2020,150
19-08-2020,158
20-08-2020,161
21-08-2020,168
22-08-2020,180
23-08-2020,189
24-08-2020,197
25-08-2020,206
26-08-2020,221
27-08-2020,231
28-08-2020,245
29-08-2020,251
30-08-2020,262
31-08-2020,269
01-09-2020,277
02-09-2020,287
03-09-2020,299
04-09-2020,315
05-09-2020,337
06-09-2020,356
07-09-2020,380
08-09-2020,395
09-09-2020,407
10-09-2020,477
11-09-2020,493
12-09-2020,519
13-09-2020,539
14-09-2020,555
15-09-2020,573
16-09-2020,589
17-09-2020,611
18-09-2020,628
19-09-2020,645
20-09-2020,664
21-09-2020,677
22-09-2020,690
23-09-2020,718
24-09-2020,728
25-09-2020,752
26-09-2020,777
27-09-2020,817
28-09-2020,848
29-09-2020,877
30-09-2020,916
01-10-2020,957
02-10-2020,986
03-10-2020,1002
04-10-2020,1031
05-10-2020,1045
06-10-2020,1081
07-10-2020,1104
08-10-2020,1134
09-10-2020,1158
10-10-2020,1196
11-10-2020,1235
12-10-2020,1253
13-10-2020,1286
14-10-2020,1306
15-10-2020,1339
16-10-2020,1385
17-10-2020,1425
18-10-2020,1439
19-10-2020,1478
20-10-2020,1534
21-10-2020,1584
22-10-2020,1628
23-10-2020,1680
24-10-2020,1738
25-10-2020,1793
26-10-2020,1818
27-10-2020,1861
28-10-2020,1881
29-10-2020,1936
30-10-2020,1989
31-10-2020,2038
01-11-2020,2101
02-11-2020,2150
03-11-2020,2208
04-11-2020,2266
05-11-2020,2316
06-11-2020,2360
07-11-2020,2412
08-11-2020,2434
09-11-2020,2447
10-11-2020,2464
11-11-2020,2482
12-11-2020,2507
13-11-2020,2527
14-11-2020,2545
15-11-2020,2562
16-11-2020,2578
17-11-2020,2604
18-11-2020,2623
19-11-2020,2646
20-11-2020,2672
21-11-2020,2691
22-11-2020,2713
23-11-2020,2732
24-11-2020,2746
25-11-2020,2767
26-11-2020,2783
27-11-2020,2801
28-11-2020,2813
29-11-2020,2830
30-11-2020,2840
01-12-2020,2861
02-12-2020,2892
03-12-2020,2919
04-12-2020,2941
05-12-2020,2956
06-12-2020,2977
07-12-2020,2989
08-12-2020,3010
09-12-2020,3025
10-12-2020,3038
11-12-2020,3054
12-12-2020,3068
13-12-2020,3084
14-12-2020,3097
15-12-2020,3116
17-12-2020,3145
18-12-2020,3156
19-12-2020,3163
20-12-2020,3172
21-12-2020,3181
22-12-2020,3199
23-12-2020,3212
24-12-2020,3227
25-12-2020,3249
26-12-2020,3263
27-12-2020,3275
28-12-2020,3293
29-12-2020,3319
30-12-2020,3336
31-12-2020,3350
03-01-2021,3386
04-01-2021,3400
05-01-2021,3412
06-01-2021,3437
07-01-2021,3447
08-01-2021,3454
09-01-2021,3469
10-01-2021,3484
11-01-2021,3490
12-01-2021,3505
13-01-2021,3517
14-01-2021,3527
15-01-2021,3537
16-01-2021,3544
17-01-2021,3551
18-01-2021,3558
19-01-2021,3565
20-01-2021,3575
21-01-2021,3585
22-01-2021,3594
23-01-2021,3601
24-01-2021,3609
25-01-2021,3617
27-01-2021,3644
28-01-2021,3647
29-01-2021,3682
30-01-2021,3689
31-01-2021,3698
01-02-2021,3701
02-02-2021,3706
03-02-2021,3711
04-02-2021,3718
05-02-2021,3724
06-02-2021,3732
07-02-2021,3735
08-02-2021,3741
09-02-2021,3744
10-02-2021,3746
11-02-2021,3755
12-02-2021,3759
13-02-2021,3766
14-02-2021,3771
15-02-2021,3772
16-02-2021,3777
17-02-2021,3783
18-02-2021,3788
19-02-2021,3790
20-02-2021,3793
21-02-2021,3795
22-02-2021,3800
23-02-2021,3806
24-02-2021,3809
25-02-2021,3813
26-02-2021,3821
27-02-2021,3828
01-03-2021,3835
02-03-2021,3842
03-03-2021,3844
04-03-2021,3848
06-03-2021,3854
07-03-2021,3855
08-03-2021,3858
09-03-2021,3859
10-03-2021,3864
11-03-2021,3872
13-03-2021,3880
14-03-2021,3886
15-03-2021,3890
16-03-2021,3897
17-03-2021,3909
18-03-2021,3915
19-03-2021,3920
20-03-2021,3929
21-03-2021,3940
22-03-2021,3950
23-03-2021,3962
24-03-2021,3982
25-03-2021,4011
27-03-2021,4048
28-03-2021,4061
29-03-2021,4076
30-03-2021,4096
31-03-2021,4131
01-04-2021,4170
02-04-2021,4204
03-04-2021,4247
04-04-2021,4283
05-04-2021,4319
06-04-2021,4363
07-04-2021,4416
08-04-2021,4469
09-04-2021,4563
10-04-2021,4654
11-04-2021,4777
12-04-2021,4899
13-04-2021,5031
14-04-2021,5187
15-04-2021,5307
16-04-2021,5442
17-04-2021,5580
18-04-2021,5738
19-04-2021,5908
20-04-2021,6083
21-04-2021,6274
22-04-2021,6467
23-04-2021,6674
24-04-2021,6893
25-04-2021,7111
26-04-2021,7310
27-04-2021,7536
28-04-2021,7782
29-04-2021,8061
30-04-2021,8312
01-05-2021,8581
02-05-2021,8810
03-05-2021,9009
04-05-2021,9275
05-05-2021,9485
06-05-2021,9738
07-05-2021,9950
08-05-2021,10158
09-05-2021,10381
10-05-2021,10570
11-05-2021,10742
12-05-2021,10941
13-05-2021,11094
14-05-2021,11094
15-05-2021,11289
16-05-2021,11590
17-05-2021,11734
18-05-2021,11883
19-05-2021,12036
20-05-2021,12182
21-05-2021,12295
22-05-2021,12391
23-05-2021,12494
24-05-2021,12586
25-05-2021,12646
26-05-2021,12723
27-05-2021,12779
28-05-2021,12848
30-05-2021,12979
31-05-2021,13016
01-06-2021,13048
02-06-2021,13077
03-06-2021,13117
04-06-2021,13139
05-06-2021,13162
06-06-2021,13192
07-06-2021,13217
08-06-2021,13243
09-06-2021,13257
10-06-2021,13271
11-06-2021,13285
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,0
27-05-2020,0
28-05-2020,0
29-05-2020,0
30-05-2020,0
31-05-2020,0
01-06-2020,0
02-06-2020,0
03-06-2020,0
04-06-2020,0
05-06-2020,0
06-06-2020,0
07-06-2020,0
08-06-2020,0
09-06-2020,0
10-06-2020,0
11-06-2020,0
12-06-2020,0
13-06-2020,0
14-06-2020,0
15-06-2020,0
16-06-2020,0
17-06-2020,0
18-06-2020,0
19-06-2020,0
20-06-2020,0
21-06-2020,0
22-06-2020,0
23-06-2020,0
24-06-2020,0
25-06-2020,0
26-06-2020,0
27-06-2020,0
28-06-2020,0
29-06-2020,0
30-06-2020,0
01-07-2020,0
02-07-2020,0
03-07-2020,0
04-07-2020,0
05-07-2020,0
06-07-2020,0
07-07-2020,0
08-07-2020,0
09-07-2020,0
10-07-2020,0
11-07-2020,0
12-07-2020,0
13-07-2020,0
14-07-2020,1
15-07-2020,1
16-07-2020,2
17-07-2020,2
18-07-2020,2
19-07-2020,2
20-07-2020,2
21-07-2020,2
22-07-2020,2
23-07-2020,2
24-07-2020,2
25-07-2020,2
26-07-2020,2
27-07-2020,2
28-07-2020,2
29-07-2020,2
30-07-2020,2
31-07-2020,2
01-08-2020,2
02-08-2020,2
03-08-2020,2
04-08-2020,2
05-08-2020,2
06-08-2020,2
07-08-2020,2
08-08-2020,2
09-08-2020,2
10-08-2020,2
11-08-2020,2
12-08-2020,2
13-08-2020,2
14-08-2020,2
15-08-2020,2
16-08-2020,2
17-08-2020,2
18-08-2020,2
19-08-2020,2
20-08-2020,2
21-08-2020,2
22-08-2020,2
23-08-2020,2
24-08-2020,2
25-08-2020,2
26-08-2020,2
27-08-2020,2
28-08-2020,2
29-08-2020,2
30-08-2020,2
31-08-2020,2
01-09-2020,2
02-09-2020,2
03-09-2020,2
04-09-2020,2
05-09-2020,2
06-09-2020,2
07-09-2020,2
08-09-2020,2
09-09-2020,2
10-09-2020,2
11-09-2020,2
12-09-2020,2
13-09-2020,2
14-09-2020,2
15-09-2020,2
16-09-2020,2
17-09-2020,2
18-09-2020,2
19-09-2020,2
20-09-2020,2
21-09-2020,2
22-09-2020,2
23-09-2020,2
24-09-2020,2
25-09-2020,2
26-09-2020,2
27-09-2020,2
28-09-2020,2
29-09-2020,2
30-09-2020,2
01-10-2020,2
02-10-2020,2
03-10-2020,2
04-10-2020,2
05-10-2020,2
06-10-2020,2
07-10-2020,2
08-10-2020,2
09-10-2020,2
10-10-2020,2
11-10-2020,2
12-10-2020,2
13-10-2020,2
14-10-2020,2
15-10-2020,2
16-10-2020,2
17-10-2020,2
18-10-2020,2
19-10-2020,2
20-10-2020,2
21-10-2020,2
22-10-2020,2
23-10-2020,2
24-10-2020,2
25-10-2020,2
26-10-2020,2
27-10-2020,2
28-10-2020,2
29-10-2020,2
30-10-2020,2
31-10-2020,2
01-11-2020,2
02-11-2020,2
03-11-2020,2
04-11-2020,2
05-11-2020,2
06-11-2020,2
07-11-2020,2
08-11-2020,2
09-11-2020,2
10-11-2020,2
11-11-2020,2
12-11-2020,2
13-11-2020,2
14-11-2020,2
15-11-2020,2
16-11-2020,2
17-11-2020,2
18-11-2020,2
19-11-2020,2
20-11-2020,2
21-11-2020,2
22-11-2020,2
23-11-2020,2
24-11-2020,2
25-11-2020,2
26-11-2020,2
27-11-2020,2
28-11-2020,2
29-11-2020,2
30-11-2020,2
01-12-2020,2
02-12-2020,2
03-12-2020,2
04-12-2020,2
05-12-2020,2
06-12-2020,2
07-12-2020,2
08-12-2020,2
09-12-2020,2
10-12-2020,2
11-12-2020,2
12-12-2020,2
13-12-2020,2
14-12-2020,2
15-12-2020,2
17-12-2020,2
18-12-2020,2
19-12-2020,2
20-12-2020,2
21-12-2020,2
22-12-2020,2
23-12-2020,2
24-12-2020,2
25-12-2020,2
26-12-2020,2
27-12-2020,2
28-12-2020,2
29-12-2020,2
30-12-2020,2
31-12-2020,2
03-01-2021,2
04-01-2021,2
05-01-2021,2
06-01-2021,2
07-01-2021,2
08-01-2021,2
09-01-2021,2
10-01-2021,2
11-01-2021,2
12-01-2021,2
13-01-2021,2
14-01-2021,2
15-01-2021,2
16-01-2021,2
17-01-2021,2
18-01-2021,2
19-01-2021,2
20-01-2021,2
21-01-2021,2
22-01-2021,2
23-01-2021,2
24-01-2021,2
25-01-2021,2
27-01-2021,2
28-01-2021,2
29-01-2021,2
30-01-2021,2
31-01-2021,2
01-02-2021,2
02-02-2021,2
03-02-2021,2
04-02-2021,2
05-02-2021,2
06-02-2021,2
07-02-2021,2
08-02-2021,2
09-02-2021,2
10-02-2021,2
11-02-2021,2
12-02-2021,2
13-02-2021,2
14-02-2021,2
15-02-2021,2
16-02-2021,2
17-02-2021,2
18-02-2021,2
19-02-2021,2
20-02-2021,2
21-02-2021,2
22-02-2021,2
23-02-2021,2
24-02-2021,2
25-02-2021,2
26-02-2021,2
27-02-2021,2
01-03-2021,2
02-03-2021,2
03-03-2021,2
04-03-2021,2
06-03-2021,2
07-03-2021,2
08-03-2021,2
09-03-2021,2
10-03-2021,2
11-03-2021,2
13-03-2021,2
14-03-2021,2
15-03-2021,2
16-03-2021,2
17-03-2021,2
18-03-2021,2
19-03-2021,2
20-03-2021,2
21-03-2021,2
22-03-2021,2
23-03-2021,2
24-03-2021,2
25-03-2021,2
27-03-2021,2
28-03-2021,2
29-03-2021,2
30-03-2021,2
31-03-2021,2
01-04-2021,2
02-04-2021,2
03-04-2021,2
04-04-2021,2
05-04-2021,2
06-04-2021,2
07-04-2021,2
08-04-2021,2
09-04-2021,2
10-04-2021,2
11-04-2021,2
12-04-2021,2
13-04-2021,2
14-04-2021,2
15-04-2021,2
16-04-2021,4
17-04-2021,4
18-04-2021,4
19-04-2021,4
20-04-2021,4
21-04-2021,4
22-04-2021,4
23-04-2021,4
24-04-2021,4
25-04-2021,4
26-04-2021,4
27-04-2021,4
28-04-2021,4
29-04-2021,4
30-04-2021,4
01-05-2021,4
02-05-2021,4
03-05-2021,4
04-05-2021,4
05-05-2021,4
06-05-2021,4
07-05-2021,4
08-05-2021,4
09-05-2021,4
10-05-2021,4
11-05-2021,4
12-05-2021,4
13-05-2021,4
14-05-2021,4
15-05-2021,4
16-05-2021,4
17-05-2021,4
18-05-2021,4
19-05-2021,4
20-05-2021,4
21-05-2021,4
22-05-2021,4
23-05-2021,4
24-05-2021,4
25-05-2021,4
26-05-2021,4
27-05-2021,4
28-05-2021,4
30-05-2021,4
31-05-2021,4
01-06-2021,4
02-06-2021,4
03-06-2021,4
04-06-2021,4
05-06-2021,4
06-06-2021,4
07-06-2021,4
08-06-2021,4
09-06-2021,4
10-06-2021,4
11-06-2021,4
12-03-2020,0
13-03-2020,0
14-03-2020,1
15-03-2020,1
16-03-2020,1
17-03-2020,1
18-03-2020,1
19-03-2020,1
20-03-2020,1
21-03-2020,1
22-03-2020,1
23-03-2020,1
24-03-2020,1
25-03-2020,2
26-03-2020,1
27-03-2020,1
28-03-2020,1
29-03-2020,2
30-03-2020,2
31-03-2020,2
01-04-2020,2
02-04-2020,2
03-04-2020,4
04-04-2020,6
05-04-2020,6
06-04-2020,7
07-04-2020,7
08-04-2020,9
09-04-2020,9
10-04-2020,12
11-04-2020,13
12-04-2020,19
13-04-2020,24
14-04-2020,28
15-04-2020,30
16-04-2020,32
17-04-2020,38
18-04-2020,42
19-04-2020,42
20-04-2020,45
21-04-2020,47
22-04-2020,47
23-04-2020,48
24-04-2020,50
25-04-2020,53
26-04-2020,54
27-04-2020,54
28-04-2020,54
29-04-2020,54
30-04-2020,56
01-05-2020,59
02-05-2020,61
03-05-2020,64
04-05-2020,64
05-05-2020,64
06-05-2020,64
07-05-2020,65
08-05-2020,66
09-05-2020,68
10-05-2020,73
11-05-2020,73
12-05-2020,73
13-05-2020,86
14-05-2020,106
15-05-2020,115
16-05-2020,123
17-05-2020,129
18-05-2020,160
19-05-2020,168
20-05-2020,168
21-05-2020,176
22-05-2020,194
23-05-2020,208
24-05-2020,231
25-05-2020,261
26-05-2020,276
27-05-2020,288
28-05-2020,303
29-05-2020,316
30-05-2020,398
31-05-2020,416
01-06-2020,473
02-06-2020,523
03-06-2020,556
04-06-2020,606
05-06-2020,650
06-06-2020,708
07-06-2020,761
08-06-2020,761
09-06-2020,874
10-06-2020,905
11-06-2020,984
12-06-2020,1085
13-06-2020,1214
14-06-2020,1271
15-06-2020,1327
16-06-2020,1400
17-06-2020,1837
18-06-2020,1904
19-06-2020,1969
20-06-2020,2035
21-06-2020,2112
22-06-2020,2175
23-06-2020,2233
24-06-2020,2301
25-06-2020,2365
26-06-2020,2429
27-06-2020,2492
28-06-2020,2558
29-06-2020,2623
30-06-2020,2680
01-07-2020,2742
02-07-2020,2803
03-07-2020,2864
04-07-2020,2923
05-07-2020,3004
06-07-2020,3067
07-07-2020,3115
08-07-2020,3165
09-07-2020,3213
10-07-2020,3258
11-07-2020,3300
12-07-2020,3334
13-07-2020,3371
14-07-2020,3411
15-07-2020,3446
16-07-2020,3487
17-07-2020,3545
18-07-2020,3571
19-07-2020,3597
20-07-2020,3628
21-07-2020,3663
22-07-2020,3690
23-07-2020,3719
24-07-2020,3745
25-07-2020,3777
26-07-2020,3806
27-07-2020,3827
28-07-2020,3853
29-07-2020,3881
30-07-2020,3907
31-07-2020,3936
01-08-2020,3963
02-08-2020,3989
03-08-2020,4004
04-08-2020,4021
05-08-2020,4033
06-08-2020,4044
07-08-2020,4059
08-08-2020,4082
09-08-2020,4098
10-08-2020,4111
11-08-2020,4131
12-08-2020,4139
13-08-2020,4153
14-08-2020,4167
15-08-2020,4178
16-08-2020,4188
17-08-2020,4196
18-08-2020,4214
19-08-2020,4226
20-08-2020,4235
21-08-2020,4257
22-08-2020,4270
23-08-2020,4284
24-08-2020,4300
25-08-2020,4313
26-08-2020,4330
27-08-2020,4347
28-08-2020,4369
29-08-2020,4389
30-08-2020,4404
31-08-2020,4426
01-09-2020,4444
02-09-2020,4462
03-09-2020,4481
04-09-2020,4500
05-09-2020,4513
06-09-2020,4538
07-09-2020,4567
08-09-2020,4599
09-09-2020,4618
10-09-2020,4638
11-09-2020,4666
12-09-2020,4687
13-09-2020,4715
14-09-2020,4744
15-09-2020,4770
16-09-2020,4806
17-09-2020,4839
18-09-2020,4877
19-09-2020,4907
20-09-2020,4945
21-09-2020,4982
22-09-2020,5014
23-09-2020,5051
24-09-2020,5087
25-09-2020,5123
26-09-2020,5147
27-09-2020,5193
28-09-2020,5235
29-09-2020,5272
30-09-2020,5320
01-10-2020,5361
02-10-2020,5401
03-10-2020,5438
04-10-2020,5472
05-10-2020,5510
06-10-2020,5542
07-10-2020,5581
08-10-2020,5616
09-10-2020,5653
10-10-2020,5692
11-10-2020,5740
12-10-2020,5769
13-10-2020,5809
14-10-2020,5854
15-10-2020,5898
16-10-2020,5924
17-10-2020,5946
18-10-2020,5981
19-10-2020,6009
20-10-2020,6040
21-10-2020,6081
22-10-2020,6128
23-10-2020,6163
24-10-2020,6189
25-10-2020,6225
26-10-2020,6258
27-10-2020,6312
28-10-2020,6356
29-10-2020,6396
30-10-2020,6423
31-10-2020,6470
01-11-2020,6511
02-11-2020,6562
03-11-2020,6604
04-11-2020,6652
05-11-2020,6703
06-11-2020,6769
07-11-2020,6833
08-11-2020,6912
09-11-2020,6989
10-11-2020,7060
11-11-2020,7143
12-11-2020,7228
13-11-2020,7332
14-11-2020,7423
15-11-2020,7519
16-11-2020,7614
17-11-2020,7713
18-11-2020,7812
19-11-2020,7943
20-11-2020,8041
21-11-2020,8159
22-11-2020,8270
23-11-2020,8391
24-11-2020,8512
25-11-2020,8621
26-11-2020,8720
27-11-2020,8811
28-11-2020,8909
29-11-2020,8998
30-11-2020,9066
01-12-2020,9174
02-12-2020,9260
03-12-2020,9342
04-12-2020,9424
05-12-2020,9497
06-12-2020,9574
07-12-2020,9643
08-12-2020,9706
09-12-2020,9763
10-12-2020,9813
11-12-2020,9874
12-12-2020,9934
13-12-2020,9981
14-12-2020,10014
15-12-2020,10074
17-12-2020,10147
18-12-2020,10182
19-12-2020,10219
20-12-2020,10251
21-12-2020,10277
22-12-2020,10304
23-12-2020,10329
24-12-2020,10347
25-12-2020,10384
26-12-2020,10414
27-12-2020,10437
28-12-2020,10453
29-12-2020,10474
30-12-2020,10502
31-12-2020,10523
03-01-2021,10571
04-01-2021,10585
05-01-2021,10597
06-01-2021,10609
07-01-2021,10625
08-01-2021,10644
09-01-2021,10654
10-01-2021,10666
11-01-2021,10678
12-01-2021,10691
13-01-2021,10707
14-01-2021,10718
15-01-2021,10722
16-01-2021,10732
17-01-2021,10738
18-01-2021,10746
19-01-2021,10754
20-01-2021,10764
21-01-2021,10774
22-01-2021,10782
23-01-2021,10789
24-01-2021,10799
25-01-2021,10808
27-01-2021,10820
28-01-2021,10829
29-01-2021,10835
30-01-2021,10841
31-01-2021,10849
01-02-2021,10853
02-02-2021,10856
03-02-2021,10858
04-02-2021,10864
05-02-2021,10871
06-02-2021,10873
07-02-2021,10877
08-02-2021,10879
09-02-2021,10882
10-02-2021,10882
11-02-2021,10884
12-02-2021,10886
13-02-2021,10889
14-02-2021,10889
15-02-2021,10891
16-02-2021,10893
17-02-2021,10894
18-02-2021,10894
19-02-2021,10896
20-02-2021,10897
21-02-2021,10898
22-02-2021,10900
23-02-2021,10901
24-02-2021,10903
25-02-2021,10905
26-02-2021,10905
27-02-2021,10906
01-03-2021,10910
02-03-2021,10911
03-03-2021,10911
04-03-2021,10914
06-03-2021,10918
07-03-2021,10919
08-03-2021,10921
09-03-2021,10924
10-03-2021,10928
11-03-2021,10931
13-03-2021,10936
14-03-2021,10939
15-03-2021,10941
16-03-2021,10944
17-03-2021,10945
18-03-2021,10948
19-03-2021,10949
20-03-2021,10953
21-03-2021,10955
22-03-2021,10956
23-03-2021,10963
24-03-2021,10967
25-03-2021,10973
27-03-2021,10987
28-03-2021,10997
29-03-2021,11006
30-03-2021,11012
31-03-2021,11016
01-04-2021,11027
02-04-2021,11036
03-04-2021,11050
04-04-2021,11060
05-04-2021,11081
06-04-2021,11096
07-04-2021,11113
08-04-2021,11133
09-04-2021,11157
10-04-2021,11196
11-04-2021,11235
12-04-2021,11283
13-04-2021,11355
14-04-2021,11436
15-04-2021,11540
16-04-2021,11652
17-04-2021,11793
18-04-2021,11960
19-04-2021,12121
20-04-2021,12361
21-04-2021,12638
22-04-2021,12887
23-04-2021,13193
24-04-2021,13541
25-04-2021,13898
26-04-2021,14248
27-04-2021,14628
28-04-2021,15009
29-04-2021,15377
30-04-2021,15772
01-05-2021,16147
02-05-2021,16559
03-05-2021,16966
04-05-2021,17414
05-05-2021,17752
06-05-2021,18063
07-05-2021,18398
08-05-2021,18739
09-05-2021,19071
10-05-2021,19344
11-05-2021,19663
12-05-2021,20010
13-05-2021,20310
14-05-2021,20310
15-05-2021,20618
16-05-2021,21244
17-05-2021,21506
18-05-2021,21846
19-05-2021,22111
20-05-2021,22346
21-05-2021,22579
22-05-2021,22831
23-05-2021,23013
24-05-2021,23202
25-05-2021,23409
26-05-2021,23565
27-05-2021,23695
28-05-2021,23812
30-05-2021,24073
31-05-2021,24151
01-06-2021,24237
02-06-2021,24299
03-06-2021,24402
04-06-2021,24447
05-06-2021,24497
06-06-2021,24557
07-06-2021,24591
08-06-2021,24627
09-06-2021,24668
10-06-2021,24704
11-06-2021,24748
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,0
05-04-2020,0
06-04-2020,0
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,0
12-04-2020,0
13-04-2020,0
14-04-2020,0
15-04-2020,0
16-04-2020,0
17-04-2020,0
18-04-2020,0
19-04-2020,0
20-04-2020,0
21-04-2020,0
22-04-2020,0
23-04-2020,0
24-04-2020,0
25-04-2020,0
26-04-2020,0
27-04-2020,0
28-04-2020,0
29-04-2020,0
30-04-2020,0
01-05-2020,0
02-05-2020,0
03-05-2020,0
04-05-2020,0
05-05-2020,0
06-05-2020,0
07-05-2020,0
08-05-2020,0
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,0
27-05-2020,0
28-05-2020,0
29-05-2020,0
30-05-2020,0
31-05-2020,0
01-06-2020,0
02-06-2020,0
03-06-2020,0
04-06-2020,0
05-06-2020,0
06-06-2020,0
07-06-2020,0
08-06-2020,0
09-06-2020,0
10-06-2020,0
11-06-2020,0
12-06-2020,0
13-06-2020,0
14-06-2020,0
15-06-2020,0
16-06-2020,0
17-06-2020,0
18-06-2020,0
19-06-2020,0
20-06-2020,0
21-06-2020,0
22-06-2020,0
23-06-2020,1
24-06-2020,1
25-06-2020,2
26-06-2020,2
27-06-2020,2
28-06-2020,2
29-06-2020,3
30-06-2020,3
01-07-2020,3
02-07-2020,4
03-07-2020,4
04-07-2020,4
05-07-2020,6
06-07-2020,7
07-07-2020,7
08-07-2020,8
09-07-2020,8
10-07-2020,9
11-07-2020,9
12-07-2020,12
13-07-2020,14
14-07-2020,17
15-07-2020,18
16-07-2020,18
17-07-2020,19
18-07-2020,21
19-07-2020,21
20-07-2020,22
21-07-2020,23
22-07-2020,26
23-07-2020,28
24-07-2020,29
25-07-2020,29
26-07-2020,33
27-07-2020,35
28-07-2020,36
29-07-2020,36
30-07-2020,39
31-07-2020,42
01-08-2020,45
02-08-2020,48
03-08-2020,53
04-08-2020,56
05-08-2020,60
06-08-2020,64
07-08-2020,66
08-08-2020,70
09-08-2020,72
10-08-2020,75
11-08-2020,80
12-08-2020,86
13-08-2020,89
14-08-2020,91
15-08-2020,93
16-08-2020,98
17-08-2020,104
18-08-2020,111
19-08-2020,116
20-08-2020,124
21-08-2020,126
22-08-2020,135
23-08-2020,140
24-08-2020,144
25-08-2020,148
26-08-2020,157
27-08-2020,165
28-08-2020,171
29-08-2020,175
30-08-2020,178
31-08-2020,183
01-09-2020,192
02-09-2020,194
03-09-2020,204
04-09-2020,212
05-09-2020,220
06-09-2020,229
07-09-2020,236
08-09-2020,245
09-09-2020,256
10-09-2020,262
11-09-2020,268
12-09-2020,276
13-09-2020,286
14-09-2020,290
15-09-2020,304
16-09-2020,315
17-09-2020,319
18-09-2020,327
19-09-2020,335
20-09-2020,342
21-09-2020,351
22-09-2020,360
23-09-2020,368
24-09-2020,376
25-09-2020,383
26-09-2020,386
27-09-2020,391
28-09-2020,401
29-09-2020,407
30-09-2020,419
01-10-2020,428
02-10-2020,440
03-10-2020,442
04-10-2020,450
05-10-2020,456
06-10-2020,460
07-10-2020,468
08-10-2020,477
09-10-2020,484
10-10-2020,491
11-10-2020,499
12-10-2020,507
13-10-2020,511
14-10-2020,514
15-10-2020,519
16-10-2020,525
17-10-2020,531
18-10-2020,538
19-10-2020,544
20-10-2020,549
21-10-2020,555
22-10-2020,557
23-10-2020,564
