S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2482,18-01-2021,Bihar,257610,3822,252331,1457
2483,19-01-2021,Bihar,257775,3308,253007,1460
2484,20-01-2021,Bihar,257991,3241,253289,1461
2485,21-01-2021,Bihar,258176,3143,253569,1464
2486,22-01-2021,Bihar,258414,2923,254023,1468
2487,23-01-2021,Bihar,258513,2682,254359,1472
2488,24-01-2021,Bihar,258638,2599,254563,1476
2489,25-01-2021,Bihar,258787,2317,254991,1479
2490,27-01-2021,Bihar,258996,2336,255174,1486
2491,28-01-2021,Bihar,259149,1645,256014,1490
2492,29-01-2021,Bihar,259214,1043,256679,1492
2493,30-01-2021,Bihar,259373,1021,256857,1495
2494,31-01-2021,Bihar,259496,976,257021,1499
2495,01-02-2021,Bihar,259563,893,257169,1501
2496,02-02-2021,Bihar,259660,851,257306,1503
2497,03-02-2021,Bihar,259781,802,257474,1505
2498,04-02-2021,Bihar,259858,732,257618,1508
2499,05-02-2021,Bihar,259936,724,257702,1510
2500,06-02-2021,Bihar,260034,608,257914,1512
2501,07-02-2021,Bihar,260095,609,257971,1515
2502,08-02-2021,Bihar,260270,533,258221,1516
2503,09-02-2021,Bihar,260670,382,258771,1517
2504,10-02-2021,Bihar,261092,500,259074,1518
2505,11-02-2021,Bihar,261511,757,259234,1520
2506,12-02-2021,Bihar,261568,700,259347,1521
2507,13-02-2021,Bihar,261646,691,259433,1522
2508,14-02-2021,Bihar,261690,653,259513,1524
2509,15-02-2021,Bihar,261741,625,259591,1525
2510,16-02-2021,Bihar,261785,588,259670,1527
2511,17-02-2021,Bihar,261841,565,259748,1528
2512,18-02-2021,Bihar,261879,520,259830,1529
2513,19-02-2021,Bihar,261942,513,259898,1531
2514,20-02-2021,Bihar,262009,504,259973,1532
2515,21-02-2021,Bihar,262066,502,260030,1534
2516,22-02-2021,Bihar,262160,537,260088,1535
2517,23-02-2021,Bihar,262244,561,260147,1536
2518,24-02-2021,Bihar,262303,548,260218,1537
2519,25-02-2021,Bihar,262357,509,260310,1538
2520,26-02-2021,Bihar,262418,478,260401,1539
2521,27-02-2021,Bihar,262464,431,260493,1540
2522,01-03-2021,Bihar,262534,399,260594,1541
2523,02-03-2021,Bihar,262556,370,260645,1541
2524,03-03-2021,Bihar,262597,369,260687,1541
2525,04-03-2021,Bihar,262628,349,260737,1542
2526,06-03-2021,Bihar,262706,341,260821,1544
2527,07-03-2021,Bihar,262728,334,260849,1545
2528,08-03-2021,Bihar,262758,313,260899,1546
2529,09-03-2021,Bihar,262779,290,260942,1547
2530,10-03-2021,Bihar,262820,298,260975,1547
2531,11-03-2021,Bihar,262864,303,261013,1548
2532,13-03-2021,Bihar,262937,324,261064,1549
2533,14-03-2021,Bihar,262974,332,261092,1550
2534,15-03-2021,Bihar,263025,338,261136,1551
2535,16-03-2021,Bihar,263051,328,261171,1552
2536,17-03-2021,Bihar,263100,347,261200,1553
2537,18-03-2021,Bihar,263158,364,261240,1554
2538,19-03-2021,Bihar,263265,406,261304,1555
2539,20-03-2021,Bihar,263355,437,261362,1556
2540,21-03-2021,Bihar,263443,473,261413,1557
2541,22-03-2021,Bihar,263569,523,261487,1559
2542,23-03-2021,Bihar,263659,561,261537,1561
2543,24-03-2021,Bihar,263770,624,261583,1563
2544,25-03-2021,Bihar,263940,727,261648,1565
2545,27-03-2021,Bihar,264409,1001,261839,1569
2546,28-03-2021,Bihar,264604,1116,261917,1571
2547,29-03-2021,Bihar,264955,1347,262036,1572
2548,30-03-2021,Bihar,265194,1488,262133,1573
2549,31-03-2021,Bihar,265268,1456,262238,1574
2550,01-04-2021,Bihar,265527,1580,262371,1576
2551,02-04-2021,Bihar,266015,1908,262529,1578
2552,03-04-2021,Bihar,266677,2364,262733,1580
2553,04-04-2021,Bihar,267513,2943,262988,1582
2554,05-04-2021,Bihar,268377,3561,263233,1583
2555,06-04-2021,Bihar,269312,4144,263582,1586
2556,07-04-2021,Bihar,270392,4955,263849,1588
2557,08-04-2021,Bihar,271919,5926,264402,1591
2558,09-04-2021,Bihar,273830,7505,264730,1595
2559,10-04-2021,Bihar,276004,9358,265048,1598
2560,11-04-2021,Bihar,279473,11999,265870,1604
2561,12-04-2021,Bihar,283229,14696,266923,1610
2562,13-04-2021,Bihar,286228,17053,267559,1616
2563,14-04-2021,Bihar,290385,20149,268606,1630
2564,15-04-2021,Bihar,295171,23725,269795,1651
2565,16-04-2021,Bihar,301304,29079,270550,1675
2566,17-04-2021,Bihar,307557,33466,272403,1688
2567,18-04-2021,Bihar,315427,39498,274207,1722
2568,19-04-2021,Bihar,324117,44701,277667,1749
2569,20-04-2021,Bihar,331604,49528,280286,1790
2570,21-04-2021,Bihar,342059,56355,283863,1841
2571,22-04-2021,Bihar,354281,63747,288637,1897
2572,23-04-2021,Bihar,365770,69869,293945,1956
2573,24-04-2021,Bihar,378442,76420,300012,2010
2574,25-04-2021,Bihar,390801,81961,306753,2087
2575,26-04-2021,Bihar,403596,87155,314286,2155
2576,27-04-2021,Bihar,415397,89661,323514,2222
2577,28-04-2021,Bihar,428001,94276,331418,2307
2578,29-04-2021,Bihar,441375,98748,340236,2391
2579,30-04-2021,Bihar,454464,100822,351162,2480
2580,01-05-2021,Bihar,470317,105401,362356,2560
2581,02-05-2021,Bihar,484106,108203,373261,2642
2582,03-05-2021,Bihar,497640,109946,384955,2739
2583,04-05-2021,Bihar,509047,107668,398558,2821
2584,05-05-2021,Bihar,523841,110431,410484,2926
2585,06-05-2021,Bihar,538677,113480,422210,2987
2586,07-05-2021,Bihar,553803,115152,435574,3077
2587,08-05-2021,Bihar,567269,115067,449063,3139
2588,09-05-2021,Bihar,580217,112977,464025,3215
2589,10-05-2021,Bihar,591476,110805,477389,3282
2590,11-05-2021,Bihar,601650,105104,493189,3357
2591,12-05-2021,Bihar,612570,102100,507041,3429
2592,13-05-2021,Bihar,622433,99624,519306,3503
2593,14-05-2021,Bihar,622433,99624,519306,3503
2594,15-05-2021,Bihar,630185,96278,530314,3593
2595,16-05-2021,Bihar,645015,82487,558785,3743
2596,17-05-2021,Bihar,651909,75090,572987,3832
2597,18-05-2021,Bihar,657829,69698,584203,3928
2598,19-05-2021,Bihar,664115,64699,595377,4039
2599,20-05-2021,Bihar,670174,58611,607420,4143
2600,21-05-2021,Bihar,676045,54407,617397,4241
2601,22-05-2021,Bihar,681199,49312,627548,4339
2602,23-05-2021,Bihar,685574,44908,636224,4442
2603,24-05-2021,Bihar,689576,40692,644335,4549
2604,25-05-2021,Bihar,692420,37943,649835,4642
2605,26-05-2021,Bihar,695726,35130,655850,4746
2606,27-05-2021,Bihar,698329,30993,662491,4845
2607,28-05-2021,Bihar,700897,28448,667506,4943
2608,30-05-2021,Bihar,704173,21085,678036,5052
2609,31-05-2021,Bihar,705648,18378,682166,5104
2610,01-06-2021,Bihar,706761,16236,685362,5163
2611,02-06-2021,Bihar,707935,14251,688462,5222
2612,03-06-2021,Bihar,709093,12591,691234,5268
2613,04-06-2021,Bihar,710199,11431,693472,5296
2614,05-06-2021,Bihar,711190,10309,695562,5319
2615,06-06-2021,Bihar,712197,9628,697229,5340
2616,07-06-2021,Bihar,713117,8708,699028,5381
2617,08-06-2021,Bihar,713879,8231,700224,5424
2618,09-06-2021,Bihar,714590,7898,701234,5458
2619,10-06-2021,Bihar,715179,4516,701234,9429
2620,11-06-2021,Bihar,715730,5044,701234,9452
2621,19-03-2020,Chandigarh,1,1,0,0
2622,20-03-2020,Chandigarh,1,1,0,0
2623,21-03-2020,Chandigarh,1,1,0,0
2624,22-03-2020,Chandigarh,5,5,0,0
2625,23-03-2020,Chandigarh,6,6,0,0
2626,24-03-2020,Chandigarh,6,6,0,0
2627,25-03-2020,Chandigarh,7,7,0,0
2628,26-03-2020,Chandigarh,7,7,0,0
2629,27-03-2020,Chandigarh,7,7,0,0
2630,28-03-2020,Chandigarh,8,8,0,0
2631,29-03-2020,Chandigarh,8,8,0,0
2632,30-03-2020,Chandigarh,8,8,0,0
2633,31-03-2020,Chandigarh,13,13,0,0
2634,01-04-2020,Chandigarh,13,13,0,0
2635,02-04-2020,Chandigarh,16,16,0,0
2636,03-04-2020,Chandigarh,18,18,0,0
2637,04-04-2020,Chandigarh,18,18,0,0
2638,05-04-2020,Chandigarh,18,18,0,0
2639,06-04-2020,Chandigarh,18,18,0,0
2640,07-04-2020,Chandigarh,18,18,0,0
2641,08-04-2020,Chandigarh,18,11,7,0
2642,09-04-2020,Chandigarh,18,11,7,0
2643,10-04-2020,Chandigarh,18,11,7,0
2644,11-04-2020,Chandigarh,18,11,7,0
2645,12-04-2020,Chandigarh,19,12,7,0
2646,13-04-2020,Chandigarh,21,14,7,0
2647,14-04-2020,Chandigarh,21,14,7,0
2648,15-04-2020,Chandigarh,21,14,7,0
2649,16-04-2020,Chandigarh,21,14,7,0
2650,17-04-2020,Chandigarh,21,12,9,0
2651,18-04-2020,Chandigarh,21,12,9,0
2652,19-04-2020,Chandigarh,23,13,10,0
2653,20-04-2020,Chandigarh,26,13,13,0
2654,21-04-2020,Chandigarh,26,13,13,0
2655,22-04-2020,Chandigarh,27,13,14,0
2656,23-04-2020,Chandigarh,27,13,14,0
2657,24-04-2020,Chandigarh,27,13,14,0
2658,25-04-2020,Chandigarh,27,13,14,0
2659,26-04-2020,Chandigarh,28,13,15,0
2660,27-04-2020,Chandigarh,30,13,17,0
2661,28-04-2020,Chandigarh,40,23,17,0
2662,29-04-2020,Chandigarh,56,39,17,0
2663,30-04-2020,Chandigarh,56,39,17,0
2664,01-05-2020,Chandigarh,56,39,17,0
2665,02-05-2020,Chandigarh,88,71,17,0
2666,03-05-2020,Chandigarh,88,71,17,0
2667,04-05-2020,Chandigarh,94,75,19,0
2668,05-05-2020,Chandigarh,102,80,21,1
2669,06-05-2020,Chandigarh,111,89,21,1
2670,07-05-2020,Chandigarh,120,98,21,1
2671,08-05-2020,Chandigarh,135,113,21,1
2672,09-05-2020,Chandigarh,150,128,21,1
2673,10-05-2020,Chandigarh,169,143,24,2
2674,11-05-2020,Chandigarh,169,143,24,2
2675,12-05-2020,Chandigarh,174,148,24,2
2676,13-05-2020,Chandigarh,187,156,28,3
2677,14-05-2020,Chandigarh,187,156,28,3
2678,15-05-2020,Chandigarh,191,151,37,3
2679,16-05-2020,Chandigarh,191,151,37,3
2680,17-05-2020,Chandigarh,191,137,51,3
2681,18-05-2020,Chandigarh,191,137,51,3
2682,19-05-2020,Chandigarh,196,139,54,3
2683,20-05-2020,Chandigarh,200,140,57,3
2684,21-05-2020,Chandigarh,202,142,57,3
2685,22-05-2020,Chandigarh,217,75,139,3
2686,23-05-2020,Chandigarh,218,37,178,3
2687,24-05-2020,Chandigarh,225,43,179,3
2688,25-05-2020,Chandigarh,238,49,186,3
2689,26-05-2020,Chandigarh,238,49,186,3
2690,27-05-2020,Chandigarh,266,75,187,4
2691,28-05-2020,Chandigarh,279,88,187,4
2692,29-05-2020,Chandigarh,288,95,189,4
2693,30-05-2020,Chandigarh,289,96,189,4
2694,31-05-2020,Chandigarh,289,96,189,4
2695,01-06-2020,Chandigarh,293,90,199,4
2696,02-06-2020,Chandigarh,294,91,199,4
2697,03-06-2020,Chandigarh,301,82,214,5
2698,04-06-2020,Chandigarh,301,82,214,5
2699,05-06-2020,Chandigarh,301,82,214,5
2700,06-06-2020,Chandigarh,304,77,222,5
2701,07-06-2020,Chandigarh,309,31,273,5
2702,08-06-2020,Chandigarh,314,36,273,5
2703,09-06-2020,Chandigarh,317,39,273,5
2704,10-06-2020,Chandigarh,323,32,286,5
2705,11-06-2020,Chandigarh,327,36,286,5
2706,12-06-2020,Chandigarh,332,41,286,5
2707,13-06-2020,Chandigarh,334,43,286,5
2708,14-06-2020,Chandigarh,345,54,286,5
2709,15-06-2020,Chandigarh,352,54,293,5
2710,16-06-2020,Chandigarh,354,52,296,6
2711,17-06-2020,Chandigarh,358,50,302,6
2712,18-06-2020,Chandigarh,368,59,303,6
2713,19-06-2020,Chandigarh,374,62,306,6
2714,20-06-2020,Chandigarh,381,60,315,6
2715,21-06-2020,Chandigarh,404,82,316,6
2716,22-06-2020,Chandigarh,406,84,316,6
2717,23-06-2020,Chandigarh,411,83,322,6
2718,24-06-2020,Chandigarh,418,90,322,6
2719,25-06-2020,Chandigarh,420,91,323,6
2720,26-06-2020,Chandigarh,423,88,329,6
2721,27-06-2020,Chandigarh,425,84,335,6
2722,28-06-2020,Chandigarh,428,87,335,6
2723,29-06-2020,Chandigarh,429,87,336,6
2724,30-06-2020,Chandigarh,435,80,349,6
2725,01-07-2020,Chandigarh,440,70,364,6
2726,02-07-2020,Chandigarh,446,73,367,6
2727,03-07-2020,Chandigarh,450,55,389,6
2728,04-07-2020,Chandigarh,457,58,393,6
2729,05-07-2020,Chandigarh,460,59,395,6
2730,06-07-2020,Chandigarh,466,65,395,6
2731,07-07-2020,Chandigarh,489,82,401,6
2732,08-07-2020,Chandigarh,494,86,401,7
2733,09-07-2020,Chandigarh,513,104,402,7
2734,10-07-2020,Chandigarh,523,113,403,7
2735,11-07-2020,Chandigarh,539,124,408,7
2736,12-07-2020,Chandigarh,555,135,413,7
2737,13-07-2020,Chandigarh,559,134,417,8
2738,14-07-2020,Chandigarh,588,157,423,8
2739,15-07-2020,Chandigarh,600,144,446,10
2740,16-07-2020,Chandigarh,625,155,459,11
2741,17-07-2020,Chandigarh,651,164,476,11
2742,18-07-2020,Chandigarh,660,169,480,11
2743,19-07-2020,Chandigarh,700,203,485,12
2744,20-07-2020,Chandigarh,717,217,488,12
2745,21-07-2020,Chandigarh,737,207,518,12
2746,22-07-2020,Chandigarh,751,221,518,12
2747,23-07-2020,Chandigarh,793,254,526,13
2748,24-07-2020,Chandigarh,800,256,531,13
2749,25-07-2020,Chandigarh,823,275,535,13
2750,26-07-2020,Chandigarh,852,284,555,13
2751,27-07-2020,Chandigarh,887,302,572,13
2752,28-07-2020,Chandigarh,910,321,575,14
2753,29-07-2020,Chandigarh,934,321,599,14
2754,30-07-2020,Chandigarh,978,353,611,14
2755,31-07-2020,Chandigarh,1016,355,647,14
2756,01-08-2020,Chandigarh,1051,369,667,15
2757,02-08-2020,Chandigarh,1079,378,683,18
2758,03-08-2020,Chandigarh,1117,400,698,19
2759,04-08-2020,Chandigarh,1159,434,706,19
2760,05-08-2020,Chandigarh,1206,471,715,20
2761,06-08-2020,Chandigarh,1270,535,715,20
2762,07-08-2020,Chandigarh,1327,530,777,20
2763,08-08-2020,Chandigarh,1374,531,820,23
2764,09-08-2020,Chandigarh,1426,530,872,24
2765,10-08-2020,Chandigarh,1515,586,904,25
2766,11-08-2020,Chandigarh,1595,566,1004,25
2767,12-08-2020,Chandigarh,1670,629,1015,26
2768,13-08-2020,Chandigarh,1751,702,1023,26
2769,14-08-2020,Chandigarh,1842,739,1076,27
2770,15-08-2020,Chandigarh,1928,809,1091,28
2771,16-08-2020,Chandigarh,2009,863,1118,28
2772,17-08-2020,Chandigarh,2102,936,1137,29
2773,18-08-2020,Chandigarh,2216,1003,1183,30
2774,19-08-2020,Chandigarh,2305,1032,1243,30
2775,20-08-2020,Chandigarh,2396,1014,1351,31
2776,21-08-2020,Chandigarh,2515,1094,1390,31
2777,22-08-2020,Chandigarh,2631,1172,1426,33
2778,23-08-2020,Chandigarh,2776,1272,1471,33
2779,24-08-2020,Chandigarh,2918,1389,1492,37
2780,25-08-2020,Chandigarh,3035,1352,1646,37
2781,26-08-2020,Chandigarh,3209,1456,1713,40
2782,27-08-2020,Chandigarh,3376,1539,1796,41
2783,28-08-2020,Chandigarh,3564,1544,1977,43
2784,29-08-2020,Chandigarh,3724,1572,2107,45
2785,30-08-2020,Chandigarh,3985,1692,2248,45
2786,31-08-2020,Chandigarh,4155,1807,2296,52
2787,01-09-2020,Chandigarh,4346,1859,2431,56
2788,02-09-2020,Chandigarh,4550,1942,2551,57
2789,03-09-2020,Chandigarh,4789,2060,2670,59
2790,04-09-2020,Chandigarh,5065,2119,2883,63
2791,05-09-2020,Chandigarh,5268,2095,3105,68
2792,06-09-2020,Chandigarh,5502,2143,3290,69
2793,07-09-2020,Chandigarh,5763,2253,3439,71
2794,08-09-2020,Chandigarh,5995,2187,3734,74
2795,09-09-2020,Chandigarh,6372,2334,3960,78
2796,10-09-2020,Chandigarh,6704,2484,4140,80
2797,11-09-2020,Chandigarh,6987,2573,4331,83
2798,12-09-2020,Chandigarh,7292,2606,4600,86
2799,13-09-2020,Chandigarh,7542,2586,4864,92
2800,14-09-2020,Chandigarh,7991,2728,5170,93
2801,15-09-2020,Chandigarh,8245,2847,5300,98
2802,16-09-2020,Chandigarh,8592,2991,5502,99
2803,17-09-2020,Chandigarh,8958,3171,5683,104
2804,18-09-2020,Chandigarh,9256,3085,6062,109
2805,19-09-2020,Chandigarh,9506,2978,6415,113
2806,20-09-2020,Chandigarh,9796,2911,6766,119
2807,21-09-2020,Chandigarh,10082,2821,7138,123
2808,22-09-2020,Chandigarh,10298,2761,7411,126
2809,23-09-2020,Chandigarh,10546,2622,7794,130
2810,24-09-2020,Chandigarh,10726,2537,8049,140
2811,25-09-2020,Chandigarh,10968,2482,8342,144
2812,26-09-2020,Chandigarh,11212,2390,8677,145
2813,27-09-2020,Chandigarh,11380,2298,8937,145
2814,28-09-2020,Chandigarh,11553,2303,9103,147
2815,29-09-2020,Chandigarh,11678,2200,9325,153
2816,30-09-2020,Chandigarh,11816,2060,9598,158
2817,01-10-2020,Chandigarh,11938,1963,9813,162
2818,02-10-2020,Chandigarh,12057,1884,10009,164
2819,03-10-2020,Chandigarh,12212,1881,10162,169
2820,04-10-2020,Chandigarh,12360,1792,10396,172
2821,05-10-2020,Chandigarh,12445,1673,10598,174
2822,06-10-2020,Chandigarh,12578,1604,10797,177
2823,07-10-2020,Chandigarh,12707,1492,11035,180
2824,08-10-2020,Chandigarh,12820,1448,11190,182
2825,09-10-2020,Chandigarh,12922,1392,11344,186
2826,10-10-2020,Chandigarh,12985,1292,11505,188
2827,11-10-2020,Chandigarh,13081,1229,11662,190
2828,12-10-2020,Chandigarh,13162,1184,11787,191
2829,13-10-2020,Chandigarh,13260,1170,11898,192
2830,14-10-2020,Chandigarh,13331,1127,12007,197
2831,15-10-2020,Chandigarh,13403,1085,12119,199
2832,16-10-2020,Chandigarh,13477,1044,12232,201
2833,17-10-2020,Chandigarh,13532,974,12352,206
2834,18-10-2020,Chandigarh,13582,915,12460,207
2835,19-10-2020,Chandigarh,13646,884,12554,208
2836,20-10-2020,Chandigarh,13686,861,12617,208
2837,21-10-2020,Chandigarh,13743,810,12724,209
2838,22-10-2020,Chandigarh,13795,744,12842,209
2839,23-10-2020,Chandigarh,13848,712,12924,212
2840,24-10-2020,Chandigarh,13920,697,13009,214
2841,25-10-2020,Chandigarh,13977,674,13087,216
2842,26-10-2020,Chandigarh,14038,653,13167,218
2843,27-10-2020,Chandigarh,14085,633,13230,222
2844,28-10-2020,Chandigarh,14152,650,13279,223
2845,29-10-2020,Chandigarh,14212,629,13359,224
2846,30-10-2020,Chandigarh,14292,665,13402,225
2847,31-10-2020,Chandigarh,14351,657,13469,225
2848,01-11-2020,Chandigarh,14418,641,13551,226
2849,02-11-2020,Chandigarh,14476,618,13632,226
2850,03-11-2020,Chandigarh,14528,593,13708,227
2851,04-11-2020,Chandigarh,14608,629,13751,228
2852,05-11-2020,Chandigarh,14702,671,13802,229
2853,06-11-2020,Chandigarh,14794,703,13862,229
2854,07-11-2020,Chandigarh,14927,772,13925,230
2855,08-11-2020,Chandigarh,15025,815,13978,232
2856,09-11-2020,Chandigarh,15134,876,14024,234
2857,10-11-2020,Chandigarh,15249,902,14110,237
2858,11-11-2020,Chandigarh,15339,922,14176,241
2859,12-11-2020,Chandigarh,15434,958,14233,243
2860,13-11-2020,Chandigarh,15543,1002,14297,244
2861,14-11-2020,Chandigarh,15636,1009,14381,246
2862,15-11-2020,Chandigarh,15636,1009,14381,246
2863,16-11-2020,Chandigarh,15804,1088,14468,248
2864,17-11-2020,Chandigarh,15886,1052,14584,250
2865,18-11-2020,Chandigarh,16022,1026,14744,252
2866,19-11-2020,Chandigarh,16167,1081,14833,253
2867,20-11-2020,Chandigarh,16322,1105,14963,254
2868,21-11-2020,Chandigarh,16472,1121,15096,255
2869,22-11-2020,Chandigarh,16591,1135,15198,258
2870,23-11-2020,Chandigarh,16671,1094,15317,260
2871,24-11-2020,Chandigarh,16769,1117,15389,263
2872,25-11-2020,Chandigarh,16848,1128,15455,265
2873,26-11-2020,Chandigarh,16925,1127,15532,266
2874,27-11-2020,Chandigarh,17051,1169,15612,270
2875,28-11-2020,Chandigarh,17157,1190,15697,270
2876,29-11-2020,Chandigarh,17246,1115,15857,274
2877,30-11-2020,Chandigarh,17342,1140,15926,276
2878,01-12-2020,Chandigarh,17409,1062,16070,277
2879,02-12-2020,Chandigarh,17537,1086,16173,278
2880,03-12-2020,Chandigarh,17642,1082,16279,281
2881,04-12-2020,Chandigarh,17717,981,16452,284
2882,05-12-2020,Chandigarh,17828,928,16613,287
2883,06-12-2020,Chandigarh,17926,883,16754,289
2884,07-12-2020,Chandigarh,18027,922,16814,291
2885,08-12-2020,Chandigarh,18113,921,16899,293
2886,09-12-2020,Chandigarh,18239,962,16981,296
2887,10-12-2020,Chandigarh,18322,897,17128,297
2888,11-12-2020,Chandigarh,18410,881,17231,298
2889,12-12-2020,Chandigarh,18502,838,17365,299
2890,13-12-2020,Chandigarh,18572,815,17457,300
2891,14-12-2020,Chandigarh,18638,766,17571,301
2892,15-12-2020,Chandigarh,18714,714,17698,302
2893,17-12-2020,Chandigarh,18843,627,17912,304
2894,18-12-2020,Chandigarh,18905,584,18017,304
2895,19-12-2020,Chandigarh,18979,535,18139,305
2896,20-12-2020,Chandigarh,19044,494,18244,306
2897,21-12-2020,Chandigarh,19073,437,18328,308
2898,22-12-2020,Chandigarh,19128,389,18429,310
2899,23-12-2020,Chandigarh,19184,364,18508,312
2900,24-12-2020,Chandigarh,19266,369,18584,313
2901,25-12-2020,Chandigarh,19309,361,18634,314
2902,26-12-2020,Chandigarh,19345,345,18686,314
2903,27-12-2020,Chandigarh,19423,354,18754,315
2904,28-12-2020,Chandigarh,19486,361,18810,315
2905,29-12-2020,Chandigarh,19551,379,18856,316
2906,30-12-2020,Chandigarh,19615,362,18937,316
2907,31-12-2020,Chandigarh,19682,399,18967,316
2908,03-01-2021,Chandigarh,19865,320,19226,319
2909,04-01-2021,Chandigarh,19881,281,19280,320
2910,05-01-2021,Chandigarh,19936,267,19348,321
2911,06-01-2021,Chandigarh,20026,240,19464,322
2912,07-01-2021,Chandigarh,20104,256,19525,323
2913,08-01-2021,Chandigarh,20147,240,19582,325
2914,09-01-2021,Chandigarh,20201,238,19637,326
2915,10-01-2021,Chandigarh,20251,228,19696,327
2916,11-01-2021,Chandigarh,20295,241,19727,327
2917,12-01-2021,Chandigarh,20342,259,19756,327
2918,13-01-2021,Chandigarh,20378,270,19780,328
2919,14-01-2021,Chandigarh,20415,292,19794,329
2920,15-01-2021,Chandigarh,20438,273,19835,330
2921,16-01-2021,Chandigarh,20464,266,19868,330
2922,17-01-2021,Chandigarh,20503,238,19935,330
2923,18-01-2021,Chandigarh,20537,229,19978,330
2924,19-01-2021,Chandigarh,20564,203,20031,330
2925,20-01-2021,Chandigarh,20595,185,20080,330
2926,21-01-2021,Chandigarh,20623,171,20122,330
2927,22-01-2021,Chandigarh,20639,146,20162,331
2928,23-01-2021,Chandigarh,20664,137,20195,332
2929,24-01-2021,Chandigarh,20686,127,20226,333
2930,25-01-2021,Chandigarh,20718,136,20248,334
2931,27-01-2021,Chandigarh,20775,139,20302,334
2932,28-01-2021,Chandigarh,20819,146,20339,334
2933,29-01-2021,Chandigarh,20855,158,20363,334
2934,30-01-2021,Chandigarh,20882,159,20389,334
2935,31-01-2021,Chandigarh,20899,151,20414,334
2936,01-02-2021,Chandigarh,20925,165,20426,334
2937,02-02-2021,Chandigarh,20957,176,20447,334
2938,03-02-2021,Chandigarh,20979,182,20462,335
2939,04-02-2021,Chandigarh,21015,186,20493,336
2940,05-02-2021,Chandigarh,21036,187,20512,337
2941,06-02-2021,Chandigarh,21060,187,20535,338
2942,07-02-2021,Chandigarh,21088,184,20565,339
2943,08-02-2021,Chandigarh,21107,169,20598,340
2944,09-02-2021,Chandigarh,21133,169,20623,341
2945,10-02-2021,Chandigarh,21154,168,20644,342
2946,11-02-2021,Chandigarh,21171,158,20670,343
2947,12-02-2021,Chandigarh,21184,140,20700,344
2948,13-02-2021,Chandigarh,21203,142,20717,344
2949,14-02-2021,Chandigarh,21220,123,20752,345
2950,15-02-2021,Chandigarh,21238,127,20765,346
2951,16-02-2021,Chandigarh,21264,129,20789,346
2952,17-02-2021,Chandigarh,21293,133,20813,347
2953,18-02-2021,Chandigarh,21322,142,20832,348
2954,19-02-2021,Chandigarh,21352,150,20854,348
2955,20-02-2021,Chandigarh,21371,156,20867,348
2956,21-02-2021,Chandigarh,21397,169,20879,349
2957,22-02-2021,Chandigarh,21425,186,20890,349
2958,23-02-2021,Chandigarh,21463,205,20908,350
