Date,Cured/Discharged
29-08-2020,151473
30-08-2020,152922
31-08-2020,154171
01-09-2020,155678
02-09-2020,156728
03-09-2020,158586
04-09-2020,160114
05-09-2020,161865
06-09-2020,163785
07-09-2020,165973
08-09-2020,168384
09-09-2020,170140
10-09-2020,172763
11-09-2020,175400
12-09-2020,178154
13-09-2020,181295
14-09-2020,184748
15-09-2020,188122
16-09-2020,191203
17-09-2020,194516
18-09-2020,198103
19-09-2020,201671
20-09-2020,205890
21-09-2020,209632
22-09-2020,213304
23-09-2020,216401
24-09-2020,220866
25-09-2020,224375
26-09-2020,228436
27-09-2020,232912
28-09-2020,236651
29-09-2020,240703
30-09-2020,243481
01-10-2020,247446
02-10-2020,250613
03-10-2020,253784
04-10-2020,257224
05-10-2020,260350
06-10-2020,263938
07-10-2020,266935
08-10-2020,270305
09-10-2020,272948
10-10-2020,276046
11-10-2020,278812
12-10-2020,281869
13-10-2020,284844
14-10-2020,286880
15-10-2020,289747
16-10-2020,292502
17-10-2020,295699
18-10-2020,298853
19-10-2020,301716
20-10-2020,304561
21-10-2020,306747
22-10-2020,310191
23-10-2020,312918
24-10-2020,316214
25-10-2020,319828
26-10-2020,323654
27-10-2020,327390
28-10-2020,330112
29-10-2020,334240
30-10-2020,338378
31-10-2020,342811
01-11-2020,347476
02-11-2020,351635
03-11-2020,356459
04-11-2020,360069
05-11-2020,365866
06-11-2020,371155
07-11-2020,377276
08-11-2020,383614
09-11-2020,389683
10-11-2020,396697
11-11-2020,402854
12-11-2020,410118
13-11-2020,416580
14-11-2020,423078
15-11-2020,430195
16-11-2020,437801
17-11-2020,441361
18-11-2020,445782
19-11-2020,452683
20-11-2020,459368
21-11-2020,468143
22-11-2020,475106
23-11-2020,481260
24-11-2020,488476
25-11-2020,493419
26-11-2020,498780
27-11-2020,503717
28-11-2020,509654
29-11-2020,516166
30-11-2020,522491
01-12-2020,528315
02-12-2020,533351
03-12-2020,538680
04-12-2020,543514
05-12-2020,548376
06-12-2020,553292
07-12-2020,557914
08-12-2020,561732
09-12-2020,565039
10-12-2020,569216
11-12-2020,572523
12-12-2020,574925
13-12-2020,578116
14-12-2020,580655
15-12-2020,583509
17-12-2020,588586
18-12-2020,590977
19-12-2020,593137
20-12-2020,595305
21-12-2020,596580
22-12-2020,598249
23-12-2020,599683
24-12-2020,601268
25-12-2020,602388
26-12-2020,603758
27-12-2020,604746
28-12-2020,605685
29-12-2020,606644
30-12-2020,607494
31-12-2020,608434
03-01-2021,610535
04-01-2021,611243
05-01-2021,611970
06-01-2021,612527
07-01-2021,613246
08-01-2021,614026
09-01-2021,614849
10-01-2021,615452
11-01-2021,616054
12-01-2021,616461
13-01-2021,617006
14-01-2021,617540
15-01-2021,617930
16-01-2021,618357
17-01-2021,618754
18-01-2021,619139
19-01-2021,619501
20-01-2021,619723
21-01-2021,620128
22-01-2021,620374
23-01-2021,620693
24-01-2021,621060
25-01-2021,621375
27-01-2021,621783
28-01-2021,621995
29-01-2021,622114
30-01-2021,622381
31-01-2021,622671
01-02-2021,622882
02-02-2021,623096
03-02-2021,623256
04-02-2021,623409
05-02-2021,623574
06-02-2021,623714
07-02-2021,623865
08-02-2021,624044
09-02-2021,624182
10-02-2021,624326
11-02-2021,624326
12-02-2021,624592
13-02-2021,624728
14-02-2021,624866
15-02-2021,625024
16-02-2021,625158
17-02-2021,625268
18-02-2021,625343
19-02-2021,625496
20-02-2021,625653
21-02-2021,625832
22-02-2021,625929
23-02-2021,626086
24-02-2021,626261
25-02-2021,626331
26-02-2021,626519
27-02-2021,626712
01-03-2021,627044
02-03-2021,627149
03-03-2021,627227
04-03-2021,627423
06-03-2021,627797
07-03-2021,628117
08-03-2021,628377
09-03-2021,628686
10-03-2021,628920
11-03-2021,629199
13-03-2021,629841
14-03-2021,630143
15-03-2021,630493
16-03-2021,630799
17-03-2021,631056
18-03-2021,631375
19-03-2021,631756
20-03-2021,632230
21-03-2021,632797
22-03-2021,633410
23-03-2021,633975
24-03-2021,634595
25-03-2021,635364
27-03-2021,637238
28-03-2021,638212
29-03-2021,639164
30-03-2021,640575
31-03-2021,642166
01-04-2021,642565
02-04-2021,643686
03-04-2021,645770
04-04-2021,648674
05-04-2021,651351
06-04-2021,654277
07-04-2021,656617
08-04-2021,659980
09-04-2021,663667
10-04-2021,668699
11-04-2021,674415
12-04-2021,679573
13-04-2021,687238
14-04-2021,695210
15-04-2021,705162
16-04-2021,718176
17-04-2021,730825
18-04-2021,746239
19-04-2021,766398
20-04-2021,787898
21-04-2021,807328
22-04-2021,831928
23-04-2021,851537
24-04-2021,875109
25-04-2021,897804
26-04-2021,918875
27-04-2021,940930
28-04-2021,958792
29-04-2021,979250
30-04-2021,1008537
01-05-2021,1033825
02-05-2021,1061246
03-05-2021,1085690
04-05-2021,1105983
05-05-2021,1124771
06-05-2021,1143980
07-05-2021,1164008
08-05-2021,1183093
09-05-2021,1203253
10-05-2021,1217991
11-05-2021,1231297
12-05-2021,1244880
13-05-2021,1258951
14-05-2021,1258951
15-05-2021,1274140
16-05-2021,1299872
17-05-2021,1309578
18-05-2021,1320496
19-05-2021,1329899
20-05-2021,1339326
21-05-2021,1347157
22-05-2021,1354445
23-05-2021,1360898
24-05-2021,1366056
25-05-2021,1370431
26-05-2021,1374682
27-05-2021,1378634
28-05-2021,1382359
30-05-2021,1387538
31-05-2021,1389341
01-06-2021,1390963
02-06-2021,1392386
03-06-2021,1393673
04-06-2021,1394731
05-06-2021,1395892
06-06-2021,1397575
07-06-2021,1398764
08-06-2021,1399640
09-06-2021,1400161
10-06-2021,1400913
11-06-2021,1401473
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,0
05-04-2020,0
06-04-2020,0
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,1
12-04-2020,5
13-04-2020,5
14-04-2020,5
15-04-2020,5
16-04-2020,5
17-04-2020,6
18-04-2020,6
19-04-2020,6
20-04-2020,7
21-04-2020,7
22-04-2020,7
23-04-2020,7
24-04-2020,7
25-04-2020,7
26-04-2020,7
27-04-2020,7
28-04-2020,7
29-04-2020,7
30-04-2020,7
01-05-2020,7
02-05-2020,7
03-05-2020,7
04-05-2020,7
05-05-2020,7
06-05-2020,7
07-05-2020,7
08-05-2020,7
09-05-2020,7
10-05-2020,7
11-05-2020,7
12-05-2020,7
13-05-2020,7
14-05-2020,7
15-05-2020,7
16-05-2020,7
17-05-2020,7
18-05-2020,7
19-05-2020,7
20-05-2020,7
21-05-2020,7
22-05-2020,7
23-05-2020,16
24-05-2020,16
25-05-2020,19
26-05-2020,19
27-05-2020,28
28-05-2020,37
29-05-2020,38
30-05-2020,41
31-05-2020,41
01-06-2020,42
02-06-2020,42
03-06-2020,57
04-06-2020,57
05-06-2020,57
06-06-2020,65
07-06-2020,65
08-06-2020,65
09-06-2020,67
10-06-2020,67
11-06-2020,67
12-06-2020,67
13-06-2020,69
14-06-2020,70
15-06-2020,74
16-06-2020,85
17-06-2020,85
18-06-2020,96
19-06-2020,109
20-06-2020,118
21-06-2020,129
22-06-2020,129
23-06-2020,152
24-06-2020,205
25-06-2020,289
26-06-2020,335
27-06-2020,370
28-06-2020,420
29-06-2020,478
30-06-2020,478
01-07-2020,596
02-07-2020,670
03-07-2020,734
04-07-2020,734
05-07-2020,825
06-07-2020,936
07-07-2020,1061
08-07-2020,1156
09-07-2020,1207
10-07-2020,1273
11-07-2020,1347
12-07-2020,1428
13-07-2020,1487
14-07-2020,1540
15-07-2020,1607
16-07-2020,1674
17-07-2020,1817
18-07-2020,1946
19-07-2020,2038
20-07-2020,2218
21-07-2020,2361
22-07-2020,2449
23-07-2020,2541
24-07-2020,2655
25-07-2020,2865
26-07-2020,3047
27-07-2020,3277
28-07-2020,3410
29-07-2020,3595
30-07-2020,3784
31-07-2020,4005
01-08-2020,4211
02-08-2020,4438
03-08-2020,4668
04-08-2020,4876
05-08-2020,5114
06-08-2020,5287
07-08-2020,5453
08-08-2020,5595
09-08-2020,5802
10-08-2020,5995
11-08-2020,6208
12-08-2020,6480
13-08-2020,6641
14-08-2020,6912
15-08-2020,7157
16-08-2020,7488
17-08-2020,7775
18-08-2020,8058
19-08-2020,8356
20-08-2020,8713
21-08-2020,9063
22-08-2020,9540
23-08-2020,10019
24-08-2020,10472
25-08-2020,10909
26-08-2020,11224
27-08-2020,11511
28-08-2020,11867
29-08-2020,12296
30-08-2020,12729
31-08-2020,13186
01-09-2020,13577
02-09-2020,13850
03-09-2020,14059
04-09-2020,14361
05-09-2020,14747
06-09-2020,15281
07-09-2020,15839
08-09-2020,16427
09-09-2020,16875
10-09-2020,17156
11-09-2020,17592
12-09-2020,18065
13-09-2020,18576
14-09-2020,19129
15-09-2020,19648
16-09-2020,20094
17-09-2020,20445
18-09-2020,20844
19-09-2020,21314
20-09-2020,21760
21-09-2020,22297
22-09-2020,22726
23-09-2020,23462
24-09-2020,23857
25-09-2020,24347
26-09-2020,25071
27-09-2020,25759
28-09-2020,26460
29-09-2020,27072
30-09-2020,27781
01-10-2020,28125
02-10-2020,28525
03-10-2020,29004
04-10-2020,29527
05-10-2020,30033
06-10-2020,30456
07-10-2020,31050
08-10-2020,31444
09-10-2020,31902
10-10-2020,32317
11-10-2020,32777
12-10-2020,33203
13-10-2020,33698
14-10-2020,34252
15-10-2020,34731
16-10-2020,35161
17-10-2020,35610
18-10-2020,36035
19-10-2020,36395
20-10-2020,36914
21-10-2020,37275
22-10-2020,37683
23-10-2020,38031
24-10-2020,38421
25-10-2020,38769
26-10-2020,39090
27-10-2020,39433
28-10-2020,39778
29-10-2020,39974
30-10-2020,40168
31-10-2020,40409
01-11-2020,40678
02-11-2020,40915
03-11-2020,41123
04-11-2020,41362
05-11-2020,41611
06-11-2020,41849
07-11-2020,42056
08-11-2020,42239
09-11-2020,42446
10-11-2020,42678
11-11-2020,42877
12-11-2020,43029
13-11-2020,43221
14-11-2020,43388
15-11-2020,43533
16-11-2020,43656
17-11-2020,43941
18-11-2020,44132
19-11-2020,44310
20-11-2020,44467
21-11-2020,44665
22-11-2020,44812
23-11-2020,44979
24-11-2020,45083
25-11-2020,45168
26-11-2020,45229
27-11-2020,45340
28-11-2020,45492
29-11-2020,45655
30-11-2020,45790
01-12-2020,45940
02-12-2020,46068
03-12-2020,46132
04-12-2020,46251
05-12-2020,46375
06-12-2020,46493
07-12-2020,46624
08-12-2020,46778
09-12-2020,46924
10-12-2020,47056
11-12-2020,47215
12-12-2020,47345
13-12-2020,47489
14-12-2020,47590
15-12-2020,47737
17-12-2020,47965
18-12-2020,48054
19-12-2020,48170
20-12-2020,48280
21-12-2020,48371
22-12-2020,48479
23-12-2020,48567
24-12-2020,48637
25-12-2020,48725
26-12-2020,48826
27-12-2020,48913
28-12-2020,48992
29-12-2020,49083
30-12-2020,49199
31-12-2020,49313
03-01-2021,49570
04-01-2021,49653
05-01-2021,49741
06-01-2021,49811
07-01-2021,49893
08-01-2021,49983
09-01-2021,50088
10-01-2021,50177
11-01-2021,50277
12-01-2021,50343
13-01-2021,50437
14-01-2021,50515
15-01-2021,50582
16-01-2021,50643
17-01-2021,50712
18-01-2021,50771
19-01-2021,50837
20-01-2021,50952
21-01-2021,51036
22-01-2021,51090
23-01-2021,51170
24-01-2021,51233
25-01-2021,51335
27-01-2021,51510
28-01-2021,51600
29-01-2021,51652
30-01-2021,51755
31-01-2021,51831
01-02-2021,51891
02-02-2021,51977
03-02-2021,52039
04-02-2021,52109
05-02-2021,52165
06-02-2021,52243
07-02-2021,52299
08-02-2021,52347
09-02-2021,52432
10-02-2021,52530
11-02-2021,52594
12-02-2021,52653
13-02-2021,52780
14-02-2021,52831
15-02-2021,52910
16-02-2021,52969
17-02-2021,53035
18-02-2021,53074
19-02-2021,53125
20-02-2021,53181
21-02-2021,53243
22-02-2021,53287
23-02-2021,53340
24-02-2021,53381
25-02-2021,53416
26-02-2021,53449
27-02-2021,53490
01-03-2021,53585
02-03-2021,53647
03-03-2021,53695
04-03-2021,53737
06-03-2021,53817
07-03-2021,53862
08-03-2021,53922
09-03-2021,54032
10-03-2021,54073
11-03-2021,54130
13-03-2021,54209
14-03-2021,54279
15-03-2021,54362
16-03-2021,54424
17-03-2021,54497
18-03-2021,54556
19-03-2021,54597
20-03-2021,54657
21-03-2021,54713
22-03-2021,54792
23-03-2021,54873
24-03-2021,54931
25-03-2021,55004
27-03-2021,55181
28-03-2021,55250
29-03-2021,55354
30-03-2021,55455
31-03-2021,55591
01-04-2021,55653
02-04-2021,55757
03-04-2021,55838
04-04-2021,55989
05-04-2021,56156
06-04-2021,56298
07-04-2021,56393
08-04-2021,56531
09-04-2021,56638
10-04-2021,56797
11-04-2021,56964
12-04-2021,57134
13-04-2021,57365
14-04-2021,57601
15-04-2021,57846
16-04-2021,58028
17-04-2021,58310
18-04-2021,58746
19-04-2021,59277
20-04-2021,59705
21-04-2021,60145
22-04-2021,60571
23-04-2021,61032
24-04-2021,61628
25-04-2021,62113
26-04-2021,62771
27-04-2021,63483
28-04-2021,64231
29-04-2021,65070
30-04-2021,65984
01-05-2021,66939
02-05-2021,68249
03-05-2021,69504
04-05-2021,70929
05-05-2021,72799
06-05-2021,74991
07-05-2021,77014
08-05-2021,79189
09-05-2021,82214
10-05-2021,85292
11-05-2021,87659
12-05-2021,90134
13-05-2021,92974
14-05-2021,92974
15-05-2021,95240
16-05-2021,101712
17-05-2021,105505
18-05-2021,109513
19-05-2021,112633
20-05-2021,114793
21-05-2021,118487
22-05-2021,121562
23-05-2021,124255
24-05-2021,126800
25-05-2021,129162
26-05-2021,131244
27-05-2021,132607
28-05-2021,134164
30-05-2021,136766
31-05-2021,138429
01-06-2021,140254
02-06-2021,142031
03-06-2021,143742
04-06-2021,145437
05-06-2021,146597
06-06-2021,148030
07-06-2021,149479
08-06-2021,150574
09-06-2021,151526
10-06-2021,152073
11-06-2021,152657
20-03-2020,0
21-03-2020,0
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,1
31-03-2020,3
01-04-2020,5
02-04-2020,5
03-04-2020,8
04-04-2020,10
05-04-2020,14
06-04-2020,18
07-04-2020,22
08-04-2020,25
09-04-2020,25
10-04-2020,26
11-04-2020,31
12-04-2020,44
13-04-2020,44
14-04-2020,54
15-04-2020,59
16-04-2020,64
17-04-2020,73
18-04-2020,86
19-04-2020,93
20-04-2020,105
21-04-2020,131
22-04-2020,139
23-04-2020,179
24-04-2020,258
25-04-2020,265
26-04-2020,282
27-04-2020,313
28-04-2020,394
29-04-2020,434
30-04-2020,527
01-05-2020,613
02-05-2020,735
03-05-2020,896
04-05-2020,1042
05-05-2020,1195
06-05-2020,1381
07-05-2020,1500
08-05-2020,1709
09-05-2020,1872
10-05-2020,2091
11-05-2020,2545
12-05-2020,2780
13-05-2020,3246
14-05-2020,3562
15-05-2020,3753
16-05-2020,4035
17-05-2020,4308
18-05-2020,4499
19-05-2020,4804
20-05-2020,5043
21-05-2020,5219
22-05-2020,5488
23-05-2020,5880
24-05-2020,6169
25-05-2020,6412
26-05-2020,6636
27-05-2020,7139
28-05-2020,7549
29-05-2020,8003
30-05-2020,8611
31-05-2020,9230
01-06-2020,9919
02-06-2020,10780
03-06-2020,11894
04-06-2020,12212
05-06-2020,12667
06-06-2020,13003
07-06-2020,13316
08-06-2020,13635
09-06-2020,13956
10-06-2020,14365
11-06-2020,14735
12-06-2020,15101
13-06-2020,15493
14-06-2020,15883
15-06-2020,16325
16-06-2020,16664
17-06-2020,17082
18-06-2020,17430
19-06-2020,17819
20-06-2020,18159
21-06-2020,18694
22-06-2020,19349
23-06-2020,19909
24-06-2020,20513
25-06-2020,21088
26-06-2020,21498
27-06-2020,22030
28-06-2020,22409
29-06-2020,22800
30-06-2020,23240
01-07-2020,23662
02-07-2020,24030
03-07-2020,24593
04-07-2020,24933
05-07-2020,25406
06-07-2020,25892
07-07-2020,26315
08-07-2020,26720
09-07-2020,27289
10-07-2020,27718
11-07-2020,28147
12-07-2020,28649
13-07-2020,29162
14-07-2020,29770
15-07-2020,30503
16-07-2020,31286
17-07-2020,32103
18-07-2020,32973
19-07-2020,34035
20-07-2020,34901
21-07-2020,35678
22-07-2020,36423
23-07-2020,37260
24-07-2020,37978
25-07-2020,38849
26-07-2020,39631
27-07-2020,40365
28-07-2020,41380
29-07-2020,42412
30-07-2020,43195
31-07-2020,44074
01-08-2020,44907
02-08-2020,45699
03-08-2020,46504
04-08-2020,47478
05-08-2020,48376
06-08-2020,49433
07-08-2020,50350
08-08-2020,51720
09-08-2020,52855
10-08-2020,54166
11-08-2020,55304
12-08-2020,56444
13-08-2020,57421
14-08-2020,58467
15-08-2020,59538
16-08-2020,60553
17-08-2020,61512
18-08-2020,62595
19-08-2020,63703
20-08-2020,64823
21-08-2020,65946
22-08-2020,67267
23-08-2020,68243
24-08-2020,69212
25-08-2020,70231
26-08-2020,71236
27-08-2020,72282
28-08-2020,73475
29-08-2020,74525
30-08-2020,75636
31-08-2020,76731
01-09-2020,77756
02-09-2020,78887
03-09-2020,79929
04-09-2020,81055
05-09-2020,82273
06-09-2020,83419
07-09-2020,84631
08-09-2020,85907
09-09-2020,87352
10-09-2020,88688
11-09-2020,90103
12-09-2020,91343
13-09-2020,92678
14-09-2020,93883
15-09-2020,95138
16-09-2020,96582
17-09-2020,98029
18-09-2020,99681
19-09-2020,100974
20-09-2020,102444
21-09-2020,103648
22-09-2020,104964
23-09-2020,106285
24-09-2020,107574
25-09-2020,109079
26-09-2020,110358
27-09-2020,111777
28-09-2020,113008
29-09-2020,114344
30-09-2020,115727
01-10-2020,117099
02-10-2020,118433
03-10-2020,119683
04-10-2020,120987
05-10-2020,122233
06-10-2020,123638
07-10-2020,125111
08-10-2020,126657
09-10-2020,127786
10-10-2020,129304
11-10-2020,130760
12-10-2020,132173
13-10-2020,133615
14-10-2020,134990
15-10-2020,136404
16-10-2020,137733
17-10-2020,139012
18-10-2020,140282
19-10-2020,141515
20-10-2020,142662
21-10-2020,143790
22-10-2020,144970
23-10-2020,146171
24-10-2020,147435
25-10-2020,148448
26-10-2020,149411
27-10-2020,150513
28-10-2020,151751
29-10-2020,152858
30-10-2020,153941
31-10-2020,154968
01-11-2020,155982
02-11-2020,157110
03-11-2020,158114
04-11-2020,159311
05-11-2020,160333
06-11-2020,161388
07-11-2020,162709
08-11-2020,163640
09-11-2020,164459
10-11-2020,165452
11-11-2020,166331
12-11-2020,167683
13-11-2020,168858
14-11-2020,169936
15-11-2020,170931
16-11-2020,171932
17-11-2020,172972
18-11-2020,174088
19-11-2020,175362
20-11-2020,176475
21-11-2020,177515
22-11-2020,178786
23-11-2020,179953
24-11-2020,181187
25-11-2020,182473
26-11-2020,183756
27-11-2020,185058
28-11-2020,186446
29-11-2020,187969
30-11-2020,189420
01-12-2020,190821
02-12-2020,192368
03-12-2020,193938
04-12-2020,195365
05-12-2020,196992
06-12-2020,198527
07-12-2020,200012
08-12-2020,201580
09-12-2020,203111
10-12-2020,204661
11-12-2020,206126
12-12-2020,207529
13-12-2020,208867
14-12-2020,210214
15-12-2020,211603
17-12-2020,214223
18-12-2020,215528
19-12-2020,216683
20-12-2020,217935
21-12-2020,219125
22-12-2020,220393
23-12-2020,221602
24-12-2020,222911
25-12-2020,224092
26-12-2020,225206
27-12-2020,226208
28-12-2020,227128
29-12-2020,228144
30-12-2020,229143
31-12-2020,229977
03-01-2021,232722
04-01-2021,233660
05-01-2021,234558
06-01-2021,235426
07-01-2021,236323
08-01-2021,237222
09-01-2021,238114
10-01-2021,238965
11-01-2021,239771
12-01-2021,240517
13-01-2021,241372
14-01-2021,242164
15-01-2021,242901
16-01-2021,243639
17-01-2021,244403
18-01-2021,245107
19-01-2021,245807
20-01-2021,246516
21-01-2021,247223
22-01-2021,247950
23-01-2021,248650
24-01-2021,249352
25-01-2021,250056
27-01-2021,251400
28-01-2021,251862
29-01-2021,252464
30-01-2021,252927
31-01-2021,253368
01-02-2021,253703
02-02-2021,254109
03-02-2021,254531
04-02-2021,255059
05-02-2021,255489
06-02-2021,255914
07-02-2021,256315
08-02-2021,256670
09-02-2021,257120
10-02-2021,257473
11-02-2021,257968
12-02-2021,258270
13-02-2021,258551
14-02-2021,258834
15-02-2021,259104
16-02-2021,259384
17-02-2021,259655
18-02-2021,259928
19-02-2021,260198
20-02-2021,260475
21-02-2021,260745
22-02-2021,261009
23-02-2021,261281
24-02-2021,261575
25-02-2021,261871
26-02-2021,262172
27-02-2021,262487
01-03-2021,263116
02-03-2021,263475
03-03-2021,263837
04-03-2021,264195
06-03-2021,264969
07-03-2021,265372
08-03-2021,265831
09-03-2021,266313
10-03-2021,266766
11-03-2021,267250
13-03-2021,268196
14-03-2021,268775
15-03-2021,269361
16-03-2021,269955
17-03-2021,270658
18-03-2021,271433
19-03-2021,272332
20-03-2021,273280
21-03-2021,274249
22-03-2021,275238
23-03-2021,276348
24-03-2021,277603
25-03-2021,278880
27-03-2021,281707
28-03-2021,283241
29-03-2021,284846
30-03-2021,286577
31-03-2021,288565
01-04-2021,290569
02-04-2021,292584
03-04-2021,294650
04-04-2021,296713
05-04-2021,298737
06-04-2021,300765
07-04-2021,302932
08-04-2021,305149
09-04-2021,307346
10-04-2021,309626
11-04-2021,312151
12-04-2021,315127
13-04-2021,317981
14-04-2021,320729
15-04-2021,323371
16-04-2021,326394
17-04-2021,329781
18-04-2021,333564
19-04-2021,337545
20-04-2021,341724
21-04-2021,346063
22-04-2021,350865
23-04-2021,355875
24-04-2021,361493
25-04-2021,367972
26-04-2021,374699
27-04-2021,382426
28-04-2021,390229
29-04-2021,398824
30-04-2021,408368
01-05-2021,418548
02-05-2021,429130
03-05-2021,440276
04-05-2021,452275
05-05-2021,464396
06-05-2021,477391
07-05-2021,490412
08-05-2021,503497
09-05-2021,518234
10-05-2021,533004
11-05-2021,547935
12-05-2021,563133
13-05-2021,578397
14-05-2021,578397
15-05-2021,593666
16-05-2021,624107
17-05-2021,638590
18-05-2021,650932
19-05-2021,660489
20-05-2021,669490
21-05-2021,677798
22-05-2021,686581
23-05-2021,695026
24-05-2021,703760
25-05-2021,713065
26-05-2021,722741
27-05-2021,732748
28-05-2021,742050
30-05-2021,757124
31-05-2021,762270
01-06-2021,766991
02-06-2021,771860
03-06-2021,775958
04-06-2021,778976
05-06-2021,782374
06-06-2021,785378
07-06-2021,788293
08-06-2021,790906
09-06-2021,793028
10-06-2021,794703
11-06-2021,796208
12-03-2020,0
13-03-2020,0
14-03-2020,0
15-03-2020,0
16-03-2020,0
17-03-2020,0
18-03-2020,0
19-03-2020,0
20-03-2020,0
21-03-2020,0
22-03-2020,0
23-03-2020,0
24-03-2020,11
25-03-2020,11
26-03-2020,11
27-03-2020,11
28-03-2020,12
29-03-2020,12
30-03-2020,17
31-03-2020,21
01-04-2020,21
02-04-2020,21
03-04-2020,21
04-04-2020,24
05-04-2020,24
06-04-2020,25
07-04-2020,25
08-04-2020,28
09-04-2020,28
10-04-2020,29
11-04-2020,29
12-04-2020,29
13-04-2020,29
14-04-2020,29
15-04-2020,34
16-04-2020,43
17-04-2020,43
18-04-2020,43
19-04-2020,43
20-04-2020,87
21-04-2020,127
22-04-2020,127
23-04-2020,140
24-04-2020,156
25-04-2020,156
26-04-2020,176
27-04-2020,176
28-04-2020,183
29-04-2020,209
30-04-2020,209
01-05-2020,209
02-05-2020,227
03-05-2020,227
04-05-2020,245
05-05-2020,254
06-05-2020,256
07-05-2020,260
08-05-2020,260
09-05-2020,279
10-05-2020,290
11-05-2020,300
12-05-2020,337
13-05-2020,342
14-05-2020,418
15-05-2020,439
16-05-2020,439
17-05-2020,514
18-05-2020,562
19-05-2020,598
20-05-2020,627
21-05-2020,648
22-05-2020,681
23-05-2020,706
24-05-2020,750
25-05-2020,765
26-05-2020,765
27-05-2020,824
28-05-2020,838
29-05-2020,881
30-05-2020,940
31-05-2020,971
01-06-2020,1048
02-06-2020,1055
03-06-2020,1069
04-06-2020,1089
05-06-2020,2134
06-06-2020,2134
07-06-2020,2134
08-06-2020,2134
09-06-2020,2134
10-06-2020,2134
11-06-2020,2188
12-06-2020,2260
13-06-2020,2475
14-06-2020,2803
15-06-2020,3003
16-06-2020,3565
17-06-2020,3748
18-06-2020,3952
19-06-2020,4556
20-06-2020,4889
21-06-2020,5128
22-06-2020,5557
23-06-2020,5916
24-06-2020,6498
25-06-2020,6925
26-06-2020,7380
27-06-2020,8016
28-06-2020,8472
29-06-2020,8917
30-06-2020,9502
01-07-2020,9972
02-07-2020,10499
03-07-2020,11019
04-07-2020,11691
05-07-2020,12257
06-07-2020,12944
07-07-2020,13335
08-07-2020,13645
09-07-2020,14106
10-07-2020,14510
11-07-2020,14904
12-07-2020,15394
13-07-2020,15983
14-07-2020,16602
15-07-2020,17090
16-07-2020,17667
17-07-2020,18185
18-07-2020,18718
19-07-2020,19318
20-07-2020,19793
21-07-2020,20226
22-07-2020,20952
23-07-2020,21697
24-07-2020,22249
25-07-2020,22953
26-07-2020,23654
27-07-2020,24384
28-07-2020,25046
29-07-2020,25758
30-07-2020,26420
31-07-2020,27340
01-08-2020,28227
02-08-2020,29080
03-08-2020,29690
04-08-2020,30470
05-08-2020,31226
06-08-2020,31960
07-08-2020,32640
08-08-2020,33444
09-08-2020,34031
10-08-2020,34781
11-08-2020,35492
12-08-2020,36082
13-08-2020,36694
14-08-2020,37486
15-08-2020,38348
16-08-2020,38939
17-08-2020,39601
18-08-2020,40610
19-08-2020,41298
20-08-2020,42056
21-08-2020,42793
22-08-2020,43413
23-08-2020,44013
24-08-2020,44822
25-08-2020,45405
26-08-2020,46496
27-08-2020,47613
28-08-2020,48690
29-08-2020,49710
30-08-2020,50711
31-08-2020,51620
01-09-2020,52672
02-09-2020,53835
03-09-2020,54875
04-09-2020,55889
05-09-2020,57171
06-09-2020,58580
07-09-2020,60051
08-09-2020,61611
09-09-2020,63315
10-09-2020,65143
11-09-2020,66705
12-09-2020,68525
13-09-2020,70713
14-09-2020,72587
15-09-2020,74712
16-09-2020,77166
17-09-2020,78937
18-09-2020,81690
19-09-2020,83878
20-09-2020,86150
21-09-2020,88697
22-09-2020,90884
23-09-2020,93776
24-09-2020,96347
25-09-2020,98410
26-09-2020,101273
27-09-2020,103827
28-09-2020,105990
29-09-2020,108411
30-09-2020,110814
01-10-2020,112877
02-10-2020,115038
03-10-2020,116716
04-10-2020,118258
05-10-2020,120341
06-10-2020,121596
07-10-2020,123286
08-10-2020,124841
09-10-2020,126267
10-10-2020,127540
11-10-2020,128841
12-10-2020,130003
13-10-2020,131228
14-10-2020,132382
15-10-2020,133706
16-10-2020,134719
17-10-2020,135858
18-10-2020,137176
19-10-2020,138351
20-10-2020,139511
21-10-2020,140436
22-10-2020,141506
23-10-2020,142798
24-10-2020,143978
25-10-2020,145196
26-10-2020,146282
27-10-2020,147566
28-10-2020,148503
29-10-2020,149451
30-10-2020,150660
31-10-2020,151839
01-11-2020,153230
02-11-2020,154451
03-11-2020,155717
04-11-2020,156975
05-11-2020,158136
06-11-2020,159643
07-11-2020,161176
08-11-2020,162814
09-11-2020,164444
10-11-2020,166595
11-11-2020,168421
12-11-2020,170250
13-11-2020,172265
14-11-2020,174380
15-11-2020,176368
16-11-2020,178298
17-11-2020,180647
18-11-2020,183261
19-11-2020,185403
20-11-2020,187559
21-11-2020,190067
22-11-2020,192533
23-11-2020,194768
24-11-2020,197335
25-11-2020,199278
26-11-2020,201250
27-11-2020,203517
28-11-2020,206001
29-11-2020,208422
30-11-2020,211216
01-12-2020,213336
