Date,Cured/Discharged
10-03-2021,1039281
11-03-2021,1043473
13-03-2021,1050603
14-03-2021,1053859
15-03-2021,1057097
16-03-2021,1060560
17-03-2021,1063444
18-03-2021,1066259
19-03-2021,1068378
20-03-2021,1070343
21-03-2021,1072554
22-03-2021,1074805
23-03-2021,1076571
24-03-2021,1078743
25-03-2021,1080803
27-03-2021,1084585
28-03-2021,1086669
29-03-2021,1088522
30-03-2021,1090419
31-03-2021,1092365
01-04-2021,1094404
02-04-2021,1096239
03-04-2021,1098526
04-04-2021,1100186
05-04-2021,1102359
06-04-2021,1104225
07-04-2021,1106123
08-04-2021,1108078
09-04-2021,1110283
10-04-2021,1112758
11-04-2021,1115342
12-04-2021,1117700
13-04-2021,1120174
14-04-2021,1123133
15-04-2021,1125775
16-04-2021,1128475
17-04-2021,1132267
18-04-2021,1135921
19-04-2021,1140486
20-04-2021,1144791
21-04-2021,1148671
22-04-2021,1154102
23-04-2021,1160472
24-04-2021,1166135
25-04-2021,1173202
26-04-2021,1181324
27-04-2021,1189267
28-04-2021,1207680
29-04-2021,1223185
30-04-2021,1244301
01-05-2021,1261801
02-05-2021,1277294
03-05-2021,1293590
04-05-2021,1313109
05-05-2021,1339257
06-05-2021,1362363
07-05-2021,1389515
08-05-2021,1416177
09-05-2021,1443633
10-05-2021,1472951
11-05-2021,1504160
12-05-2021,1537138
13-05-2021,1571738
14-05-2021,1571738
15-05-2021,1605471
16-05-2021,1666232
17-05-2021,1700528
18-05-2021,1800179
19-05-2021,1846105
20-05-2021,1894518
21-05-2021,1938887
22-05-2021,1979919
23-05-2021,2025319
24-05-2021,2062635
25-05-2021,2098674
26-05-2021,2132071
27-05-2021,2167596
28-05-2021,2198135
30-05-2021,2252505
31-05-2021,2281518
01-06-2021,2310385
02-06-2021,2334502
03-06-2021,2364210
04-06-2021,2390779
05-06-2021,2416639
06-06-2021,2440642
07-06-2021,2462071
08-06-2021,2483992
09-06-2021,2504011
10-06-2021,2524248
11-06-2021,2542242
12-03-2020,0
13-03-2020,0
14-03-2020,0
15-03-2020,0
16-03-2020,0
17-03-2020,0
18-03-2020,0
19-03-2020,0
20-03-2020,0
21-03-2020,0
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,0
27-03-2020,3
28-03-2020,3
29-03-2020,3
30-03-2020,3
31-03-2020,3
01-04-2020,3
02-04-2020,3
03-04-2020,3
04-04-2020,3
05-04-2020,10
06-04-2020,10
07-04-2020,10
08-04-2020,10
09-04-2020,10
10-04-2020,10
11-04-2020,10
12-04-2020,10
13-04-2020,10
14-04-2020,10
15-04-2020,10
16-04-2020,10
17-04-2020,14
18-04-2020,14
19-04-2020,14
20-04-2020,14
21-04-2020,14
22-04-2020,14
23-04-2020,14
24-04-2020,14
25-04-2020,14
26-04-2020,14
27-04-2020,14
28-04-2020,14
29-04-2020,16
30-04-2020,16
01-05-2020,16
02-05-2020,17
03-05-2020,17
04-05-2020,17
05-05-2020,17
06-05-2020,17
07-05-2020,17
08-05-2020,17
09-05-2020,17
10-05-2020,17
11-05-2020,21
12-05-2020,21
13-05-2020,21
14-05-2020,22
15-05-2020,22
16-05-2020,22
17-05-2020,22
18-05-2020,24
19-05-2020,41
20-05-2020,43
21-05-2020,43
22-05-2020,43
23-05-2020,43
24-05-2020,43
25-05-2020,43
26-05-2020,43
27-05-2020,43
28-05-2020,43
29-05-2020,43
30-05-2020,43
31-05-2020,43
01-06-2020,43
02-06-2020,43
03-06-2020,47
04-06-2020,48
05-06-2020,48
06-06-2020,48
07-06-2020,48
08-06-2020,50
09-06-2020,52
10-06-2020,52
11-06-2020,52
12-06-2020,54
13-06-2020,62
14-06-2020,68
15-06-2020,80
16-06-2020,82
17-06-2020,85
18-06-2020,92
19-06-2020,95
20-06-2020,95
21-06-2020,117
22-06-2020,134
23-06-2020,136
24-06-2020,148
25-06-2020,274
26-06-2020,358
27-06-2020,358
28-06-2020,554
29-06-2020,586
30-06-2020,616
01-07-2020,648
02-07-2020,694
03-07-2020,730
04-07-2020,777
05-07-2020,826
06-07-2020,826
07-07-2020,836
08-07-2020,836
09-07-2020,836
10-07-2020,915
11-07-2020,917
12-07-2020,928
13-07-2020,928
14-07-2020,946
15-07-2020,946
16-07-2020,964
17-07-2020,970
18-07-2020,973
19-07-2020,985
20-07-2020,1003
21-07-2020,1007
22-07-2020,1010
23-07-2020,1018
24-07-2020,1025
25-07-2020,1035
26-07-2020,1057
27-07-2020,1063
28-07-2020,1066
29-07-2020,1067
30-07-2020,1080
31-07-2020,1094
01-08-2020,1095
02-08-2020,1108
03-08-2020,1108
04-08-2020,1109
05-08-2020,1127
06-08-2020,1164
07-08-2020,1177
08-08-2020,1194
09-08-2020,1214
10-08-2020,1222
11-08-2020,1237
12-08-2020,1255
13-08-2020,1274
14-08-2020,1282
15-08-2020,1303
16-08-2020,1307
17-08-2020,1356
18-08-2020,1368
19-08-2020,1395
20-08-2020,1397
21-08-2020,1436
22-08-2020,1449
23-08-2020,1469
24-08-2020,1491
25-08-2020,1517
26-08-2020,1549
27-08-2020,1580
28-08-2020,1640
29-08-2020,1714
30-08-2020,1745
31-08-2020,1757
01-09-2020,1874
02-09-2020,1978
03-09-2020,2007
04-09-2020,2039
05-09-2020,2085
06-09-2020,2127
07-09-2020,2151
08-09-2020,2211
09-09-2020,2211
10-09-2020,2329
11-09-2020,2366
12-09-2020,2387
13-09-2020,2414
14-09-2020,2436
15-09-2020,2475
16-09-2020,2517
17-09-2020,2536
18-09-2020,2558
19-09-2020,2600
20-09-2020,2666
21-09-2020,2691
22-09-2020,2735
23-09-2020,2809
24-09-2020,2844
25-09-2020,2893
26-09-2020,2971
27-09-2020,3018
28-09-2020,3032
29-09-2020,3064
30-09-2020,3107
01-10-2020,3147
02-10-2020,3232
03-10-2020,3274
04-10-2020,3315
05-10-2020,3354
06-10-2020,3414
07-10-2020,3464
08-10-2020,3511
09-10-2020,3540
10-10-2020,3886
11-10-2020,3973
12-10-2020,4037
13-10-2020,4126
14-10-2020,4205
15-10-2020,4261
16-10-2020,4310
17-10-2020,4461
18-10-2020,4535
19-10-2020,4615
20-10-2020,4701
21-10-2020,4787
22-10-2020,4865
23-10-2020,4902
24-10-2020,4984
25-10-2020,5052
26-10-2020,5126
27-10-2020,5216
28-10-2020,5262
29-10-2020,5369
30-10-2020,5438
31-10-2020,5493
01-11-2020,5539
02-11-2020,5629
03-11-2020,5671
04-11-2020,5701
05-11-2020,5772
06-11-2020,5802
07-11-2020,5854
08-11-2020,5894
09-11-2020,5960
10-11-2020,6003
11-11-2020,6058
12-11-2020,6118
13-11-2020,6151
14-11-2020,6213
15-11-2020,6289
16-11-2020,6385
17-11-2020,6456
18-11-2020,6539
19-11-2020,6605
20-11-2020,6619
21-11-2020,6743
22-11-2020,6856
23-11-2020,6911
24-11-2020,6985
25-11-2020,7069
26-11-2020,7125
27-11-2020,7154
28-11-2020,7254
29-11-2020,7327
30-11-2020,7409
01-12-2020,7489
02-12-2020,7565
03-12-2020,7642
04-12-2020,7713
05-12-2020,7752
06-12-2020,7836
07-12-2020,7917
08-12-2020,8014
09-12-2020,8056
10-12-2020,8104
11-12-2020,8175
12-12-2020,8192
13-12-2020,8252
14-12-2020,8383
15-12-2020,8429
17-12-2020,8579
18-12-2020,8623
19-12-2020,8655
20-12-2020,8723
21-12-2020,8801
22-12-2020,8852
23-12-2020,8901
24-12-2020,8947
25-12-2020,8969
26-12-2020,9020
27-12-2020,9051
28-12-2020,9072
29-12-2020,9088
30-12-2020,9100
31-12-2020,9132
03-01-2021,9163
04-01-2021,9173
05-01-2021,9194
06-01-2021,9215
07-01-2021,9243
08-01-2021,9258
09-01-2021,9271
10-01-2021,9278
11-01-2021,9294
12-01-2021,9311
13-01-2021,9326
14-01-2021,9375
15-01-2021,9404
16-01-2021,9416
17-01-2021,9428
18-01-2021,9437
19-01-2021,9448
20-01-2021,9454
21-01-2021,9463
22-01-2021,9471
23-01-2021,9476
24-01-2021,9484
25-01-2021,9493
27-01-2021,9508
28-01-2021,9511
29-01-2021,9513
30-01-2021,9517
31-01-2021,9519
01-02-2021,9523
02-02-2021,9526
03-02-2021,9530
04-02-2021,9535
05-02-2021,9538
06-02-2021,9541
07-02-2021,9542
08-02-2021,9545
09-02-2021,9552
10-02-2021,9569
11-02-2021,9572
12-02-2021,9580
13-02-2021,9583
14-02-2021,9586
15-02-2021,9592
16-02-2021,9595
17-02-2021,9601
18-02-2021,9604
19-02-2021,9605
20-02-2021,9614
21-02-2021,9616
22-02-2021,9617
23-02-2021,9620
24-02-2021,9621
25-02-2021,9624
26-02-2021,9628
27-02-2021,9632
01-03-2021,9635
02-03-2021,9643
03-03-2021,9645
04-03-2021,9649
06-03-2021,9654
07-03-2021,9656
08-03-2021,9657
09-03-2021,9659
10-03-2021,9662
11-03-2021,9669
13-03-2021,9686
14-03-2021,9686
15-03-2021,9686
16-03-2021,9688
17-03-2021,9690
18-03-2021,9691
19-03-2021,9695
20-03-2021,9698
21-03-2021,9703
22-03-2021,9704
23-03-2021,9707
24-03-2021,9709
25-03-2021,9711
27-03-2021,9724
28-03-2021,9727
29-03-2021,9736
30-03-2021,9742
31-03-2021,9767
01-04-2021,9771
02-04-2021,9778
03-04-2021,9781
04-04-2021,9790
05-04-2021,9802
06-04-2021,9810
07-04-2021,9824
08-04-2021,9836
09-04-2021,9868
10-04-2021,9932
11-04-2021,10023
12-04-2021,10037
13-04-2021,10053
14-04-2021,10088
15-04-2021,10095
16-04-2021,10167
17-04-2021,10214
18-04-2021,10267
19-04-2021,10351
20-04-2021,10474
21-04-2021,10610
22-04-2021,10630
23-04-2021,10761
24-04-2021,10920
25-04-2021,11129
26-04-2021,11192
27-04-2021,11507
28-04-2021,11800
29-04-2021,11937
30-04-2021,12129
01-05-2021,12376
02-05-2021,12542
03-05-2021,12735
04-05-2021,12884
05-05-2021,13035
06-05-2021,13166
07-05-2021,13326
08-05-2021,13471
09-05-2021,13614
10-05-2021,13719
11-05-2021,13825
12-05-2021,13955
13-05-2021,14102
14-05-2021,14102
15-05-2021,14208
16-05-2021,14619
17-05-2021,14741
18-05-2021,14875
19-05-2021,15031
20-05-2021,15158
21-05-2021,15264
22-05-2021,15374
23-05-2021,15585
24-05-2021,15707
25-05-2021,15891
26-05-2021,16070
27-05-2021,16200
28-05-2021,16345
30-05-2021,16658
31-05-2021,16754
01-06-2021,16859
02-06-2021,16979
03-06-2021,17119
04-06-2021,17256
05-06-2021,17528
06-06-2021,17782
07-06-2021,17913
08-06-2021,18052
09-06-2021,18194
10-06-2021,18265
11-06-2021,18425
30-07-2020,0
31-07-2020,0
01-08-2020,0
02-08-2020,0
03-08-2020,0
04-08-2020,0
05-08-2020,0
06-08-2020,0
07-08-2020,0
08-08-2020,0
09-08-2020,0
10-08-2020,0
11-08-2020,0
12-08-2020,0
13-08-2020,0
14-08-2020,0
15-08-2020,0
16-08-2020,0
17-08-2020,0
18-08-2020,0
19-08-2020,0
20-08-2020,0
21-08-2020,0
22-08-2020,0
23-08-2020,0
24-08-2020,0
25-08-2020,0
26-08-2020,0
27-08-2020,0
28-08-2020,0
29-08-2020,0
30-08-2020,0
31-08-2020,0
01-09-2020,0
02-09-2020,0
03-09-2020,0
04-09-2020,0
05-09-2020,0
06-09-2020,0
07-09-2020,0
08-09-2020,0
09-09-2020,0
10-09-2020,0
11-09-2020,0
12-09-2020,0
13-09-2020,0
14-09-2020,0
15-09-2020,0
16-09-2020,0
17-09-2020,0
18-09-2020,0
19-09-2020,0
20-09-2020,0
21-09-2020,0
22-09-2020,0
23-09-2020,0
24-09-2020,0
25-09-2020,0
26-09-2020,0
27-09-2020,0
28-09-2020,0
29-09-2020,0
30-09-2020,0
01-10-2020,0
02-10-2020,0
03-10-2020,0
04-10-2020,0
05-10-2020,0
06-10-2020,0
07-10-2020,0
08-10-2020,0
09-10-2020,0
10-10-2020,0
11-10-2020,0
12-10-2020,0
13-10-2020,0
14-10-2020,0
15-10-2020,0
16-10-2020,0
17-10-2020,0
18-10-2020,0
19-10-2020,0
20-10-2020,0
21-10-2020,0
22-10-2020,0
23-10-2020,0
24-10-2020,0
25-10-2020,0
26-10-2020,0
27-10-2020,0
28-10-2020,0
29-10-2020,0
30-10-2020,0
31-10-2020,0
01-11-2020,0
02-11-2020,0
03-11-2020,0
04-11-2020,0
05-11-2020,0
06-11-2020,0
07-11-2020,0
08-11-2020,0
09-11-2020,0
10-11-2020,0
11-11-2020,0
12-11-2020,0
13-11-2020,0
14-11-2020,0
15-11-2020,0
16-11-2020,0
17-11-2020,0
18-11-2020,0
19-11-2020,0
20-11-2020,0
21-11-2020,0
22-11-2020,0
23-11-2020,0
24-11-2020,0
25-11-2020,0
26-11-2020,0
27-11-2020,0
28-11-2020,0
29-11-2020,0
30-11-2020,0
01-12-2020,0
02-12-2020,0
03-12-2020,0
04-12-2020,0
05-12-2020,0
06-12-2020,0
07-12-2020,0
08-12-2020,0
09-12-2020,0
10-12-2020,0
11-12-2020,0
12-12-2020,0
13-12-2020,0
14-12-2020,0
15-12-2020,0
17-12-2020,0
18-12-2020,0
19-12-2020,0
20-12-2020,0
21-12-2020,0
22-12-2020,0
23-12-2020,0
24-12-2020,0
25-12-2020,0
26-12-2020,0
27-12-2020,0
28-12-2020,0
29-12-2020,0
30-12-2020,0
31-12-2020,0
03-01-2021,0
04-01-2021,0
05-01-2021,0
06-01-2021,0
07-01-2021,0
08-01-2021,0
09-01-2021,0
10-01-2021,0
11-01-2021,0
12-01-2021,0
13-01-2021,0
14-01-2021,0
15-01-2021,0
16-01-2021,0
17-01-2021,0
18-01-2021,0
19-01-2021,0
20-01-2021,0
21-01-2021,0
22-01-2021,0
23-01-2021,0
24-01-2021,0
25-01-2021,0
27-01-2021,0
28-01-2021,0
29-01-2021,0
30-01-2021,14
31-01-2021,30
01-02-2021,49
02-02-2021,56
03-02-2021,56
04-02-2021,61
05-02-2021,61
06-02-2021,65
07-02-2021,65
08-02-2021,65
09-02-2021,76
10-02-2021,93
11-02-2021,118
12-02-2021,119
13-02-2021,119
14-02-2021,134
15-02-2021,136
16-02-2021,143
17-02-2021,158
18-02-2021,164
19-02-2021,167
20-02-2021,181
21-02-2021,192
22-02-2021,204
23-02-2021,215
24-02-2021,236
25-02-2021,236
26-02-2021,244
27-02-2021,252
01-03-2021,261
02-03-2021,268
03-03-2021,269
04-03-2021,285
06-03-2021,311
07-03-2021,313
08-03-2021,327
09-03-2021,329
10-03-2021,341
11-03-2021,355
13-03-2021,380
14-03-2021,394
15-03-2021,400
16-03-2021,416
17-03-2021,457
18-03-2021,459
19-03-2021,470
20-03-2021,489
21-03-2021,511
22-03-2021,536
23-03-2021,581
24-03-2021,592
25-03-2021,592
27-03-2021,614
28-03-2021,625
29-03-2021,657
30-03-2021,669
31-03-2021,678
01-04-2021,680
02-04-2021,688
03-04-2021,690
04-04-2021,701
05-04-2021,704
06-04-2021,712
07-04-2021,712
08-04-2021,716
09-04-2021,719
10-04-2021,728
11-04-2021,733
12-04-2021,736
13-04-2021,737
14-04-2021,746
15-04-2021,746
16-04-2021,754
17-04-2021,765
18-04-2021,770
19-04-2021,774
20-04-2021,791
21-04-2021,817
22-04-2021,833
23-04-2021,867
24-04-2021,884
25-04-2021,917
26-04-2021,947
27-04-2021,1067
28-04-2021,1198
29-04-2021,1336
30-04-2021,1382
01-05-2021,1439
02-05-2021,1481
03-05-2021,1759
04-05-2021,1868
05-05-2021,2078
06-05-2021,2240
07-05-2021,2374
08-05-2021,2493
09-05-2021,2708
10-05-2021,2856
11-05-2021,2980
12-05-2021,2980
13-05-2021,3171
14-05-2021,3171
15-05-2021,3290
16-05-2021,3487
17-05-2021,3633
18-05-2021,3764
19-05-2021,3915
20-05-2021,3974
21-05-2021,4072
22-05-2021,4251
23-05-2021,4394
24-05-2021,4537
25-05-2021,4661
26-05-2021,4765
27-05-2021,4956
28-05-2021,5136
30-05-2021,5622
31-05-2021,5890
01-06-2021,6242
02-06-2021,6566
03-06-2021,6833
04-06-2021,7089
05-06-2021,7324
06-06-2021,7469
07-06-2021,7694
08-06-2021,7889
09-06-2021,7942
10-06-2021,8173
11-06-2021,8310
21-03-2020,0
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,0
05-04-2020,0
06-04-2020,0
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,0
12-04-2020,0
13-04-2020,0
14-04-2020,44
15-04-2020,51
16-04-2020,64
17-04-2020,64
18-04-2020,69
19-04-2020,127
20-04-2020,127
21-04-2020,127
22-04-2020,148
23-04-2020,148
24-04-2020,203
25-04-2020,210
26-04-2020,210
27-04-2020,302
28-04-2020,302
29-04-2020,377
30-04-2020,461
01-05-2020,482
02-05-2020,524
03-05-2020,624
04-05-2020,798
05-05-2020,798
06-05-2020,1000
07-05-2020,1099
08-05-2020,1231
09-05-2020,1349
10-05-2020,1676
11-05-2020,1676
12-05-2020,1747
13-05-2020,1860
14-05-2020,2004
15-05-2020,2171
16-05-2020,2283
17-05-2020,2315
18-05-2020,2403
19-05-2020,2435
20-05-2020,2630
21-05-2020,2733
22-05-2020,2843
23-05-2020,3089
24-05-2020,3267
25-05-2020,3408
26-05-2020,3571
27-05-2020,3689
28-05-2020,3927
29-05-2020,4050
30-05-2020,4269
31-05-2020,4444
01-06-2020,4842
02-06-2020,5003
03-06-2020,5221
04-06-2020,5445
05-06-2020,5637
06-06-2020,5878
07-06-2020,6108
08-06-2020,6331
09-06-2020,6536
10-06-2020,6729
11-06-2020,6892
12-06-2020,7042
13-06-2020,7201
14-06-2020,7377
15-06-2020,7677
16-06-2020,7903
17-06-2020,8152
18-06-2020,8388
19-06-2020,8632
20-06-2020,8748
21-06-2020,8880
22-06-2020,9015
23-06-2020,9215
24-06-2020,9335
25-06-2020,9473
26-06-2020,9619
27-06-2020,9804
28-06-2020,9971
29-06-2020,10084
30-06-2020,10199
01-07-2020,10395
02-07-2020,10655
03-07-2020,10815
04-07-2020,11049
05-07-2020,11234
06-07-2020,11411
07-07-2020,11579
08-07-2020,11768
09-07-2020,11987
10-07-2020,12232
11-07-2020,12481
12-07-2020,12679
13-07-2020,12876
14-07-2020,13208
15-07-2020,13575
16-07-2020,13908
17-07-2020,14127
18-07-2020,14514
19-07-2020,14864
20-07-2020,15311
21-07-2020,15684
22-07-2020,16257
23-07-2020,16836
24-07-2020,17359
25-07-2020,17866
26-07-2020,18488
27-07-2020,19132
28-07-2020,19791
29-07-2020,20343
30-07-2020,20934
31-07-2020,21657
01-08-2020,22271
02-08-2020,22969
03-08-2020,23550
04-08-2020,24099
05-08-2020,25414
06-08-2020,26064
07-08-2020,26902
08-08-2020,27621
09-08-2020,28353
10-08-2020,29020
11-08-2020,29674
12-08-2020,30596
13-08-2020,31239
14-08-2020,31835
15-08-2020,32405
16-08-2020,33353
17-08-2020,34038
18-08-2020,35025
19-08-2020,35713
20-08-2020,36475
21-08-2020,37540
22-08-2020,38527
23-08-2020,39399
24-08-2020,40390
25-08-2020,41231
26-08-2020,42310
27-08-2020,43246
28-08-2020,44453
29-08-2020,45396
30-08-2020,46413
31-08-2020,47467
01-09-2020,48657
02-09-2020,49992
03-09-2020,51124
04-09-2020,52215
05-09-2020,53257
06-09-2020,54649
07-09-2020,55887
08-09-2020,56909
09-09-2020,58509
10-09-2020,59850
11-09-2020,61285
12-09-2020,62936
13-09-2020,64398
14-09-2020,65998
15-09-2020,67711
16-09-2020,69613
17-09-2020,71535
18-09-2020,74398
19-09-2020,76952
20-09-2020,79158
21-09-2020,81374
22-09-2020,83618
23-09-2020,86030
24-09-2020,88168
25-09-2020,90495
26-09-2020,93238
27-09-2020,95490
28-09-2020,97571
29-09-2020,100012
30-09-2020,102445
01-10-2020,104734
02-10-2020,107279
03-10-2020,109611
04-10-2020,111712
05-10-2020,113832
06-10-2020,115878
07-10-2020,118039
08-10-2020,120267
09-10-2020,122687
10-10-2020,124887
11-10-2020,127034
12-10-2020,129019
13-10-2020,130721
14-10-2020,132429
15-10-2020,138158
16-10-2020,139717
17-10-2020,141273
18-10-2020,142707
19-10-2020,144134
20-10-2020,145421
21-10-2020,146860
22-10-2020,148082
23-10-2020,149353
24-10-2020,150678
25-10-2020,151946
26-10-2020,153127
27-10-2020,154222
28-10-2020,155232
29-10-2020,156264
30-10-2020,157381
31-10-2020,158455
01-11-2020,159479
02-11-2020,160586
03-11-2020,161454
04-11-2020,162366
05-11-2020,163250
06-11-2020,164067
07-11-2020,164923
08-11-2020,165715
09-11-2020,166403
10-11-2020,167084
11-11-2020,167877
12-11-2020,168568
13-11-2020,169260
14-11-2020,170093
15-11-2020,170969
16-11-2020,171691
17-11-2020,172436
18-11-2020,173284
19-11-2020,174202
20-11-2020,175089
21-11-2020,176006
22-11-2020,176905
23-11-2020,178117
24-11-2020,179237
25-11-2020,180349
26-11-2020,181345
27-11-2020,182544
28-11-2020,183696
29-11-2020,185013
30-11-2020,186521
01-12-2020,188097
02-12-2020,189780
03-12-2020,191618
04-12-2020,193187
05-12-2020,194743
06-12-2020,196192
07-12-2020,197777
08-12-2020,199167
09-12-2020,200664
10-12-2020,201987
11-12-2020,203294
12-12-2020,204641
13-12-2020,206059
14-12-2020,207337
15-12-2020,208421
17-12-2020,211025
18-12-2020,212351
19-12-2020,213801
20-12-2020,215211
21-12-2020,216485
22-12-2020,217775
23-12-2020,218828
24-12-2020,220051
25-12-2020,221169
26-12-2020,222403
27-12-2020,223532
28-12-2020,224692
29-12-2020,225782
30-12-2020,226904
31-12-2020,227965
03-01-2021,230586
04-01-2021,231533
05-01-2021,232390
06-01-2021,233229
07-01-2021,233862
08-01-2021,234612
09-01-2021,235421
10-01-2021,236247
11-01-2021,237063
12-01-2021,237713
13-01-2021,238328
14-01-2021,238983
15-01-2021,239581
16-01-2021,240155
17-01-2021,240948
18-01-2021,241426
19-01-2021,241966
20-01-2021,242691
21-01-2021,243688
22-01-2021,244392
23-01-2021,244855
24-01-2021,245309
25-01-2021,245697
27-01-2021,247073
28-01-2021,247418
29-01-2021,247739
30-01-2021,248036
31-01-2021,248319
01-02-2021,248637
02-02-2021,248897
03-02-2021,249193
04-02-2021,249443
05-02-2021,249706
06-02-2021,250005
07-02-2021,250320
08-02-2021,250537
09-02-2021,250727
10-02-2021,250946
11-02-2021,251121
12-02-2021,251320
13-02-2021,251538
14-02-2021,251765
15-02-2021,251970
16-02-2021,252164
17-02-2021,252385
18-02-2021,252628
19-02-2021,252821
20-02-2021,253071
21-02-2021,253284
22-02-2021,253522
23-02-2021,253763
24-02-2021,253963
25-02-2021,254186
26-02-2021,254387
27-02-2021,254633
01-03-2021,255117
02-03-2021,255336
03-03-2021,255595
04-03-2021,255888
06-03-2021,256424
07-03-2021,256819
08-03-2021,257166
09-03-2021,257560
10-03-2021,257942
11-03-2021,258251
13-03-2021,258958
14-03-2021,259454
15-03-2021,259967
16-03-2021,260477
17-03-2021,261031
18-03-2021,261531
19-03-2021,262031
20-03-2021,262587
21-03-2021,263158
22-03-2021,263821
23-03-2021,264575
24-03-2021,265373
25-03-2021,266323
27-03-2021,268290
28-03-2021,269465
29-03-2021,270540
30-03-2021,271889
31-03-2021,273168
01-04-2021,274429
02-04-2021,276002
03-04-2021,277484
04-04-2021,279275
05-04-2021,281476
06-04-2021,283540
07-04-2021,285743
08-04-2021,287869
09-04-2021,290165
10-04-2021,292598
11-04-2021,295339
12-04-2021,298645
13-04-2021,301762
14-04-2021,305832
15-04-2021,309489
16-04-2021,313459
17-04-2021,320955
18-04-2021,327452
19-04-2021,334947
20-04-2021,341783
21-04-2021,350720
22-04-2021,359755
23-04-2021,369375
24-04-2021,380208
25-04-2021,391299
26-04-2021,402623
27-04-2021,414235
28-04-2021,425812
29-04-2021,439968
30-04-2021,453331
01-05-2021,466915
02-05-2021,481477
03-05-2021,495367
04-05-2021,508775
05-05-2021,520024
06-05-2021,529667
07-05-2021,542632
08-05-2021,547447
09-05-2021,551892
10-05-2021,556430
11-05-2021,563754
12-05-2021,573271
13-05-2021,583595
14-05-2021,583595
15-05-2021,593752
16-05-2021,617396
17-05-2021,629741
18-05-2021,641254
19-05-2021,652612
20-05-2021,662949
21-05-2021,672695
22-05-2021,682100
23-05-2021,691427
24-05-2021,699014
25-05-2021,706003
26-05-2021,713376
27-05-2021,720855
28-05-2021,727700
30-05-2021,738491
31-05-2021,743550
01-06-2021,748573
02-06-2021,752693
03-06-2021,756806
04-06-2021,760552
05-06-2021,762597
06-06-2021,764822
07-06-2021,766756
08-06-2021,768538
09-06-2021,769914
10-06-2021,771243
11-06-2021,772375
12-03-2020,0
13-03-2020,0
14-03-2020,0
15-03-2020,0
16-03-2020,0
17-03-2020,0
18-03-2020,0
19-03-2020,0
20-03-2020,0
21-03-2020,0
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,1
27-03-2020,15
28-03-2020,25
29-03-2020,25
30-03-2020,25
31-03-2020,39
01-04-2020,39
02-04-2020,42
03-04-2020,42
04-04-2020,42
05-04-2020,42
06-04-2020,42
07-04-2020,56
08-04-2020,79
09-04-2020,117
10-04-2020,125
11-04-2020,188
12-04-2020,208
13-04-2020,217
14-04-2020,217
15-04-2020,259
16-04-2020,295
17-04-2020,300
18-04-2020,331
19-04-2020,365
20-04-2020,507
21-04-2020,572
22-04-2020,722
23-04-2020,789
24-04-2020,840
25-04-2020,840
26-04-2020,1076
27-04-2020,1076
28-04-2020,1282
29-04-2020,1388
30-04-2020,1593
01-05-2020,1773
02-05-2020,1879
03-05-2020,2000
04-05-2020,2115
05-05-2020,2465
06-05-2020,2819
07-05-2020,3094
08-05-2020,3301
09-05-2020,3470
10-05-2020,3800
11-05-2020,4199
12-05-2020,4786
13-05-2020,5125
14-05-2020,5547
15-05-2020,6059
16-05-2020,6564
17-05-2020,7088
18-05-2020,7688
19-05-2020,8437
20-05-2020,9639
21-05-2020,10318
22-05-2020,11726
23-05-2020,12583
24-05-2020,13404
25-05-2020,14600
26-05-2020,15786
27-05-2020,16954
28-05-2020,17918
29-05-2020,18616
30-05-2020,26997
31-05-2020,28081
01-06-2020,29329
02-06-2020,30108
03-06-2020,31333
04-06-2020,32329
05-06-2020,33681
06-06-2020,35156
07-06-2020,37390
08-06-2020,39314
09-06-2020,40975
10-06-2020,42638
11-06-2020,44517
12-06-2020,46078
13-06-2020,47796
14-06-2020,49346
15-06-2020,50978
16-06-2020,56049
17-06-2020,57851
18-06-2020,59166
19-06-2020,60838
20-06-2020,62773
21-06-2020,64153
22-06-2020,65744
23-06-2020,67706
24-06-2020,69631
25-06-2020,73792
26-06-2020,77453
27-06-2020,79815
28-06-2020,84245
29-06-2020,86575
30-06-2020,88960
01-07-2020,90911
02-07-2020,93154
03-07-2020,101172
04-07-2020,104687
05-07-2020,108082
06-07-2020,111740
07-07-2020,115262
08-07-2020,118558
09-07-2020,123192
10-07-2020,127259
11-07-2020,132625
12-07-2020,136985
13-07-2020,140325
14-07-2020,144507
15-07-2020,149007
16-07-2020,152613
17-07-2020,158140
18-07-2020,160357
19-07-2020,165663
20-07-2020,169569
21-07-2020,175029
22-07-2020,182217
23-07-2020,187769
24-07-2020,194253
25-07-2020,199967
26-07-2020,207194
27-07-2020,213238
28-07-2020,221944
29-07-2020,232277
30-07-2020,239755
31-07-2020,248615
01-08-2020,256158
02-08-2020,266883
03-08-2020,276809
04-08-2020,287030
05-08-2020,299356
06-08-2020,305521
07-08-2020,316375
08-08-2020,327281
09-08-2020,338362
10-08-2020,351710
