Date,Active_Cases
12-03-2020,71
13-03-2020,71
14-03-2020,72
15-03-2020,95
16-03-2020,99
17-03-2020,120
18-03-2020,129
19-03-2020,148
20-03-2020,171
21-03-2020,231
22-03-2020,329
23-03-2020,402
24-03-2020,446
25-03-2020,469
26-03-2020,593
27-03-2020,640
28-03-2020,810
29-03-2020,867
30-03-2020,942
31-03-2020,1238
01-04-2020,1466
02-04-2020,1764
03-04-2020,2088
04-04-2020,2650
05-04-2020,3030
06-04-2020,3666
07-04-2020,3981
08-04-2020,4643
09-04-2020,5095
10-04-2020,5709
11-04-2020,6565
12-04-2020,7367
13-04-2020,7987
14-04-2020,8988
15-04-2020,9756
16-04-2020,10477
17-04-2020,11201
18-04-2020,11906
19-04-2020,12974
20-04-2020,14175
21-04-2020,14759
22-04-2020,15474
23-04-2020,16454
24-04-2020,17610
25-04-2020,18668
26-04-2020,19868
27-04-2020,20835
28-04-2020,21632
29-04-2020,22629
30-04-2020,23651
01-05-2020,25007
02-05-2020,26167
03-05-2020,28046
04-05-2020,29453
05-05-2020,32138
06-05-2020,33513
07-05-2020,35901
08-05-2020,37915
09-05-2020,39834
10-05-2020,41472
11-05-2020,44029
12-05-2020,46008
13-05-2020,47480
14-05-2020,49219
15-05-2020,51401
16-05-2020,53035
17-05-2020,53946
18-05-2020,56316
19-05-2020,58802
20-05-2020,61149
21-05-2020,63624
22-05-2020,66330
23-05-2020,69597
24-05-2020,73560
25-05-2020,77103
26-05-2020,80722
27-05-2020,83004
28-05-2020,86110
29-05-2020,89987
30-05-2020,86422
31-05-2020,89995
01-06-2020,93322
02-06-2020,97581
03-06-2020,101497
04-06-2020,106737
05-06-2020,110960
06-06-2020,115942
07-06-2020,120406
08-06-2020,125381
09-06-2020,129917
10-06-2020,133632
11-06-2020,137448
12-06-2020,141842
13-06-2020,145779
14-06-2020,149348
15-06-2020,153106
16-06-2020,153178
17-06-2020,155227
18-06-2020,160384
19-06-2020,163248
20-06-2020,168269
21-06-2020,169451
22-06-2020,174387
23-06-2020,178014
24-06-2020,183022
25-06-2020,186514
26-06-2020,189463
27-06-2020,197387
28-06-2020,203051
29-06-2020,210120
30-06-2020,215125
01-07-2020,220114
02-07-2020,226947
03-07-2020,227439
04-07-2020,235433
05-07-2020,244814
06-07-2020,253287
07-07-2020,259557
08-07-2020,264944
09-07-2020,269789
10-07-2020,276685
11-07-2020,283407
12-07-2020,292258
13-07-2020,301609
14-07-2020,311565
15-07-2020,319840
16-07-2020,331146
17-07-2020,342473
18-07-2020,358692
19-07-2020,373379
20-07-2020,390459
21-07-2020,402529
22-07-2020,411133
23-07-2020,426167
24-07-2020,440135
25-07-2020,456071
26-07-2020,467882
27-07-2020,485114
28-07-2020,496988
29-07-2020,509447
30-07-2020,528242
31-07-2020,545318
01-08-2020,565103
02-08-2020,567730
03-08-2020,579357
04-08-2020,586298
05-08-2020,586244
06-08-2020,595501
07-08-2020,607384
08-08-2020,619088
09-08-2020,628747
10-08-2020,634945
11-08-2020,639929
12-08-2020,643948
13-08-2020,653622
14-08-2020,661595
15-08-2020,668220
16-08-2020,677444
17-08-2020,676900
18-08-2020,673166
19-08-2020,676514
20-08-2020,686395
21-08-2020,692028
22-08-2020,697330
23-08-2020,707668
24-08-2020,710771
25-08-2020,704348
26-08-2020,707267
27-08-2020,725991
28-08-2020,742023
29-08-2020,752424
30-08-2020,765302
31-08-2020,781975
01-09-2020,785996
02-09-2020,801282
03-09-2020,815538
04-09-2020,831124
05-09-2020,846395
06-09-2020,862320
07-09-2020,882542
08-09-2020,883697
09-09-2020,897394
10-09-2020,919018
11-09-2020,943480
12-09-2020,958316
13-09-2020,973175
14-09-2020,986598
15-09-2020,990061
16-09-2020,995933
17-09-2020,1009976
18-09-2020,1017754
19-09-2020,1013964
20-09-2020,1010824
21-09-2020,1003299
22-09-2020,975861
23-09-2020,968377
24-09-2020,966382
25-09-2020,970116
26-09-2020,960969
27-09-2020,956402
28-09-2020,962640
29-09-2020,947576
30-09-2020,940441
01-10-2020,940705
02-10-2020,942217
03-10-2020,944996
04-10-2020,937625
05-10-2020,934427
06-10-2020,919023
07-10-2020,907883
08-10-2020,902425
09-10-2020,893592
10-10-2020,883185
11-10-2020,867496
12-10-2020,861853
13-10-2020,838729
14-10-2020,826876
15-10-2020,812390
16-10-2020,804528
17-10-2020,795087
18-10-2020,783311
19-10-2020,772055
20-10-2020,748538
21-10-2020,740090
22-10-2020,715812
23-10-2020,695509
24-10-2020,680680
25-10-2020,668154
26-10-2020,653717
27-10-2020,625857
28-10-2020,610803
29-10-2020,603687
30-10-2020,594386
31-10-2020,582649
01-11-2020,570458
02-11-2020,561908
03-11-2020,541405
04-11-2020,533787
05-11-2020,527962
06-11-2020,520773
07-11-2020,516632
08-11-2020,512665
09-11-2020,509673
10-11-2020,505265
11-11-2020,494657
12-11-2020,489294
13-11-2020,484547
14-11-2020,480719
15-11-2020,479216
16-11-2020,465478
17-11-2020,453401
18-11-2020,446805
19-11-2020,443303
20-11-2020,443794
21-11-2020,439747
22-11-2020,440962
23-11-2020,443486
24-11-2020,438667
25-11-2020,444746
26-11-2020,452344
27-11-2020,455555
28-11-2020,454940
29-11-2020,453956
30-11-2020,446952
01-12-2020,435603
02-12-2020,428644
03-12-2020,422943
04-12-2020,416082
05-12-2020,409689
06-12-2020,403248
07-12-2020,396729
08-12-2020,383866
09-12-2020,378909
10-12-2020,372293
11-12-2020,363749
12-12-2020,359819
13-12-2020,356546
14-12-2020,352586
15-12-2020,339820
17-12-2020,322366
18-12-2020,313831
19-12-2020,308751
20-12-2020,305344
21-12-2020,303639
22-12-2020,292518
23-12-2020,289240
24-12-2020,283849
25-12-2020,281919
26-12-2020,281667
27-12-2020,278690
28-12-2020,277301
29-12-2020,268581
30-12-2020,262272
31-12-2020,257656
03-01-2021,247220
04-01-2021,243953
05-01-2021,231036
06-01-2021,227546
07-01-2021,228083
08-01-2021,225449
09-01-2021,224190
10-01-2021,223335
11-01-2021,222526
12-01-2021,216558
13-01-2021,214507
14-01-2021,213603
15-01-2021,213027
16-01-2021,211033
17-01-2021,208826
18-01-2021,208012
19-01-2021,200528
20-01-2021,197201
21-01-2021,192308
22-01-2021,188688
23-01-2021,185662
24-01-2021,184408
25-01-2021,184182
27-01-2021,176498
28-01-2021,173740
29-01-2021,171686
30-01-2021,169824
31-01-2021,168784
01-02-2021,168235
02-02-2021,163353
03-02-2021,160057
04-02-2021,155025
05-02-2021,151460
06-02-2021,148590
07-02-2021,148766
08-02-2021,148609
09-02-2021,143625
10-02-2021,141511
11-02-2021,142562
12-02-2021,135926
13-02-2021,136571
14-02-2021,137567
15-02-2021,139637
16-02-2021,136872
17-02-2021,136549
18-02-2021,137342
19-02-2021,139542
20-02-2021,143127
21-02-2021,145634
22-02-2021,150055
23-02-2021,147306
24-02-2021,146907
25-02-2021,151708
26-02-2021,155986
27-02-2021,159590
01-03-2021,168627
02-03-2021,168358
03-03-2021,170126
04-03-2021,173413
06-03-2021,180304
07-03-2021,184523
08-03-2021,188747
09-03-2021,187462
10-03-2021,184598
11-03-2021,189226
13-03-2021,202022
14-03-2021,210544
15-03-2021,219262
16-03-2021,223432
17-03-2021,234406
18-03-2021,252364
19-03-2021,271282
20-03-2021,288394
21-03-2021,309087
22-03-2021,334646
23-03-2021,345377
24-03-2021,368457
25-03-2021,395192
27-03-2021,452647
28-03-2021,486310
29-03-2021,521808
30-03-2021,540720
31-03-2021,552566
01-04-2021,584055
02-04-2021,614696
03-04-2021,658909
04-04-2021,691597
05-04-2021,741830
06-04-2021,788223
07-04-2021,843473
08-04-2021,910319
09-04-2021,979608
10-04-2021,1046631
11-04-2021,1108087
12-04-2021,1201009
13-04-2021,1264698
14-04-2021,1365704
15-04-2021,1471877
16-04-2021,1569743
17-04-2021,1679740
18-04-2021,1801316
19-04-2021,1929329
20-04-2021,2031977
21-04-2021,2157538
22-04-2021,2291428
23-04-2021,2428616
24-04-2021,2552940
25-04-2021,2682751
26-04-2021,2813658
27-04-2021,2882204
28-04-2021,2978709
29-04-2021,3084814
30-04-2021,3170228
01-05-2021,3268710
02-05-2021,3349644
03-05-2021,3413642
04-05-2021,3447133
05-05-2021,3487229
06-05-2021,3566398
07-05-2021,3645164
08-05-2021,3723446
09-05-2021,3736648
10-05-2021,3745237
11-05-2021,3715221
12-05-2021,3704099
13-05-2021,3710525
14-05-2021,3710525
15-05-2021,3704893
16-05-2021,3618458
17-05-2021,3516997
18-05-2021,3353765
19-05-2021,3226719
20-05-2021,3129878
21-05-2021,3027925
22-05-2021,2923400
23-05-2021,2805399
24-05-2021,2720716
25-05-2021,2586782
26-05-2021,2495591
27-05-2021,2419907
28-05-2021,2343152
30-05-2021,2114508
31-05-2021,2026092
01-06-2021,1895520
02-06-2021,1793645
03-06-2021,1713413
04-06-2021,1635993
05-06-2021,1555248
06-06-2021,1477799
07-06-2021,1401609
08-06-2021,1303702
09-06-2021,1231415
10-06-2021,1167952
11-06-2021,1121671
27-03-2020,1
28-03-2020,6
29-03-2020,9
30-03-2020,9
31-03-2020,10
01-04-2020,10
02-04-2020,10
03-04-2020,10
04-04-2020,10
05-04-2020,10
06-04-2020,10
07-04-2020,10
08-04-2020,10
09-04-2020,11
10-04-2020,11
11-04-2020,11
12-04-2020,1
13-04-2020,1
14-04-2020,1
15-04-2020,1
16-04-2020,1
17-04-2020,1
18-04-2020,1
19-04-2020,3
20-04-2020,4
21-04-2020,5
22-04-2020,5
23-04-2020,7
24-04-2020,11
25-04-2020,16
26-04-2020,22
27-04-2020,22
28-04-2020,22
29-04-2020,18
30-04-2020,18
01-05-2020,17
02-05-2020,17
03-05-2020,17
04-05-2020,1
05-05-2020,1
06-05-2020,1
07-05-2020,1
08-05-2020,0
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,0
27-05-2020,0
28-05-2020,0
29-05-2020,0
30-05-2020,0
31-05-2020,0
01-06-2020,0
02-06-2020,0
03-06-2020,0
04-06-2020,0
05-06-2020,0
06-06-2020,0
07-06-2020,0
08-06-2020,0
09-06-2020,0
10-06-2020,0
11-06-2020,1
12-06-2020,5
13-06-2020,5
14-06-2020,5
15-06-2020,5
16-06-2020,8
17-06-2020,11
18-06-2020,11
19-06-2020,11
20-06-2020,10
21-06-2020,11
22-06-2020,11
23-06-2020,11
24-06-2020,10
25-06-2020,13
26-06-2020,16
27-06-2020,29
28-06-2020,29
29-06-2020,31
30-06-2020,44
01-07-2020,47
02-07-2020,50
03-07-2020,58
04-07-2020,62
05-07-2020,53
06-07-2020,53
07-07-2020,67
08-07-2020,72
09-07-2020,72
10-07-2020,68
11-07-2020,64
12-07-2020,70
13-07-2020,70
14-07-2020,57
15-07-2020,57
16-07-2020,46
17-07-2020,47
18-07-2020,52
19-07-2020,53
20-07-2020,58
21-07-2020,55
22-07-2020,53
23-07-2020,58
24-07-2020,70
25-07-2020,85
26-07-2020,114
27-07-2020,142
28-07-2020,145
29-07-2020,166
30-07-2020,225
31-07-2020,266
01-08-2020,329
02-08-2020,403
03-08-2020,484
04-08-2020,557
05-08-2020,639
06-08-2020,687
07-08-2020,752
08-08-2020,778
09-08-2020,831
10-08-2020,822
11-08-2020,896
12-08-2020,994
13-08-2020,1050
14-08-2020,1091
15-08-2020,1130
16-08-2020,1154
17-08-2020,1145
18-08-2020,1091
19-08-2020,1078
20-08-2020,1045
21-08-2020,1011
22-08-2020,971
23-08-2020,923
24-08-2020,864
25-08-2020,777
26-08-2020,677
27-08-2020,635
28-08-2020,602
29-08-2020,564
30-08-2020,518
31-08-2020,473
01-09-2020,439
02-09-2020,400
03-09-2020,381
04-09-2020,352
05-09-2020,345
06-09-2020,338
07-09-2020,331
08-09-2020,312
09-09-2020,307
10-09-2020,297
11-09-2020,293
12-09-2020,286
13-09-2020,268
14-09-2020,252
15-09-2020,227
16-09-2020,204
17-09-2020,196
18-09-2020,174
19-09-2020,165
20-09-2020,156
21-09-2020,147
22-09-2020,152
23-09-2020,160
24-09-2020,166
25-09-2020,189
26-09-2020,179
27-09-2020,171
28-09-2020,188
29-09-2020,168
30-09-2020,181
01-10-2020,174
02-10-2020,172
03-10-2020,174
04-10-2020,173
05-10-2020,182
06-10-2020,186
07-10-2020,180
08-10-2020,185
09-10-2020,190
10-10-2020,197
11-10-2020,193
12-10-2020,186
13-10-2020,198
14-10-2020,199
15-10-2020,195
16-10-2020,190
17-10-2020,185
18-10-2020,179
19-10-2020,184
20-10-2020,178
21-10-2020,183
22-10-2020,199
23-10-2020,190
24-10-2020,204
25-10-2020,199
26-10-2020,204
27-10-2020,198
28-10-2020,197
29-10-2020,192
30-10-2020,192
31-10-2020,182
01-11-2020,173
02-11-2020,168
03-11-2020,160
04-11-2020,159
05-11-2020,166
06-11-2020,168
07-11-2020,166
08-11-2020,175
09-11-2020,169
10-11-2020,164
11-11-2020,162
12-11-2020,167
13-11-2020,164
14-11-2020,153
15-11-2020,151
16-11-2020,145
17-11-2020,150
18-11-2020,150
19-11-2020,154
20-11-2020,145
21-11-2020,148
22-11-2020,142
23-11-2020,140
24-11-2020,142
25-11-2020,142
26-11-2020,137
27-11-2020,130
28-11-2020,120
29-11-2020,119
30-11-2020,106
01-12-2020,99
02-12-2020,91
03-12-2020,79
04-12-2020,71
05-12-2020,70
06-12-2020,70
07-12-2020,73
08-12-2020,81
09-12-2020,70
10-12-2020,75
11-12-2020,78
12-12-2020,78
13-12-2020,79
14-12-2020,84
15-12-2020,92
17-12-2020,91
18-12-2020,92
19-12-2020,96
20-12-2020,95
21-12-2020,88
22-12-2020,86
23-12-2020,82
24-12-2020,73
25-12-2020,64
26-12-2020,69
27-12-2020,61
28-12-2020,64
29-12-2020,64
30-12-2020,63
31-12-2020,59
03-01-2021,48
04-01-2021,40
05-01-2021,38
06-01-2021,31
07-01-2021,28
08-01-2021,32
09-01-2021,31
10-01-2021,24
11-01-2021,23
12-01-2021,17
13-01-2021,18
14-01-2021,16
15-01-2021,23
16-01-2021,22
17-01-2021,25
18-01-2021,25
19-01-2021,29
20-01-2021,30
21-01-2021,29
22-01-2021,25
23-01-2021,23
24-01-2021,24
25-01-2021,23
27-01-2021,15
28-01-2021,10
29-01-2021,8
30-01-2021,5
31-01-2021,4
01-02-2021,4
02-02-2021,0
03-02-2021,0
04-02-2021,0
05-02-2021,0
06-02-2021,3
07-02-2021,6
08-02-2021,7
09-02-2021,11
10-02-2021,13
11-02-2021,13
12-02-2021,13
13-02-2021,11
14-02-2021,9
15-02-2021,9
16-02-2021,9
17-02-2021,8
18-02-2021,8
19-02-2021,8
20-02-2021,4
21-02-2021,3
22-02-2021,3
23-02-2021,4
24-02-2021,5
25-02-2021,4
26-02-2021,2
27-02-2021,3
01-03-2021,6
02-03-2021,6
03-03-2021,6
04-03-2021,8
06-03-2021,8
07-03-2021,7
08-03-2021,7
09-03-2021,7
10-03-2021,8
11-03-2021,6
13-03-2021,6
14-03-2021,4
15-03-2021,5
16-03-2021,3
17-03-2021,3
18-03-2021,6
19-03-2021,5
20-03-2021,7
21-03-2021,7
22-03-2021,8
23-03-2021,8
24-03-2021,5
25-03-2021,6
27-03-2021,7
28-03-2021,7
29-03-2021,8
30-03-2021,14
31-03-2021,43
01-04-2021,45
02-04-2021,42
03-04-2021,41
04-04-2021,49
05-04-2021,57
06-04-2021,53
07-04-2021,51
08-04-2021,49
09-04-2021,60
10-04-2021,71
11-04-2021,75
12-04-2021,88
13-04-2021,89
14-04-2021,93
15-04-2021,106
16-04-2021,117
17-04-2021,116
18-04-2021,121
19-04-2021,126
20-04-2021,145
21-04-2021,159
22-04-2021,150
23-04-2021,153
24-04-2021,146
25-04-2021,138
26-04-2021,132
27-04-2021,130
28-04-2021,136
29-04-2021,143
30-04-2021,165
01-05-2021,181
02-05-2021,205
03-05-2021,217
04-05-2021,230
05-05-2021,232
06-05-2021,224
07-05-2021,225
08-05-2021,209
09-05-2021,211
10-05-2021,203
11-05-2021,195
12-05-2021,199
13-05-2021,214
14-05-2021,214
15-05-2021,214
16-05-2021,216
17-05-2021,232
18-05-2021,220
19-05-2021,223
20-05-2021,229
21-05-2021,261
22-05-2021,274
23-05-2021,278
24-05-2021,268
25-05-2021,254
26-05-2021,228
27-05-2021,220
28-05-2021,217
30-05-2021,191
31-05-2021,187
01-06-2021,171
02-06-2021,155
03-06-2021,143
04-06-2021,131
05-06-2021,115
06-06-2021,107
07-06-2021,103
08-06-2021,96
09-06-2021,94
10-06-2021,91
11-06-2021,99
12-03-2020,1
13-03-2020,1
14-03-2020,1
15-03-2020,1
16-03-2020,1
17-03-2020,1
18-03-2020,1
19-03-2020,1
20-03-2020,2
21-03-2020,3
22-03-2020,5
23-03-2020,7
24-03-2020,7
25-03-2020,8
26-03-2020,10
27-03-2020,11
28-03-2020,13
29-03-2020,13
30-03-2020,18
31-03-2020,39
01-04-2020,82
02-04-2020,84
03-04-2020,130
04-04-2020,159
05-04-2020,159
06-04-2020,222
07-04-2020,262
08-04-2020,300
09-04-2020,338
10-04-2020,338
11-04-2020,350
12-04-2020,364
13-04-2020,409
14-04-2020,414
15-04-2020,458
16-04-2020,491
17-04-2020,500
18-04-2020,522
19-04-2020,546
20-04-2020,589
21-04-2020,610
22-04-2020,639
23-04-2020,669
24-04-2020,727
25-04-2020,781
26-04-2020,859
27-04-2020,835
28-04-2020,917
29-04-2020,970
30-04-2020,1014
01-05-2020,1051
02-05-2020,1027
03-05-2020,1051
04-05-2020,1062
05-05-2020,1090
06-05-2020,1092
07-05-2020,1012
08-05-2020,1029
09-05-2020,1004
10-05-2020,999
11-05-2020,1010
12-05-2020,998
13-05-2020,988
14-05-2020,948
15-05-2020,965
16-05-2020,1007
17-05-2020,953
18-05-2020,901
19-05-2020,872
20-05-2020,859
21-05-2020,909
22-05-2020,885
23-05-2020,891
24-05-2020,892
25-05-2020,911
26-05-2020,1158
27-05-2020,1105
28-05-2020,1056
29-05-2020,1067
30-05-2020,1150
31-05-2020,1220
01-06-2020,1268
02-06-2020,1341
03-06-2020,1413
04-06-2020,1546
05-06-2020,1613
06-06-2020,1654
07-06-2020,1817
08-06-2020,1951
09-06-2020,2031
10-06-2020,2191
11-06-2020,2292
12-06-2020,2301
13-06-2020,2495
14-06-2020,2688
15-06-2020,2765
16-06-2020,3052
17-06-2020,3244
18-06-2020,3340
19-06-2020,3637
20-06-2020,3948
21-06-2020,4240
22-06-2020,4562
23-06-2020,4766
24-06-2020,5284
25-06-2020,5428
26-06-2020,5760
27-06-2020,6145
28-06-2020,6648
29-06-2020,7164
30-06-2020,7479
01-07-2020,7897
02-07-2020,8071
03-07-2020,8586
04-07-2020,9096
05-07-2020,9473
06-07-2020,10043
07-07-2020,10860
08-07-2020,11200
09-07-2020,10894
10-07-2020,11383
11-07-2020,11936
12-07-2020,12533
13-07-2020,13428
14-07-2020,14274
15-07-2020,15144
16-07-2020,16621
17-07-2020,18159
18-07-2020,19814
19-07-2020,22260
20-07-2020,26118
21-07-2020,28800
22-07-2020,32336
23-07-2020,31763
24-07-2020,34272
25-07-2020,39990
26-07-2020,44431
27-07-2020,48956
28-07-2020,51701
29-07-2020,56527
30-07-2020,63771
31-07-2020,69252
01-08-2020,75720
02-08-2020,72188
03-08-2020,74404
04-08-2020,76377
05-08-2020,79104
06-08-2020,80426
07-08-2020,82166
08-08-2020,84654
09-08-2020,85486
10-08-2020,87112
11-08-2020,87773
12-08-2020,87597
13-08-2020,90425
14-08-2020,90780
15-08-2020,89907
16-08-2020,88138
17-08-2020,85945
18-08-2020,84777
19-08-2020,85130
20-08-2020,86725
21-08-2020,87177
22-08-2020,87803
23-08-2020,89389
24-08-2020,89742
25-08-2020,89516
26-08-2020,89932
27-08-2020,92208
28-08-2020,94209
29-08-2020,96191
30-08-2020,97681
31-08-2020,99129
01-09-2020,100276
02-09-2020,101210
03-09-2020,103076
04-09-2020,103521
05-09-2020,102067
06-09-2020,100880
07-09-2020,99689
08-09-2020,97932
09-09-2020,96769
10-09-2020,97271
11-09-2020,97338
12-09-2020,96191
13-09-2020,95733
14-09-2020,95072
15-09-2020,93204
16-09-2020,92353
17-09-2020,90279
18-09-2020,88197
19-09-2020,84423
20-09-2020,81763
21-09-2020,78836
22-09-2020,74518
23-09-2020,71465
24-09-2020,70357
25-09-2020,69353
26-09-2020,67683
27-09-2020,65794
28-09-2020,64876
29-09-2020,63116
30-09-2020,59435
01-10-2020,58445
02-10-2020,57858
03-10-2020,56897
04-10-2020,55282
05-10-2020,54400
06-10-2020,51060
07-10-2020,50776
08-10-2020,49513
09-10-2020,48661
10-10-2020,47665
11-10-2020,46624
12-10-2020,46295
13-10-2020,43983
14-10-2020,42855
15-10-2020,41669
16-10-2020,40047
17-10-2020,38979
18-10-2020,37102
19-10-2020,36474
20-10-2020,35065
21-10-2020,33396
22-10-2020,32376
23-10-2020,32257
24-10-2020,31721
25-10-2020,31469
26-10-2020,30860
27-10-2020,28770
28-10-2020,27300
29-10-2020,26622
30-10-2020,26268
31-10-2020,25514
01-11-2020,24575
02-11-2020,23668
03-11-2020,22538
04-11-2020,21672
05-11-2020,21438
06-11-2020,21878
07-11-2020,21825
08-11-2020,21434
09-11-2020,21403
10-11-2020,21235
11-11-2020,20958
12-11-2020,20915
13-11-2020,20857
14-11-2020,20262
15-11-2020,19757
16-11-2020,18659
17-11-2020,17892
18-11-2020,16985
19-11-2020,16516
20-11-2020,16000
21-11-2020,15382
22-11-2020,14770
23-11-2020,14249
24-11-2020,13394
25-11-2020,13024
26-11-2020,12673
27-11-2020,12615
28-11-2020,12137
29-11-2020,11571
30-11-2020,8397
01-12-2020,7840
02-12-2020,7427
03-12-2020,6924
04-12-2020,6742
05-12-2020,6422
06-12-2020,6166
07-12-2020,5910
08-12-2020,5626
09-12-2020,5429
10-12-2020,5259
11-12-2020,5237
12-12-2020,5236
13-12-2020,5078
14-12-2020,4966
15-12-2020,4728
17-12-2020,4420
18-12-2020,4454
19-12-2020,4377
20-12-2020,4355
21-12-2020,4202
22-12-2020,3992
23-12-2020,3978
24-12-2020,3864
25-12-2020,3862
26-12-2020,3861
27-12-2020,3700
28-12-2020,3625
29-12-2020,3423
30-12-2020,3383
31-12-2020,3256
03-01-2021,3194
04-01-2021,3070
05-01-2021,2943
06-01-2021,3038
07-01-2021,2896
08-01-2021,2822
09-01-2021,2832
10-01-2021,2607
11-01-2021,2544
12-01-2021,2450
13-01-2021,2411
14-01-2021,2382
15-01-2021,2338
16-01-2021,2199
17-01-2021,1987
18-01-2021,1896
19-01-2021,1713
20-01-2021,1660
21-01-2021,1637
22-01-2021,1522
23-01-2021,1488
24-01-2021,1473
25-01-2021,1476
27-01-2021,1357
28-01-2021,1369
29-01-2021,1358
30-01-2021,1308
31-01-2021,1289
01-02-2021,1278
02-02-2021,1242
03-02-2021,1197
04-02-2021,1162
05-02-2021,1154
06-02-2021,1071
07-02-2021,1012
08-02-2021,1003
09-02-2021,962
10-02-2021,917
11-02-2021,845
12-02-2021,853
13-02-2021,814
14-02-2021,797
15-02-2021,735
16-02-2021,695
17-02-2021,615
18-02-2021,607
19-02-2021,619
20-02-2021,620
21-02-2021,604
22-02-2021,620
23-02-2021,590
24-02-2021,575
25-02-2021,603
26-02-2021,611
27-02-2021,635
01-03-2021,718
02-03-2021,725
03-03-2021,774
04-03-2021,826
06-03-2021,900
07-03-2021,921
08-03-2021,998
09-03-2021,1009
10-03-2021,1038
11-03-2021,1064
13-03-2021,1227
14-03-2021,1268
15-03-2021,1400
16-03-2021,1443
17-03-2021,1579
18-03-2021,1694
19-03-2021,1795
20-03-2021,1909
21-03-2021,2083
22-03-2021,2188
23-03-2021,2382
24-03-2021,2616
25-03-2021,2946
27-03-2021,4145
28-03-2021,4715
29-03-2021,5394
30-03-2021,6104
31-03-2021,6614
01-04-2021,7338
02-04-2021,8142
03-04-2021,8815
04-04-2021,9417
05-04-2021,10300
06-04-2021,10710
07-04-2021,11809
08-04-2021,13276
09-04-2021,14913
10-04-2021,16422
11-04-2021,18666
12-04-2021,20954
13-04-2021,23115
14-04-2021,25850
15-04-2021,28383
16-04-2021,31710
17-04-2021,35592
18-04-2021,40469
19-04-2021,44686
20-04-2021,48053
21-04-2021,53889
22-04-2021,60208
23-04-2021,66944
24-04-2021,74231
25-04-2021,81471
26-04-2021,89732
27-04-2021,95131
28-04-2021,99446
29-04-2021,107611
30-04-2021,114158
01-05-2021,122980
02-05-2021,130752
03-05-2021,143178
04-05-2021,151852
05-05-2021,159597
06-05-2021,170588
07-05-2021,182329
08-05-2021,186695
09-05-2021,187392
10-05-2021,190632
11-05-2021,189367
12-05-2021,195102
13-05-2021,197370
14-05-2021,197370
15-05-2021,201042
16-05-2021,207467
17-05-2021,210436
18-05-2021,211554
19-05-2021,211501
20-05-2021,209736
21-05-2021,209134
22-05-2021,209156
23-05-2021,210683
24-05-2021,209237
25-05-2021,203762
26-05-2021,198023
27-05-2021,192104
28-05-2021,186782
30-05-2021,173622
31-05-2021,165795
01-06-2021,153795
02-06-2021,146737
03-06-2021,143795
04-06-2021,138912
05-06-2021,133773
06-06-2021,128108
07-06-2021,123426
08-06-2021,114510
09-06-2021,107588
10-06-2021,103995
11-06-2021,99057
03-04-2020,1
04-04-2020,1
05-04-2020,1
06-04-2020,1
07-04-2020,1
08-04-2020,1
09-04-2020,1
10-04-2020,1
11-04-2020,1
12-04-2020,1
13-04-2020,1
14-04-2020,1
15-04-2020,1
16-04-2020,1
17-04-2020,1
18-04-2020,1
19-04-2020,1
20-04-2020,1
21-04-2020,1
22-04-2020,0
23-04-2020,0
24-04-2020,0
25-04-2020,0
26-04-2020,0
27-04-2020,0
28-04-2020,0
29-04-2020,0
30-04-2020,0
01-05-2020,0
02-05-2020,0
03-05-2020,0
04-05-2020,0
05-05-2020,0
06-05-2020,0
07-05-2020,0
08-05-2020,0
09-05-2020,0
10-05-2020,0
11-05-2020,0
12-05-2020,0
13-05-2020,0
14-05-2020,0
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0
23-05-2020,0
24-05-2020,0
25-05-2020,0
26-05-2020,1
27-05-2020,1
28-05-2020,1
29-05-2020,2
30-05-2020,2
31-05-2020,3
01-06-2020,3
02-06-2020,21
03-06-2020,21
04-06-2020,37
05-06-2020,41
06-06-2020,44
07-06-2020,46
08-06-2020,50
09-06-2020,50
10-06-2020,56
11-06-2020,55
12-06-2020,57
13-06-2020,63
14-06-2020,83
15-06-2020,84
16-06-2020,84
17-06-2020,88
18-06-2020,92
19-06-2020,93
20-06-2020,92
21-06-2020,121
22-06-2020,120
23-06-2020,118
24-06-2020,126
25-06-2020,120
26-06-2020,121
27-06-2020,129
28-06-2020,122
29-06-2020,121
30-06-2020,125
01-07-2020,128
02-07-2020,128
03-07-2020,128
04-07-2020,176
05-07-2020,182
06-07-2020,190
07-07-2020,176
08-07-2020,169
09-07-2020,176
10-07-2020,180
11-07-2020,213
12-07-2020,214
13-07-2020,219
14-07-2020,240
15-07-2020,306
16-07-2020,306
17-07-2020,387
18-07-2020,431
19-07-2020,373
20-07-2020,455
21-07-2020,502
22-07-2020,552
23-07-2020,632
24-07-2020,654
25-07-2020,661
26-07-2020,695
27-07-2020,650
28-07-2020,662
29-07-2020,710
30-07-2020,730
31-07-2020,654
01-08-2020,670
02-08-2020,701
03-08-2020,699
04-08-2020,692
05-08-2020,682
06-08-2020,642
07-08-2020,700
08-08-2020,720
09-08-2020,684
