Date,Confirmed_Cases
27-08-2020,24550
28-08-2020,25988
29-08-2020,27233
30-08-2020,28746
31-08-2020,30092
01-09-2020,31503
02-09-2020,33387
03-09-2020,35683
04-09-2020,37967
05-09-2020,40634
06-09-2020,43163
07-09-2020,45263
08-09-2020,47280
09-09-2020,50114
10-09-2020,52932
11-09-2020,55680
12-09-2020,58643
13-09-2020,61763
14-09-2020,63991
15-09-2020,67327
16-09-2020,70777
17-09-2020,73966
18-09-2020,77775
19-09-2020,81617
20-09-2020,84234
21-09-2020,86183
22-09-2020,88181
23-09-2020,90917
24-09-2020,93351
25-09-2020,95623
26-09-2020,98565
27-09-2020,102461
28-09-2020,104733
29-09-2020,108458
30-09-2020,110655
01-10-2020,113602
02-10-2020,116153
03-10-2020,118790
04-10-2020,121400
05-10-2020,123324
06-10-2020,126005
07-10-2020,128893
08-10-2020,131739
09-10-2020,134612
10-10-2020,137570
11-10-2020,140258
12-10-2020,142372
13-10-2020,145247
14-10-2020,147866
15-10-2020,150696
16-10-2020,153515
17-10-2020,155987
18-10-2020,158502
19-10-2020,160396
20-10-2020,162772
21-10-2020,165279
22-10-2020,167639
23-10-2020,170130
24-10-2020,172580
25-10-2020,174591
26-10-2020,175959
27-10-2020,177608
28-10-2020,179654
29-10-2020,181583
30-10-2020,183588
31-10-2020,185306
01-11-2020,187270
02-11-2020,188813
03-11-2020,190513
04-11-2020,192237
05-11-2020,194499
06-11-2020,196233
07-11-2020,197991
08-11-2020,199562
09-11-2020,200937
10-11-2020,202523
11-11-2020,204202
12-11-2020,205923
13-11-2020,207740
14-11-2020,209288
15-11-2020,210004
16-11-2020,210534
17-11-2020,211644
18-11-2020,213365
19-11-2020,215413
20-11-2020,217562
21-11-2020,219404
22-11-2020,221688
23-11-2020,223436
24-11-2020,225497
25-11-2020,227326
26-11-2020,229203
27-11-2020,230956
28-11-2020,232835
29-11-2020,234725
30-11-2020,235998
01-12-2020,237322
02-12-2020,239215
03-12-2020,240863
04-12-2020,242418
05-12-2020,243997
06-12-2020,245580
07-12-2020,246809
08-12-2020,248232
09-12-2020,249699
10-12-2020,251120
11-12-2020,252638
12-12-2020,254129
13-12-2020,255761
14-12-2020,257020
15-12-2020,258635
17-12-2020,261901
18-12-2020,263485
19-12-2020,264898
20-12-2020,266266
21-12-2020,267219
22-12-2020,268477
23-12-2020,269857
24-12-2020,271194
25-12-2020,272426
26-12-2020,273279
27-12-2020,274324
28-12-2020,275149
29-12-2020,276337
30-12-2020,277471
31-12-2020,278540
03-01-2021,281654
04-01-2021,282368
05-01-2021,283515
06-01-2021,284536
07-01-2021,285586
08-01-2021,286596
09-01-2021,287556
10-01-2021,288570
11-01-2021,289231
12-01-2021,290084
13-01-2021,290813
14-01-2021,291484
15-01-2021,292091
16-01-2021,292612
17-01-2021,293178
18-01-2021,293501
19-01-2021,293972
20-01-2021,294355
21-01-2021,294949
22-01-2021,295509
23-01-2021,295949
24-01-2021,296326
25-01-2021,296626
27-01-2021,297429
28-01-2021,297868
29-01-2021,304319
30-01-2021,304689
31-01-2021,305102
01-02-2021,305367
02-02-2021,305689
03-02-2021,306019
04-02-2021,306370
05-02-2021,306743
06-02-2021,307079
07-02-2021,307339
08-02-2021,307525
09-02-2021,307790
10-02-2021,307996
11-02-2021,308218
12-02-2021,308472
13-02-2021,308701
14-02-2021,308930
15-02-2021,309099
16-02-2021,309373
17-02-2021,309623
18-02-2021,309934
19-02-2021,310210
20-02-2021,310469
21-02-2021,310732
22-02-2021,310885
23-02-2021,311159
24-02-2021,311433
25-02-2021,311680
26-02-2021,311900
27-02-2021,312179
01-03-2021,312560
02-03-2021,312816
03-03-2021,313032
04-03-2021,313299
06-03-2021,313808
07-03-2021,314098
08-03-2021,314320
09-03-2021,314640
10-03-2021,315030
11-03-2021,315486
13-03-2021,316311
14-03-2021,316854
15-03-2021,317329
16-03-2021,317974
17-03-2021,318830
18-03-2021,319717
19-03-2021,320783
20-03-2021,321880
21-03-2021,323153
22-03-2021,324153
23-03-2021,325678
24-03-2021,327588
25-03-2021,329694
27-03-2021,334778
28-03-2021,337940
29-03-2021,340093
30-03-2021,341516
31-03-2021,344624
01-04-2021,349187
02-04-2021,353804
03-04-2021,357978
04-04-2021,363796
05-04-2021,369046
06-04-2021,376348
07-04-2021,386269
08-04-2021,396579
09-04-2021,407231
10-04-2021,418678
11-04-2021,432776
12-04-2021,443297
13-04-2021,456873
14-04-2021,471994
15-04-2021,486244
16-04-2021,501500
17-04-2021,516412
18-04-2021,532495
19-04-2021,544840
20-04-2021,558674
21-04-2021,574299
22-04-2021,588818
23-04-2021,605568
24-04-2021,622965
25-04-2021,639696
26-04-2021,652362
27-04-2021,667446
28-04-2021,682339
29-04-2021,697902
30-04-2021,713706
01-05-2021,728700
02-05-2021,744602
03-05-2021,756427
04-05-2021,771701
05-05-2021,787486
06-05-2021,802643
07-05-2021,816489
08-05-2021,830117
09-05-2021,842356
10-05-2021,851476
11-05-2021,863343
12-05-2021,873060
13-05-2021,883210
14-05-2021,883210
15-05-2021,892331
16-05-2021,907589
17-05-2021,912477
18-05-2021,919054
19-05-2021,925531
20-05-2021,931211
21-05-2021,936423
22-05-2021,941366
23-05-2021,945694
24-05-2021,949000
25-05-2021,953209
26-05-2021,956715
27-05-2021,959544
28-05-2021,962368
30-05-2021,967645
31-05-2021,969300
01-06-2021,971463
02-06-2021,973349
03-06-2021,975141
04-06-2021,976760
05-06-2021,978220
06-06-2021,979576
07-06-2021,980575
08-06-2021,981860
09-06-2021,982962
10-06-2021,983916
11-06-2021,984950
09-05-2020,1
10-05-2020,1
11-05-2020,1
12-05-2020,1
13-05-2020,1
14-05-2020,1
15-05-2020,1
16-05-2020,1
17-05-2020,1
18-05-2020,1
19-05-2020,1
20-05-2020,1
21-05-2020,1
22-05-2020,1
23-05-2020,1
24-05-2020,2
25-05-2020,2
26-05-2020,2
27-05-2020,2
28-05-2020,2
29-05-2020,2
30-05-2020,2
31-05-2020,2
01-06-2020,2
02-06-2020,3
03-06-2020,4
04-06-2020,8
05-06-2020,12
06-06-2020,14
07-06-2020,19
08-06-2020,20
09-06-2020,22
10-06-2020,22
11-06-2020,28
12-06-2020,30
13-06-2020,30
14-06-2020,35
15-06-2020,36
16-06-2020,36
17-06-2020,45
18-06-2020,57
19-06-2020,58
20-06-2020,62
21-06-2020,68
22-06-2020,88
23-06-2020,91
24-06-2020,120
25-06-2020,120
26-06-2020,155
27-06-2020,163
28-06-2020,177
29-06-2020,178
30-06-2020,203
01-07-2020,213
02-07-2020,215
03-07-2020,230
04-07-2020,257
05-07-2020,271
06-07-2020,271
07-07-2020,297
08-07-2020,405
09-07-2020,408
10-07-2020,411
11-07-2020,459
12-07-2020,471
13-07-2020,479
14-07-2020,495
15-07-2020,520
16-07-2020,539
17-07-2020,552
18-07-2020,585
19-07-2020,602
20-07-2020,605
21-07-2020,684
22-07-2020,705
23-07-2020,733
24-07-2020,770
25-07-2020,815
26-07-2020,860
27-07-2020,914
28-07-2020,946
29-07-2020,982
30-07-2020,1026
31-07-2020,1064
01-08-2020,1100
02-08-2020,1145
03-08-2020,1184
04-08-2020,1274
05-08-2020,1325
06-08-2020,1366
07-08-2020,1391
08-08-2020,1437
09-08-2020,1456
10-08-2020,1564
11-08-2020,1613
12-08-2020,1653
13-08-2020,1696
14-08-2020,1752
15-08-2020,1797
16-08-2020,1843
17-08-2020,1878
18-08-2020,1908
19-08-2020,1951
20-08-2020,1995
21-08-2020,2030
22-08-2020,2082
23-08-2020,2120
24-08-2020,2161
25-08-2020,2181
26-08-2020,2203
27-08-2020,2228
28-08-2020,2266
29-08-2020,2290
30-08-2020,2306
31-08-2020,2340
01-09-2020,2367
02-09-2020,2386
03-09-2020,2435
04-09-2020,2450
05-09-2020,2467
06-09-2020,2537
07-09-2020,2575
08-09-2020,2590
09-09-2020,2617
10-09-2020,2643
11-09-2020,2671
12-09-2020,2695
13-09-2020,2725
14-09-2020,2745
15-09-2020,2763
16-09-2020,2783
17-09-2020,2810
18-09-2020,2831
19-09-2020,2859
20-09-2020,2887
21-09-2020,2924
22-09-2020,2933
23-09-2020,2944
24-09-2020,2962
25-09-2020,2977
26-09-2020,2989
27-09-2020,2996
28-09-2020,3002
29-09-2020,3012
30-09-2020,3032
01-10-2020,3040
02-10-2020,3054
03-10-2020,3061
04-10-2020,3070
05-10-2020,3087
06-10-2020,3092
07-10-2020,3103
08-10-2020,3120
09-10-2020,3132
10-10-2020,3140
11-10-2020,3152
12-10-2020,3163
13-10-2020,3168
14-10-2020,3168
15-10-2020,3171
16-10-2020,3172
17-10-2020,3177
18-10-2020,3180
19-10-2020,3183
20-10-2020,3185
21-10-2020,3194
22-10-2020,3207
23-10-2020,3213
24-10-2020,3220
25-10-2020,3225
26-10-2020,3228
27-10-2020,3228
28-10-2020,3231
29-10-2020,3237
30-10-2020,3243
31-10-2020,3248
01-11-2020,3251
02-11-2020,3255
03-11-2020,3257
04-11-2020,3257
05-11-2020,3262
06-11-2020,3268
07-11-2020,3272
08-11-2020,3273
09-11-2020,3274
10-11-2020,3274
11-11-2020,3275
12-11-2020,3275
13-11-2020,3278
14-11-2020,3281
15-11-2020,3285
16-11-2020,3291
17-11-2020,3294
18-11-2020,3297
19-11-2020,3305
20-11-2020,3307
21-11-2020,3316
22-11-2020,3317
23-11-2020,3321
24-11-2020,3325
25-11-2020,3325
26-11-2020,3327
27-11-2020,3328
28-11-2020,3330
29-11-2020,3330
30-11-2020,3332
01-12-2020,3332
02-12-2020,3334
03-12-2020,3340
04-12-2020,3340
05-12-2020,3340
06-12-2020,3341
07-12-2020,3342
08-12-2020,3346
09-12-2020,3351
10-12-2020,3354
11-12-2020,3354
12-12-2020,3355
13-12-2020,3356
14-12-2020,3356
15-12-2020,3359
17-12-2020,3360
18-12-2020,3361
19-12-2020,3362
20-12-2020,3363
21-12-2020,3363
22-12-2020,3363
23-12-2020,3364
24-12-2020,3365
25-12-2020,3367
26-12-2020,3370
27-12-2020,3372
28-12-2020,3373
29-12-2020,3374
30-12-2020,3375
31-12-2020,3375
03-01-2021,3378
04-01-2021,3379
05-01-2021,3379
06-01-2021,3379
07-01-2021,3379
08-01-2021,3379
09-01-2021,3380
10-01-2021,3380
11-01-2021,3380
12-01-2021,3382
13-01-2021,3382
14-01-2021,3383
15-01-2021,3385
16-01-2021,3388
17-01-2021,3388
18-01-2021,3390
19-01-2021,3390
20-01-2021,3391
21-01-2021,3393
22-01-2021,3393
23-01-2021,3394
24-01-2021,3394
25-01-2021,3394
27-01-2021,3395
28-01-2021,3396
29-01-2021,3397
30-01-2021,3398
31-01-2021,3398
01-02-2021,3398
02-02-2021,3398
03-02-2021,3398
04-02-2021,3398
05-02-2021,3398
06-02-2021,3398
07-02-2021,3398
08-02-2021,3398
09-02-2021,3398
10-02-2021,3398
11-02-2021,3398
12-02-2021,3398
13-02-2021,3398
14-02-2021,3400
15-02-2021,3400
16-02-2021,3400
17-02-2021,3400
18-02-2021,3402
19-02-2021,3402
20-02-2021,3402
21-02-2021,3402
22-02-2021,3402
23-02-2021,3402
24-02-2021,3402
25-02-2021,3404
26-02-2021,3405
27-02-2021,3406
01-03-2021,3406
02-03-2021,3406
03-03-2021,3408
04-03-2021,3408
06-03-2021,3408
07-03-2021,3409
08-03-2021,3416
09-03-2021,3421
10-03-2021,3423
11-03-2021,3426
13-03-2021,3431
14-03-2021,3435
15-03-2021,3438
16-03-2021,3440
17-03-2021,3445
18-03-2021,3445
19-03-2021,3454
20-03-2021,3464
21-03-2021,3471
22-03-2021,3481
23-03-2021,3485
24-03-2021,3495
25-03-2021,3510
27-03-2021,3554
28-03-2021,3580
29-03-2021,3607
30-03-2021,3623
31-03-2021,3642
01-04-2021,3661
02-04-2021,3683
03-04-2021,3703
04-04-2021,3719
05-04-2021,3744
06-04-2021,3770
07-04-2021,3788
08-04-2021,3812
09-04-2021,3842
10-04-2021,3884
11-04-2021,4014
12-04-2021,4083
13-04-2021,4209
14-04-2021,4307
15-04-2021,4420
16-04-2021,4523
17-04-2021,4681
18-04-2021,4748
19-04-2021,4803
20-04-2021,5102
21-04-2021,5422
22-04-2021,5672
23-04-2021,5910
24-04-2021,6142
25-04-2021,6379
26-04-2021,6580
27-04-2021,6726
28-04-2021,6912
29-04-2021,7067
30-04-2021,7334
01-05-2021,7504
02-05-2021,7712
03-05-2021,7871
04-05-2021,8008
05-05-2021,8174
06-05-2021,8325
07-05-2021,8502
08-05-2021,8596
09-05-2021,8737
10-05-2021,8847
11-05-2021,8928
12-05-2021,9021
13-05-2021,9150
14-05-2021,9150
15-05-2021,9257
16-05-2021,9447
17-05-2021,9550
18-05-2021,9599
19-05-2021,9652
20-05-2021,9748
21-05-2021,9850
22-05-2021,9880
23-05-2021,9925
24-05-2021,9987
25-05-2021,10049
26-05-2021,10092
27-05-2021,10129
28-05-2021,10152
30-05-2021,10214
31-05-2021,10256
01-06-2021,10286
02-06-2021,10300
03-06-2021,10331
04-06-2021,10345
05-06-2021,10377
06-06-2021,10387
07-06-2021,10394
08-06-2021,10419
09-06-2021,10427
10-06-2021,10437
11-06-2021,10445
12-03-2020,6
13-03-2020,6
14-03-2020,7
15-03-2020,7
16-03-2020,7
17-03-2020,8
18-03-2020,10
19-03-2020,12
20-03-2020,17
21-03-2020,26
22-03-2020,29
23-03-2020,29
24-03-2020,31
25-03-2020,30
26-03-2020,35
27-03-2020,36
28-03-2020,39
29-03-2020,39
30-03-2020,53
31-03-2020,97
01-04-2020,120
02-04-2020,152
03-04-2020,219
04-04-2020,386
05-04-2020,445
06-04-2020,503
07-04-2020,523
08-04-2020,576
09-04-2020,669
10-04-2020,720
11-04-2020,903
12-04-2020,1069
13-04-2020,1154
14-04-2020,1510
15-04-2020,1561
16-04-2020,1578
17-04-2020,1640
18-04-2020,1707
19-04-2020,1893
20-04-2020,2003
21-04-2020,2081
22-04-2020,2156
23-04-2020,2248
24-04-2020,2376
25-04-2020,2514
26-04-2020,2625
27-04-2020,2918
28-04-2020,3108
29-04-2020,3314
30-04-2020,3439
01-05-2020,3515
02-05-2020,3738
03-05-2020,4122
04-05-2020,4549
05-05-2020,4898
06-05-2020,5104
07-05-2020,5532
08-05-2020,5980
09-05-2020,6318
10-05-2020,6542
11-05-2020,6923
12-05-2020,7233
13-05-2020,7639
14-05-2020,7998
15-05-2020,8470
16-05-2020,8895
17-05-2020,9333
18-05-2020,10054
19-05-2020,10054
20-05-2020,10554
21-05-2020,11088
22-05-2020,11659
23-05-2020,12319
24-05-2020,12910
25-05-2020,13418
26-05-2020,14053
27-05-2020,14465
28-05-2020,15257
29-05-2020,16281
30-05-2020,17386
31-05-2020,18549
01-06-2020,19844
02-06-2020,20834
03-06-2020,22132
04-06-2020,23645
05-06-2020,25004
06-06-2020,26334
07-06-2020,27654
08-06-2020,27654
09-06-2020,29943
10-06-2020,31309
11-06-2020,32810
12-06-2020,34687
13-06-2020,36824
14-06-2020,38958
15-06-2020,41182
16-06-2020,42829
17-06-2020,44688
18-06-2020,47102
19-06-2020,49979
20-06-2020,53116
21-06-2020,56746
22-06-2020,59746
23-06-2020,62655
24-06-2020,66602
25-06-2020,70390
26-06-2020,73780
27-06-2020,77240
28-06-2020,80188
29-06-2020,83077
30-06-2020,85161
01-07-2020,87360
02-07-2020,89802
03-07-2020,92175
04-07-2020,94695
05-07-2020,97200
06-07-2020,99444
07-07-2020,100823
08-07-2020,102831
09-07-2020,104864
10-07-2020,107051
11-07-2020,109140
12-07-2020,110921
13-07-2020,112494
14-07-2020,113740
15-07-2020,115346
16-07-2020,116993
17-07-2020,118645
18-07-2020,120107
19-07-2020,121582
20-07-2020,122793
21-07-2020,123747
22-07-2020,125096
23-07-2020,126323
24-07-2020,127364
25-07-2020,128389
26-07-2020,129531
27-07-2020,130606
28-07-2020,131219
29-07-2020,132275
30-07-2020,133310
31-07-2020,134403
01-08-2020,135598
02-08-2020,136716
03-08-2020,137677
04-08-2020,138482
05-08-2020,139156
06-08-2020,140232
07-08-2020,141531
08-08-2020,142723
09-08-2020,144127
10-08-2020,145427
11-08-2020,146134
12-08-2020,147391
13-08-2020,148504
14-08-2020,149460
15-08-2020,150652
16-08-2020,151928
17-08-2020,152580
18-08-2020,153367
19-08-2020,154741
20-08-2020,156139
21-08-2020,157354
22-08-2020,158604
23-08-2020,160016
24-08-2020,161466
25-08-2020,162527
26-08-2020,164071
27-08-2020,165764
28-08-2020,167604
29-08-2020,169412
30-08-2020,171366
31-08-2020,173390
01-09-2020,174748
02-09-2020,177060
03-09-2020,179569
04-09-2020,182306
05-09-2020,185220
06-09-2020,188193
07-09-2020,191449
08-09-2020,193526
09-09-2020,197135
10-09-2020,201174
11-09-2020,205482
12-09-2020,209748
13-09-2020,214069
14-09-2020,218304
15-09-2020,221533
16-09-2020,225796
17-09-2020,230269
18-09-2020,234701
19-09-2020,238828
20-09-2020,242899
21-09-2020,246711
22-09-2020,249259
23-09-2020,253075
24-09-2020,256789
25-09-2020,260623
26-09-2020,264450
27-09-2020,267822
28-09-2020,271114
29-09-2020,273098
30-09-2020,276325
01-10-2020,279715
02-10-2020,282752
03-10-2020,285672
04-10-2020,287930
05-10-2020,290613
06-10-2020,292560
07-10-2020,295236
08-10-2020,298107
09-10-2020,300833
10-10-2020,303693
11-10-2020,306559
12-10-2020,309339
13-10-2020,311188
14-10-2020,314224
15-10-2020,317548
16-10-2020,321031
17-10-2020,324459
18-10-2020,327718
19-10-2020,331017
20-10-2020,333171
21-10-2020,336750
22-10-2020,340436
23-10-2020,344318
24-10-2020,348404
25-10-2020,352520
26-10-2020,356656
27-10-2020,359488
28-10-2020,364341
29-10-2020,370014
30-10-2020,375753
31-10-2020,381644
01-11-2020,386706
02-11-2020,392370
03-11-2020,396371
04-11-2020,403096
05-11-2020,409938
06-11-2020,416653
07-11-2020,423831
08-11-2020,430784
09-11-2020,438529
10-11-2020,443552
11-11-2020,451382
12-11-2020,459975
13-11-2020,467028
14-11-2020,474830
15-11-2020,482170
16-11-2020,485405
17-11-2020,489202
18-11-2020,495598
19-11-2020,503084
20-11-2020,510630
21-11-2020,517238
22-11-2020,523117
23-11-2020,529863
24-11-2020,534317
25-11-2020,540541
26-11-2020,545787
27-11-2020,551262
28-11-2020,556744
29-11-2020,561742
30-11-2020,566648
01-12-2020,570374
02-12-2020,574380
03-12-2020,578324
04-12-2020,582058
05-12-2020,586125
06-12-2020,589544
07-12-2020,592250
08-12-2020,593924
09-12-2020,597112
10-12-2020,599575
11-12-2020,601150
12-12-2020,603535
13-12-2020,605470
14-12-2020,607454
15-12-2020,608830
17-12-2020,611994
18-12-2020,613357
19-12-2020,614775
20-12-2020,615914
21-12-2020,617005
22-12-2020,617808
23-12-2020,618747
24-12-2020,619618
25-12-2020,620681
26-12-2020,621439
27-12-2020,622094
28-12-2020,622851
29-12-2020,623415
30-12-2020,624118
31-12-2020,624795
03-01-2021,626448
04-01-2021,626872
05-01-2021,627256
06-01-2021,627698
07-01-2021,628352
08-01-2021,628838
09-01-2021,629282
10-01-2021,629801
11-01-2021,630200
12-01-2021,630506
13-01-2021,630892
14-01-2021,631249
15-01-2021,631589
16-01-2021,631884
17-01-2021,632183
18-01-2021,632429
19-01-2021,632590
20-01-2021,632821
21-01-2021,633049
22-01-2021,633276
23-01-2021,633542
24-01-2021,633739
25-01-2021,633924
27-01-2021,634229
28-01-2021,634325
29-01-2021,634524
30-01-2021,634773
31-01-2021,634956
01-02-2021,635096
02-02-2021,635217
03-02-2021,635331
04-02-2021,635481
05-02-2021,635639
06-02-2021,635793
07-02-2021,635916
08-02-2021,636035
09-02-2021,636160
10-02-2021,636260
11-02-2021,636387
12-02-2021,636529
13-02-2021,636670
14-02-2021,636796
15-02-2021,636946
16-02-2021,637087
17-02-2021,637181
18-02-2021,637315
19-02-2021,637445
20-02-2021,637603
21-02-2021,637755
22-02-2021,637900
23-02-2021,638028
24-02-2021,638173
25-02-2021,638373
26-02-2021,638593
27-02-2021,638849
01-03-2021,639289
02-03-2021,639464
03-03-2021,639681
04-03-2021,639921
06-03-2021,640494
07-03-2021,640815
08-03-2021,641101
09-03-2021,641340
10-03-2021,641660
11-03-2021,642030
13-03-2021,642870
14-03-2021,643289
15-03-2021,643696
16-03-2021,644064
17-03-2021,644489
18-03-2021,645025
19-03-2021,645632
20-03-2021,646348
21-03-2021,647161
22-03-2021,647984
23-03-2021,648872
24-03-2021,649973
25-03-2021,651227
27-03-2021,654276
28-03-2021,655834
29-03-2021,657715
30-03-2021,659616
31-03-2021,660611
01-04-2021,662430
02-04-2021,665220
03-04-2021,668814
04-04-2021,672381
05-04-2021,676414
06-04-2021,679962
07-04-2021,685062
08-04-2021,690568
09-04-2021,698005
10-04-2021,706526
11-04-2021,714423
12-04-2021,725197
13-04-2021,736688
14-04-2021,750156
15-04-2021,767438
16-04-2021,784137
17-04-2021,803623
18-04-2021,827998
19-04-2021,853460
20-04-2021,877146
21-04-2021,905541
22-04-2021,930179
23-04-2021,956348
24-04-2021,980679
25-04-2021,1004782
26-04-2021,1027715
27-04-2021,1047916
28-04-2021,1072065
29-04-2021,1098051
30-04-2021,1122286
01-05-2021,1149333
02-05-2021,1174552
03-05-2021,1194946
04-05-2021,1212989
05-05-2021,1232942
06-05-2021,1253902
07-05-2021,1273035
08-05-2021,1292867
09-05-2021,1310231
10-05-2021,1323567
11-05-2021,1336218
12-05-2021,1348699
13-05-2021,1361986
14-05-2021,1361986
15-05-2021,1372475
16-05-2021,1387411
17-05-2021,1393867
18-05-2021,1398391
19-05-2021,1402873
20-05-2021,1406719
21-05-2021,1409950
22-05-2021,1412959
23-05-2021,1415219
24-05-2021,1416868
25-05-2021,1418418
26-05-2021,1419986
27-05-2021,1421477
28-05-2021,1422549
30-05-2021,1424646
31-05-2021,1425592
01-06-2021,1426240
02-06-2021,1426863
03-06-2021,1427439
04-06-2021,1427926
05-06-2021,1428449
06-06-2021,1428863
07-06-2021,1429244
08-06-2021,1429475
09-06-2021,1429791
10-06-2021,1430128
11-06-2021,1430433
26-03-2020,3
27-03-2020,3
28-03-2020,3
29-03-2020,3
30-03-2020,5
31-03-2020,5
01-04-2020,5
02-04-2020,5
03-04-2020,6
04-04-2020,6
05-04-2020,7
06-04-2020,7
07-04-2020,7
08-04-2020,7
09-04-2020,7
10-04-2020,7
11-04-2020,7
12-04-2020,7
13-04-2020,7
14-04-2020,7
15-04-2020,7
16-04-2020,7
17-04-2020,7
18-04-2020,7
19-04-2020,7
20-04-2020,7
21-04-2020,7
22-04-2020,7
23-04-2020,7
24-04-2020,7
25-04-2020,7
26-04-2020,7
27-04-2020,7
28-04-2020,7
29-04-2020,7
30-04-2020,7
01-05-2020,7
02-05-2020,7
03-05-2020,7
04-05-2020,7
05-05-2020,7
06-05-2020,7
07-05-2020,7
08-05-2020,7
09-05-2020,7
10-05-2020,7
11-05-2020,7
12-05-2020,7
13-05-2020,7
14-05-2020,7
15-05-2020,14
16-05-2020,15
17-05-2020,17
18-05-2020,29
19-05-2020,38
20-05-2020,46
21-05-2020,50
22-05-2020,52
23-05-2020,54
24-05-2020,55
25-05-2020,66
26-05-2020,67
27-05-2020,67
28-05-2020,68
29-05-2020,69
30-05-2020,69
31-05-2020,70
01-06-2020,70
02-06-2020,71
03-06-2020,79
04-06-2020,79
05-06-2020,166
06-06-2020,196
07-06-2020,267
08-06-2020,300
09-06-2020,330
10-06-2020,359
11-06-2020,387
12-06-2020,417
13-06-2020,463
14-06-2020,523
15-06-2020,564
16-06-2020,592
17-06-2020,629
18-06-2020,656
19-06-2020,705
20-06-2020,725
21-06-2020,754
22-06-2020,754
23-06-2020,864
24-06-2020,909
25-06-2020,951
26-06-2020,995
27-06-2020,1039
28-06-2020,1128
29-06-2020,1198
30-06-2020,1198
01-07-2020,1315
02-07-2020,1387
03-07-2020,1482
04-07-2020,1482
05-07-2020,1684
06-07-2020,1761
07-07-2020,1813
08-07-2020,1903
09-07-2020,2039
10-07-2020,2151
11-07-2020,2251
12-07-2020,2368
13-07-2020,2453
14-07-2020,2583
15-07-2020,2753
16-07-2020,2951
17-07-2020,3108
18-07-2020,3304
19-07-2020,3484
20-07-2020,3657
21-07-2020,3853
22-07-2020,4027
23-07-2020,4176
24-07-2020,4350
25-07-2020,4540
26-07-2020,4686
27-07-2020,4861
28-07-2020,5119
29-07-2020,5287
30-07-2020,5489
31-07-2020,5704
01-08-2020,5913
02-08-2020,6193
03-08-2020,6530
04-08-2020,6816
05-08-2020,7075
06-08-2020,7423
07-08-2020,7614
08-08-2020,7947
09-08-2020,8206
10-08-2020,8712
11-08-2020,9029
12-08-2020,9444
13-08-2020,9924
14-08-2020,10494
15-08-2020,10970
16-08-2020,11339
17-08-2020,11639
18-08-2020,11994
19-08-2020,12333
20-08-2020,12675
21-08-2020,13099
22-08-2020,13484
23-08-2020,13790
24-08-2020,13999
25-08-2020,14138
26-08-2020,14530
27-08-2020,15027
28-08-2020,15483
29-08-2020,16006
30-08-2020,16553
31-08-2020,17004
01-09-2020,17418
02-09-2020,18006
03-09-2020,18642
04-09-2020,19355
05-09-2020,19863
06-09-2020,20455
07-09-2020,20829
08-09-2020,21173
09-09-2020,21630
10-09-2020,22251
11-09-2020,22890
12-09-2020,23445
13-09-2020,24185
14-09-2020,24592
15-09-2020,24898
16-09-2020,25511
17-09-2020,26139
18-09-2020,26783
19-09-2020,27379
20-09-2020,28022
21-09-2020,28429
22-09-2020,28753
23-09-2020,29343
24-09-2020,29879
25-09-2020,30552
26-09-2020,31071
27-09-2020,31574
28-09-2020,31958
29-09-2020,32396
30-09-2020,32777
01-10-2020,33418
02-10-2020,33942
03-10-2020,34455
04-10-2020,34900
05-10-2020,35328
06-10-2020,35719
07-10-2020,36238
08-10-2020,36670
09-10-2020,37102
10-10-2020,37591
11-10-2020,37934
12-10-2020,38366
13-10-2020,38674
14-10-2020,39082
15-10-2020,39438
16-10-2020,39770
17-10-2020,40091
18-10-2020,40400
19-10-2020,40587
20-10-2020,40746
21-10-2020,41031
22-10-2020,41339
23-10-2020,41586
24-10-2020,41813
25-10-2020,42031
26-10-2020,42242
27-10-2020,42532
28-10-2020,42747
29-10-2020,42968
30-10-2020,43201
31-10-2020,43416
01-11-2020,43626
02-11-2020,43768
03-11-2020,43954
04-11-2020,44189
05-11-2020,44372
06-11-2020,44544
07-11-2020,44747
08-11-2020,44916
09-11-2020,45065
10-11-2020,45209
11-11-2020,45389
12-11-2020,45498
13-11-2020,45605
14-11-2020,45761
15-11-2020,45845
16-11-2020,45903
17-11-2020,46028
18-11-2020,46182
19-11-2020,46344
20-11-2020,46480
21-11-2020,46632
22-11-2020,46748
23-11-2020,46826
24-11-2020,46901
25-11-2020,47068
26-11-2020,47193
27-11-2020,47341
28-11-2020,47491
29-11-2020,47689
30-11-2020,47804
01-12-2020,47963
02-12-2020,48124
03-12-2020,48241
04-12-2020,48365
05-12-2020,48459
06-12-2020,48574
07-12-2020,48686
08-12-2020,48776
09-12-2020,48935
10-12-2020,49036
11-12-2020,49131
12-12-2020,49235
13-12-2020,49305
14-12-2020,49362
15-12-2020,49474
17-12-2020,49657
18-12-2020,49745
19-12-2020,49849
20-12-2020,49976
21-12-2020,50064
22-12-2020,50143
23-12-2020,50239
24-12-2020,50364
25-12-2020,50454
26-12-2020,50534
27-12-2020,50595
28-12-2020,50667
29-12-2020,50772
30-12-2020,50884
31-12-2020,50981
03-01-2021,51230
04-01-2021,51295
05-01-2021,51335
06-01-2021,51415
07-01-2021,51507
08-01-2021,51626
09-01-2021,51709
10-01-2021,51790
11-01-2021,51856
12-01-2021,51891
13-01-2021,51983
14-01-2021,52079
15-01-2021,52182
16-01-2021,52262
17-01-2021,52345
18-01-2021,52405
